,namespace,pod_name,container_name,joules
0,api-gateway,api-gateway-6bf76d45b7-jxhbf,sidecar,8263.454697841726
1,client6,client6-785d875985-lb5w8,client6,19207.002507246376
2,client10,client10-694b6b97b4-9bc7m,linkerd-proxy,19649.80656521739
3,client12,client12-79bc8d5846-cfqqm,client12,19771.78110869565
4,client7,client7-544486cc98-9qrpf,sidecar,19114.43033093525
5,client6,client6-785d875985-lb5w8,sidecar,17958.373398550724
6,client20,client20-65f8864f77-cxthh,client20,19357.966992753623
7,client11,client11-565c48c7c7-grqzx,client11,19582.444287769787
8,orchestrator,orchestrator-555f7b7c9d-vjhdd,linkerd-proxy,9490.030474820143
9,server,server-656f98b57f-bnbpg,server,12956.290870503597
10,client10,client10-694b6b97b4-9bc7m,client10,19655.044065217393
11,client3,client3-58c68898cd-76q4d,sidecar,19206.667604316546
12,client17,client17-69b85b5ccf-pddhk,client17,18177.337333333333
13,client16,client16-6dc7f87f54-2tx6v,sidecar,19591.30658992806
14,client1,client1-7b9db886dd-952nv,linkerd-proxy,17788.40513768116
15,client18,client18-69db77c748-2gg5v,client18,19767.244978260875
16,client11,client11-565c48c7c7-grqzx,linkerd-proxy,19578.622043165466
17,client14,client14-856b5b5576-bfpj4,sidecar,19465.08525362319
18,client5,client5-7d5ff7f8b4-hf7kt,sidecar,15672.47494964029
19,client4,client4-744474fb99-mtn79,sidecar,19110.261431654675
20,client13,client13-7bf86f4f87-mpg2l,sidecar,15983.602043165467
21,client20,client20-65f8864f77-cxthh,sidecar,18747.386833333338
22,client10,client10-694b6b97b4-9bc7m,sidecar,17344.13457971015
23,client8,client8-5845965f99-d9qmx,linkerd-proxy,18614.545244604316
24,client1,client1-7b9db886dd-952nv,linkerd-init,0.0
25,client18,client18-69db77c748-2gg5v,sidecar,19730.50960869566
26,client19,client19-56fccdb4d9-wmhm6,sidecar,19705.685376811594
27,client2,client2-86cd6d8cf7-qbh7p,sidecar,19795.27518705036
28,client7,client7-544486cc98-9qrpf,client7,19150.367870503596
29,client15,client15-79c969ddf-jxjmr,client15,19113.477456521738
30,client1,maurits-dijk-fefe840eclient11-rz8wv,hfl-train,29688.988876811592
31,client8,client8-5845965f99-d9qmx,sidecar,17882.790381294966
32,client1,maurits-dijk-fefe840eclient11-rz8wv,sidecar,13551.695746376812
33,client18,client18-69db77c748-2gg5v,linkerd-proxy,19762.286811594207
34,client2,client2-86cd6d8cf7-qbh7p,linkerd-proxy,19836.59039568345
35,client9,client9-d68fb99b4-wb7np,sidecar,17155.997201438848
36,client7,client7-544486cc98-9qrpf,linkerd-proxy,19141.96676978417
37,client14,client14-856b5b5576-bfpj4,linkerd-init,0.0
38,client17,client17-69b85b5ccf-pddhk,linkerd-proxy,18099.676594202898
39,server,server-656f98b57f-bnbpg,linkerd-init,0.0
40,api-gateway,api-gateway-6bf76d45b7-jxhbf,api-gateway,10365.595784172661
41,client7,client7-544486cc98-9qrpf,linkerd-init,0.0
42,client13,maurits-dijk-fefe840eclient131-lt9p5,sidecar,16299.97718705036
43,client3,client3-58c68898cd-76q4d,client3,19251.820129496402
44,client9,client9-d68fb99b4-wb7np,linkerd-init,0.0
45,api-gateway,api-gateway-6bf76d45b7-jxhbf,linkerd-proxy,10030.489230215828
46,client1,client1-7b9db886dd-952nv,sidecar,15793.789036231885
47,client4,client4-744474fb99-mtn79,client4,19155.202949640287
48,client16,client16-6dc7f87f54-2tx6v,client16,19635.841165467627
49,client16,client16-6dc7f87f54-2tx6v,linkerd-proxy,19629.131136690645
50,server,maurits-dijk-fefe840eserver1-b5gcx,sidecar,10385.828359712228
51,client17,client17-69b85b5ccf-pddhk,linkerd-init,0.0
52,client5,maurits-dijk-fefe840eclient51-45jqp,sidecar,16721.123431654676
53,client16,client16-6dc7f87f54-2tx6v,linkerd-init,0.0
54,client11,client11-565c48c7c7-grqzx,sidecar,17534.399417266188
55,client12,client12-79bc8d5846-cfqqm,sidecar,17177.153971014497
56,client14,client14-856b5b5576-bfpj4,client14,19551.39925362319
57,orchestrator,orchestrator-555f7b7c9d-vjhdd,linkerd-init,0.0
58,client13,client13-7bf86f4f87-mpg2l,linkerd-proxy,17595.347338129493
59,client8,client8-5845965f99-d9qmx,client8,18622.69012230216
60,client19,client19-56fccdb4d9-wmhm6,client19,19746.252471014493
61,orchestrator,orchestrator-555f7b7c9d-vjhdd,orchestrator,5927.773863309352
62,client20,client20-65f8864f77-cxthh,linkerd-proxy,19352.57768115942
63,client9,client9-d68fb99b4-wb7np,client9,18230.554352517986
64,client13,client13-7bf86f4f87-mpg2l,client13,17710.144294964022
65,client5,client5-7d5ff7f8b4-hf7kt,linkerd-init,0.0
66,client19,client19-56fccdb4d9-wmhm6,linkerd-proxy,19738.950333333334
67,client17,maurits-dijk-fefe840eclient171-2zqbs,sidecar,16536.587985507245
68,client14,client14-856b5b5576-bfpj4,linkerd-proxy,19544.810630434782
69,client9,maurits-dijk-fefe840eclient91-qj5qn,sidecar,15391.901697841726
70,client9,maurits-dijk-fefe840eclient91-qj5qn,hfl-train-model,18089.414654676257
71,client3,client3-58c68898cd-76q4d,linkerd-proxy,19247.443237410072
72,client15,client15-79c969ddf-jxjmr,linkerd-proxy,19106.579137681158
