Round,ClientID,ClientAccuracy,ClientTrainingTime,exp,K,Z,sigma_ed,sigma_iid,timestamp
17,client1,0.6026490066225165,582.7898718416691,exp1,5,360,1000.0,10,09-05-26-104246
17,client9,0.564276048714479,705.7504644617438,exp1,5,360,1000.0,10,09-05-26-104246
18,client5,0.6306429548563611,587.8506293520331,exp1,5,360,1000.0,10,09-05-26-104246
18,client17,0.5821823204419889,599.4209460914135,exp1,5,360,1000.0,10,09-05-26-104246
18,client13,0.5373032169746749,702.7964685112238,exp1,5,360,1000.0,10,09-05-26-104246
18,client1,0.6357615894039735,576.2883806601167,exp1,5,360,1000.0,10,09-05-26-104246
18,client9,0.493234100135318,612.0900548994541,exp1,5,360,1000.0,10,09-05-26-104246
19,client5,0.6285909712722298,602.9393468052149,exp1,5,360,1000.0,10,09-05-26-104246
19,client17,0.5531767955801105,649.8553119599819,exp1,5,360,1000.0,10,09-05-26-104246
19,client13,0.5496235455167693,747.7036397904158,exp1,5,360,1000.0,10,09-05-26-104246
19,client1,0.7026490066225165,713.7315599247813,exp1,5,360,1000.0,10,09-05-26-104246
19,client9,0.5175913396481732,662.5132849439979,exp1,5,360,1000.0,10,09-05-26-104246
20,client5,0.6381668946648427,579.1187975555658,exp1,5,360,1000.0,10,09-05-26-104246
20,client17,0.56146408839779,711.0087238252163,exp1,5,360,1000.0,10,09-05-26-104246
20,client13,0.5475701574264202,708.3317209035158,exp1,5,360,1000.0,10,09-05-26-104246
20,client1,0.7033112582781457,703.0641520395875,exp1,5,360,1000.0,10,09-05-26-104246
20,client9,0.6400541271989174,657.3089677840471,exp1,5,360,1000.0,10,09-05-26-104246
21,client5,0.6504787961696307,574.9276261776686,exp1,5,360,1000.0,10,09-05-26-104246
21,client17,0.6263812154696132,575.4330195486546,exp1,5,360,1000.0,10,09-05-26-104246
21,client13,0.6167008898015058,703.1957656145096,exp1,5,360,1000.0,10,09-05-26-104246
21,client1,0.6198675496688741,665.9134440124035,exp1,5,360,1000.0,10,09-05-26-104246
21,client9,0.6278755074424899,713.1899353116751,exp1,5,360,1000.0,10,09-05-26-104246
22,client5,0.667578659370725,589.4359443336725,exp1,5,360,1000.0,10,09-05-26-104246
22,client17,0.6470994475138122,581.251279450953,exp1,5,360,1000.0,10,09-05-26-104246
22,client13,0.5865845311430528,718.0631682276726,exp1,5,360,1000.0,10,09-05-26-104246
22,client1,0.6675496688741722,609.4564748927951,exp1,5,360,1000.0,10,09-05-26-104246
22,client9,0.631935047361299,594.4334734231234,exp1,5,360,1000.0,10,09-05-26-104246
23,client5,0.6484268125854993,616.1302803084254,exp1,5,360,1000.0,10,09-05-26-104246
23,client17,0.6098066298342542,609.5657059922814,exp1,5,360,1000.0,10,09-05-26-104246
23,client13,0.6618754277891855,768.2828344404697,exp1,5,360,1000.0,10,09-05-26-104246
23,client1,0.6874172185430464,572.9374540969729,exp1,5,360,1000.0,10,09-05-26-104246
23,client9,0.6596752368064953,743.5422809794545,exp1,5,360,1000.0,10,09-05-26-104246
24,client5,0.6497948016415869,571.9631593674421,exp1,5,360,1000.0,10,09-05-26-104246
24,client17,0.5317679558011049,803.8505120202899,exp1,5,360,1000.0,10,09-05-26-104246
24,client13,0.5523613963039015,711.5541081875563,exp1,5,360,1000.0,10,09-05-26-104246
24,client1,0.6662251655629139,610.332946293056,exp1,5,360,1000.0,10,09-05-26-104246
24,client9,0.6833558863328822,647.9779239743948,exp1,5,360,1000.0,10,09-05-26-104246
0,client5,0.1238651102464332,719.1092856228352,exp1,5,360,1000.0,10,11-05-26-002038
0,client17,0.114950634696756,710.0283280014992,exp1,5,360,1000.0,10,11-05-26-002038
0,client13,0.1087257617728531,800.7870577275753,exp1,5,360,1000.0,10,11-05-26-002038
0,client1,0.0931339225016995,628.9230613037944,exp1,5,360,1000.0,10,11-05-26-002038
0,client9,0.0890410958904109,670.9862360730767,exp1,5,360,1000.0,10,11-05-26-002038
1,client5,0.1601815823605707,705.2738098427653,exp1,5,360,1000.0,10,11-05-26-002038
1,client17,0.1586741889985895,602.9669186100364,exp1,5,360,1000.0,10,11-05-26-002038
1,client13,0.1565096952908587,717.0769022777677,exp1,5,360,1000.0,10,11-05-26-002038
1,client1,0.1699524133242692,594.4293821230531,exp1,5,360,1000.0,10,11-05-26-002038
1,client9,0.1006849315068493,678.9952181279659,exp1,5,360,1000.0,10,11-05-26-002038
2,client5,0.1303501945525292,584.3585478141904,exp1,5,360,1000.0,10,11-05-26-002038
2,client17,0.1530324400564175,697.299431078136,exp1,5,360,1000.0,10,11-05-26-002038
2,client13,0.1488919667590027,694.0763937309384,exp1,5,360,1000.0,10,11-05-26-002038
2,client1,0.1699524133242692,661.2107111141086,exp1,5,360,1000.0,10,11-05-26-002038
2,client9,0.1472602739726027,700.6659591570497,exp1,5,360,1000.0,10,11-05-26-002038
3,client5,0.1783398184176394,595.7849193364382,exp1,5,360,1000.0,10,11-05-26-002038
3,client17,0.1403385049365303,594.4468062371016,exp1,5,360,1000.0,10,11-05-26-002038
3,client13,0.2056786703601108,742.0605206862092,exp1,5,360,1000.0,10,11-05-26-002038
3,client1,0.2114208021753909,582.2786055505276,exp1,5,360,1000.0,10,11-05-26-002038
3,client9,0.1753424657534246,656.6930301487446,exp1,5,360,1000.0,10,11-05-26-002038
4,client5,0.2036316472114137,602.3509269580245,exp1,5,360,1000.0,10,11-05-26-002038
4,client17,0.1509167842031029,609.6206391230226,exp1,5,360,1000.0,10,11-05-26-002038
4,client13,0.1488919667590027,700.2271432429552,exp1,5,360,1000.0,10,11-05-26-002038
4,client1,0.2073419442556084,575.4706487059593,exp1,5,360,1000.0,10,11-05-26-002038
4,client9,0.2116438356164383,679.6554578468204,exp1,5,360,1000.0,10,11-05-26-002038
5,client5,0.2367055771725032,596.84041980654,exp1,5,360,1000.0,10,11-05-26-002038
5,client17,0.2115655853314527,722.5080728530884,exp1,5,360,1000.0,10,11-05-26-002038
5,client13,0.2042936288088642,698.1601072475314,exp1,5,360,1000.0,10,11-05-26-002038
5,client1,0.1794697484704283,582.9317877069116,exp1,5,360,1000.0,10,11-05-26-002038
5,client9,0.2623287671232877,621.3071839883924,exp1,5,360,1000.0,10,11-05-26-002038
6,client5,0.288586251621271,622.3088884726167,exp1,5,360,1000.0,10,11-05-26-002038
6,client17,0.2440056417489421,605.6052101776004,exp1,5,360,1000.0,10,11-05-26-002038
6,client13,0.3054016620498615,724.8593922704458,exp1,5,360,1000.0,10,11-05-26-002038
6,client1,0.3174711080897349,579.0825085714459,exp1,5,360,1000.0,10,11-05-26-002038
6,client9,0.2821917808219178,603.2327804714441,exp1,5,360,1000.0,10,11-05-26-002038
7,client5,0.2198443579766537,671.4774118736386,exp1,5,360,1000.0,10,11-05-26-002038
7,client17,0.1791255289139633,703.9337204769254,exp1,5,360,1000.0,10,11-05-26-002038
7,client13,0.3109418282548476,755.2511319518089,exp1,5,360,1000.0,10,11-05-26-002038
7,client1,0.3936097892590074,600.018460303545,exp1,5,360,1000.0,10,11-05-26-002038
7,client9,0.3,599.7456945478916,exp1,5,360,1000.0,10,11-05-26-002038
8,client5,0.2081712062256809,596.4553980156779,exp1,5,360,1000.0,10,11-05-26-002038
8,client17,0.306064880112835,674.4151385501027,exp1,5,360,1000.0,10,11-05-26-002038
8,client13,0.3760387811634349,740.9032918512821,exp1,5,360,1000.0,10,11-05-26-002038
8,client1,0.4459551325628824,569.5670731365681,exp1,5,360,1000.0,10,11-05-26-002038
8,client9,0.3671232876712328,727.3171888664365,exp1,5,360,1000.0,10,11-05-26-002038
9,client5,0.3086900129701686,612.5907506793737,exp1,5,360,1000.0,10,11-05-26-002038
9,client17,0.2651622002820874,638.1210731342435,exp1,5,360,1000.0,10,11-05-26-002038
9,client13,0.4113573407202216,701.8761765211821,exp1,5,360,1000.0,10,11-05-26-002038
9,client1,0.4269204622705642,593.4759359806776,exp1,5,360,1000.0,10,11-05-26-002038
9,client9,0.3910958904109589,644.9837982654572,exp1,5,360,1000.0,10,11-05-26-002038
10,client5,0.3910505836575875,587.5265579670668,exp1,5,360,1000.0,10,11-05-26-002038
10,client17,0.3744710860366713,669.4165831431746,exp1,5,360,1000.0,10,11-05-26-002038
10,client13,0.4688365650969529,709.8060380667448,exp1,5,360,1000.0,10,11-05-26-002038
10,client1,0.5669612508497621,602.7096621692181,exp1,5,360,1000.0,10,11-05-26-002038
10,client9,0.5061643835616438,685.2581994608045,exp1,5,360,1000.0,10,11-05-26-002038
11,client5,0.4098573281452659,589.5774364471436,exp1,5,360,1000.0,10,11-05-26-002038
11,client17,0.428067700987306,600.2504620701075,exp1,5,360,1000.0,10,11-05-26-002038
11,client13,0.53601108033241,711.4305878058076,exp1,5,360,1000.0,10,11-05-26-002038
11,client1,0.592114208021754,575.4568558186293,exp1,5,360,1000.0,10,11-05-26-002038
11,client9,0.4636986301369863,729.5906646177173,exp1,5,360,1000.0,10,11-05-26-002038
12,client5,0.2827496757457847,687.5597136095166,exp1,5,360,1000.0,10,11-05-26-002038
12,client17,0.2990126939351198,599.943800829351,exp1,5,360,1000.0,10,11-05-26-002038
12,client13,0.5429362880886427,699.921646155417,exp1,5,360,1000.0,10,11-05-26-002038
12,client1,0.5825968728755948,675.7091246545315,exp1,5,360,1000.0,10,11-05-26-002038
12,client9,0.6212328767123287,677.8586963191628,exp1,5,360,1000.0,10,11-05-26-002038
13,client5,0.3203631647211414,605.3001852706075,exp1,5,360,1000.0,10,11-05-26-002038
13,client17,0.42524682651622,613.9487102627754,exp1,5,360,1000.0,10,11-05-26-002038
13,client13,0.5844875346260388,721.066459082067,exp1,5,360,1000.0,10,11-05-26-002038
13,client1,0.6165873555404486,782.0228608325124,exp1,5,360,1000.0,10,11-05-26-002038
13,client9,0.565068493150685,611.0965460538864,exp1,5,360,1000.0,10,11-05-26-002038
14,client5,0.3469520103761349,611.796161159873,exp1,5,360,1000.0,10,11-05-26-002038
14,client17,0.4619181946403385,595.0346505269408,exp1,5,360,1000.0,10,11-05-26-002038
14,client13,0.5145429362880887,716.6441371664405,exp1,5,360,1000.0,10,11-05-26-002038
14,client1,0.566281441196465,582.2261888533831,exp1,5,360,1000.0,10,11-05-26-002038
14,client9,0.5698630136986301,811.8839301168919,exp1,5,360,1000.0,10,11-05-26-002038
15,client5,0.4215304798962386,611.8414532393217,exp1,5,360,1000.0,10,11-05-26-002038
15,client17,0.4400564174894217,712.6764338463545,exp1,5,360,1000.0,10,11-05-26-002038
15,client13,0.5547091412742382,694.4458093494177,exp1,5,360,1000.0,10,11-05-26-002038
15,client1,0.5472467709041469,616.3614997640252,exp1,5,360,1000.0,10,11-05-26-002038
15,client9,0.5575342465753425,690.4940949752927,exp1,5,360,1000.0,10,11-05-26-002038
16,client5,0.4176394293125811,600.9496347978711,exp1,5,360,1000.0,10,11-05-26-002038
16,client17,0.5296191819464033,597.9365753009915,exp1,5,360,1000.0,10,11-05-26-002038
16,client13,0.53601108033241,720.4804616048932,exp1,5,360,1000.0,10,11-05-26-002038
16,client1,0.592114208021754,583.0004829913378,exp1,5,360,1000.0,10,11-05-26-002038
16,client9,0.5595890410958904,696.0555482655764,exp1,5,360,1000.0,10,11-05-26-002038
17,client5,0.3904020752269779,590.7796276733279,exp1,5,360,1000.0,10,11-05-26-002038
17,client17,0.4943582510578279,601.7293138429523,exp1,5,360,1000.0,10,11-05-26-002038
17,client13,0.621191135734072,750.9758099913597,exp1,5,360,1000.0,10,11-05-26-002038
17,client1,0.5669612508497621,596.2165659293532,exp1,5,360,1000.0,10,11-05-26-002038
17,client9,0.5726027397260274,648.9321533590555,exp1,5,360,1000.0,10,11-05-26-002038
18,client5,0.348249027237354,724.4068346917629,exp1,5,360,1000.0,10,11-05-26-002038
18,client17,0.4435825105782792,602.2263346239924,exp1,5,360,1000.0,10,11-05-26-002038
18,client13,0.6530470914127424,687.3927628621459,exp1,5,360,1000.0,10,11-05-26-002038
18,client1,0.548606390210741,578.7512259557843,exp1,5,360,1000.0,10,11-05-26-002038
18,client9,0.5993150684931506,659.6250124275684,exp1,5,360,1000.0,10,11-05-26-002038
19,client5,0.4798962386511025,587.8767939284444,exp1,5,360,1000.0,10,11-05-26-002038
19,client17,0.4844851904090268,766.965402290225,exp1,5,360,1000.0,10,11-05-26-002038
19,client13,0.5706371191135734,713.9208223670721,exp1,5,360,1000.0,10,11-05-26-002038
19,client1,0.5275322909585316,694.0776510164142,exp1,5,360,1000.0,10,11-05-26-002038
19,client9,0.5904109589041096,660.0720211863518,exp1,5,360,1000.0,10,11-05-26-002038
20,client5,0.5,756.623706780374,exp1,5,360,1000.0,10,11-05-26-002038
20,client17,0.4781382228490832,678.6382496356964,exp1,5,360,1000.0,10,11-05-26-002038
20,client13,0.5277008310249307,698.7893590703607,exp1,5,360,1000.0,10,11-05-26-002038
20,client1,0.5914343983684568,652.1232463419437,exp1,5,360,1000.0,10,11-05-26-002038
20,client9,0.626027397260274,698.7537322565913,exp1,5,360,1000.0,10,11-05-26-002038
21,client5,0.4455252918287938,641.6666423901916,exp1,5,360,1000.0,10,11-05-26-002038
21,client17,0.4315937940761636,694.4378707557917,exp1,5,360,1000.0,10,11-05-26-002038
21,client13,0.3947368421052631,759.6474038437009,exp1,5,360,1000.0,10,11-05-26-002038
21,client1,0.4500339904826648,604.7315802425146,exp1,5,360,1000.0,10,11-05-26-002038
21,client9,0.5575342465753425,664.9118382483721,exp1,5,360,1000.0,10,11-05-26-002038
22,client5,0.4494163424124514,607.2723902761936,exp1,5,360,1000.0,10,11-05-26-002038
22,client17,0.3032440056417489,667.512328363955,exp1,5,360,1000.0,10,11-05-26-002038
22,client13,0.4515235457063712,716.119047254324,exp1,5,360,1000.0,10,11-05-26-002038
22,client1,0.5023793337865398,597.5325210019946,exp1,5,360,1000.0,10,11-05-26-002038
22,client9,0.4712328767123288,663.606921210885,exp1,5,360,1000.0,10,11-05-26-002038
23,client5,0.5499351491569391,643.9819959923625,exp1,5,360,1000.0,10,11-05-26-002038
23,client17,0.3420310296191819,693.4190234169364,exp1,5,360,1000.0,10,11-05-26-002038
23,client13,0.3594182825484764,700.7187139242887,exp1,5,360,1000.0,10,11-05-26-002038
23,client1,0.5968728755948335,592.2231050208211,exp1,5,360,1000.0,10,11-05-26-002038
23,client9,0.363013698630137,675.5807716399431,exp1,5,360,1000.0,10,11-05-26-002038
24,client5,0.4364461738002594,712.5129979103804,exp1,5,360,1000.0,10,11-05-26-002038
24,client17,0.311706629055007,618.7912737950683,exp1,5,360,1000.0,10,11-05-26-002038
24,client13,0.4092797783933518,716.2547707557678,exp1,5,360,1000.0,10,11-05-26-002038
24,client1,0.5186947654656696,680.6023884564638,exp1,5,360,1000.0,10,11-05-26-002038
24,client9,0.3623287671232876,615.0984093546867,exp1,5,360,1000.0,10,11-05-26-002038
0,client5,0.1246719160104986,668.3857580646873,exp1,5,360,1000.0,10,10-05-26-023318
0,client17,0.1321961620469083,627.0903190597892,exp1,5,360,1000.0,10,10-05-26-023318
0,client13,0.0988219895287958,838.3541004732251,exp1,5,360,1000.0,10,10-05-26-023318
0,client1,0.1363031914893617,646.3703019544482,exp1,5,360,1000.0,10,10-05-26-023318
0,client9,0.1204739960500329,685.7200497761369,exp1,5,360,1000.0,10,10-05-26-023318
1,client5,0.1299212598425196,574.732962064445,exp1,5,360,1000.0,10,10-05-26-023318
1,client17,0.1222459132906894,592.0827444642782,exp1,5,360,1000.0,10,10-05-26-023318
1,client13,0.1413612565445026,756.2716510146856,exp1,5,360,1000.0,10,10-05-26-023318
1,client1,0.1549202127659574,609.7420025616884,exp1,5,360,1000.0,10,10-05-26-023318
1,client9,0.1283739302172482,699.5839672163129,exp1,5,360,1000.0,10,10-05-26-023318
2,client5,0.1207349081364829,670.0626807287335,exp1,5,360,1000.0,10,10-05-26-023318
2,client17,0.1030561478322672,574.4210695847869,exp1,5,360,1000.0,10,10-05-26-023318
2,client13,0.1387434554973822,737.5942887738347,exp1,5,360,1000.0,10,10-05-26-023318
2,client1,0.1376329787234042,715.9892227500677,exp1,5,360,1000.0,10,10-05-26-023318
2,client9,0.151415404871626,642.673896625638,exp1,5,360,1000.0,10,10-05-26-023318
3,client5,0.1830708661417323,579.8735227435827,exp1,5,360,1000.0,10,10-05-26-023318
3,client17,0.185501066098081,650.667299516499,exp1,5,360,1000.0,10,10-05-26-023318
3,client13,0.1472513089005235,741.2225566804409,exp1,5,360,1000.0,10,10-05-26-023318
3,client1,0.1715425531914893,614.8414183408022,exp1,5,360,1000.0,10,10-05-26-023318
3,client9,0.1586570111915734,734.2236312106252,exp1,5,360,1000.0,10,10-05-26-023318
4,client5,0.1935695538057742,684.4316236674786,exp1,5,360,1000.0,10,10-05-26-023318
4,client17,0.2054015636105188,650.6079807877541,exp1,5,360,1000.0,10,10-05-26-023318
4,client13,0.1551047120418848,747.3347177729011,exp1,5,360,1000.0,10,10-05-26-023318
4,client1,0.2267287234042553,619.6938129141927,exp1,5,360,1000.0,10,10-05-26-023318
4,client9,0.2113232389730085,675.4151349887252,exp1,5,360,1000.0,10,10-05-26-023318
5,client5,0.3156167979002625,602.5804821401834,exp1,5,360,1000.0,10,10-05-26-023318
5,client17,0.2544420753375977,578.5550428554416,exp1,5,360,1000.0,10,10-05-26-023318
5,client13,0.2859947643979058,769.1351426765323,exp1,5,360,1000.0,10,10-05-26-023318
5,client1,0.2300531914893617,714.999190531671,exp1,5,360,1000.0,10,10-05-26-023318
5,client9,0.2870309414088215,691.6980929672718,exp1,5,360,1000.0,10,10-05-26-023318
6,client5,0.3234908136482939,581.5653949975967,exp1,5,360,1000.0,10,10-05-26-023318
6,client17,0.269367448471926,569.3064499646425,exp1,5,360,1000.0,10,10-05-26-023318
6,client13,0.293848167539267,740.103623829782,exp1,5,360,1000.0,10,10-05-26-023318
6,client1,0.288563829787234,608.0490779131651,exp1,5,360,1000.0,10,10-05-26-023318
6,client9,0.3304805793285056,695.8111114799976,exp1,5,360,1000.0,10,10-05-26-023318
7,client5,0.3005249343832021,597.8548675775528,exp1,5,360,1000.0,10,10-05-26-023318
7,client17,0.2977967306325515,680.0905894488096,exp1,5,360,1000.0,10,10-05-26-023318
7,client13,0.3638743455497382,761.9320787489414,exp1,5,360,1000.0,10,10-05-26-023318
7,client1,0.2945478723404255,685.4019705206156,exp1,5,360,1000.0,10,10-05-26-023318
7,client9,0.3192890059249506,722.7407088503242,exp1,5,360,1000.0,10,10-05-26-023318
8,client5,0.3359580052493438,689.6069264039397,exp1,5,360,1000.0,10,10-05-26-023318
8,client17,0.3759772565742715,573.8391363993287,exp1,5,360,1000.0,10,10-05-26-023318
8,client13,0.3893979057591623,797.413500957191,exp1,5,360,1000.0,10,10-05-26-023318
8,client1,0.3304521276595745,609.7596548497677,exp1,5,360,1000.0,10,10-05-26-023318
8,client9,0.3317972350230415,701.1123290285468,exp1,5,360,1000.0,10,10-05-26-023318
9,client5,0.4383202099737532,616.590921767056,exp1,5,360,1000.0,10,10-05-26-023318
9,client17,0.4520255863539446,728.2116841524839,exp1,5,360,1000.0,10,10-05-26-023318
9,client13,0.4417539267015706,749.3777060881257,exp1,5,360,1000.0,10,10-05-26-023318
9,client1,0.3490691489361702,675.8846761658788,exp1,5,360,1000.0,10,10-05-26-023318
9,client9,0.3528637261356155,620.0788533315063,exp1,5,360,1000.0,10,10-05-26-023318
10,client5,0.5295275590551181,588.0290530622005,exp1,5,360,1000.0,10,10-05-26-023318
10,client17,0.4278606965174129,578.0153591185808,exp1,5,360,1000.0,10,10-05-26-023318
10,client13,0.4908376963350785,730.3273770958185,exp1,5,360,1000.0,10,10-05-26-023318
10,client1,0.4621010638297872,742.0478789135814,exp1,5,360,1000.0,10,10-05-26-023318
10,client9,0.4792626728110599,707.4319189414382,exp1,5,360,1000.0,10,10-05-26-023318
11,client5,0.5295275590551181,598.6987315118313,exp1,5,360,1000.0,10,10-05-26-023318
11,client17,0.4832977967306325,591.2243165075779,exp1,5,360,1000.0,10,10-05-26-023318
11,client13,0.5451570680628273,738.7361638247967,exp1,5,360,1000.0,10,10-05-26-023318
11,client1,0.5299202127659575,771.0688496008515,exp1,5,360,1000.0,10,10-05-26-023318
11,client9,0.4285714285714285,640.1719627901912,exp1,5,360,1000.0,10,10-05-26-023318
12,client5,0.6266404199475065,633.3305584266782,exp1,5,360,1000.0,10,10-05-26-023318
12,client17,0.501776830135039,569.2090941593051,exp1,5,360,1000.0,10,10-05-26-023318
12,client13,0.6204188481675392,848.0411088094115,exp1,5,360,1000.0,10,10-05-26-023318
12,client1,0.5930851063829787,626.6815681010485,exp1,5,360,1000.0,10,10-05-26-023318
12,client9,0.5892034233048058,693.4175621718168,exp1,5,360,1000.0,10,10-05-26-023318
13,client5,0.6417322834645669,701.4479618519545,exp1,5,360,1000.0,10,10-05-26-023318
13,client17,0.5593461265103056,597.7931031957269,exp1,5,360,1000.0,10,10-05-26-023318
13,client13,0.5242146596858639,736.7148203775287,exp1,5,360,1000.0,10,10-05-26-023318
13,client1,0.5558510638297872,595.7985101267695,exp1,5,360,1000.0,10,10-05-26-023318
13,client9,0.5766951942067149,607.8777313232422,exp1,5,360,1000.0,10,10-05-26-023318
14,client5,0.676509186351706,595.9011688828468,exp1,5,360,1000.0,10,10-05-26-023318
14,client17,0.6467661691542289,654.1001349687576,exp1,5,360,1000.0,10,10-05-26-023318
14,client13,0.5981675392670157,743.6000974848866,exp1,5,360,1000.0,10,10-05-26-023318
14,client1,0.6336436170212766,610.9076887369156,exp1,5,360,1000.0,10,10-05-26-023318
14,client9,0.619486504279131,637.3931411653757,exp1,5,360,1000.0,10,10-05-26-023318
15,client5,0.6804461942257218,659.9778737872839,exp1,5,360,1000.0,10,10-05-26-023318
15,client17,0.6673773987206824,583.6618784815073,exp1,5,360,1000.0,10,10-05-26-023318
15,client13,0.6557591623036649,768.2903856039047,exp1,5,360,1000.0,10,10-05-26-023318
15,client1,0.6728723404255319,682.8235378488898,exp1,5,360,1000.0,10,10-05-26-023318
15,client9,0.6721527320605661,608.6954614147544,exp1,5,360,1000.0,10,10-05-26-023318
16,client5,0.6968503937007874,593.3181904256344,exp1,5,360,1000.0,10,10-05-26-023318
16,client17,0.7085998578535891,566.5127225220203,exp1,5,360,1000.0,10,10-05-26-023318
16,client13,0.6695026178010471,760.0841764360666,exp1,5,360,1000.0,10,10-05-26-023318
16,client1,0.6263297872340425,719.9720842763782,exp1,5,360,1000.0,10,10-05-26-023318
16,client9,0.6761026991441738,694.3683372810483,exp1,5,360,1000.0,10,10-05-26-023318
17,client5,0.7139107611548556,602.8461754322052,exp1,5,360,1000.0,10,10-05-26-023318
17,client17,0.7221037668798863,562.7715950831771,exp1,5,360,1000.0,10,10-05-26-023318
17,client13,0.7329842931937173,885.637198574841,exp1,5,360,1000.0,10,10-05-26-023318
17,client1,0.7047872340425532,649.9292980879545,exp1,5,360,1000.0,10,10-05-26-023318
17,client9,0.7096774193548387,610.7968352735043,exp1,5,360,1000.0,10,10-05-26-023318
18,client5,0.723753280839895,596.8288527801633,exp1,5,360,1000.0,10,10-05-26-023318
18,client17,0.697228144989339,603.2366827130318,exp1,5,360,1000.0,10,10-05-26-023318
18,client13,0.7068062827225131,741.4028085768223,exp1,5,360,1000.0,10,10-05-26-023318
18,client1,0.6988031914893617,713.7133497744799,exp1,5,360,1000.0,10,10-05-26-023318
18,client9,0.6998025016458196,690.6577004119754,exp1,5,360,1000.0,10,10-05-26-023318
19,client5,0.7106299212598425,585.5619134381413,exp1,5,360,1000.0,10,10-05-26-023318
19,client17,0.7249466950959488,584.8162258043885,exp1,5,360,1000.0,10,10-05-26-023318
19,client13,0.6825916230366492,751.3792524114251,exp1,5,360,1000.0,10,10-05-26-023318
19,client1,0.7047872340425532,690.7088877633214,exp1,5,360,1000.0,10,10-05-26-023318
19,client9,0.6675444371296906,718.6369998380542,exp1,5,360,1000.0,10,10-05-26-023318
20,client5,0.660761154855643,608.3310563117266,exp1,5,360,1000.0,10,10-05-26-023318
20,client17,0.6595593461265103,658.3453975617886,exp1,5,360,1000.0,10,10-05-26-023318
20,client13,0.7264397905759162,742.2866448760033,exp1,5,360,1000.0,10,10-05-26-023318
20,client1,0.675531914893617,618.3442594483495,exp1,5,360,1000.0,10,10-05-26-023318
20,client9,0.727452271231073,618.0778369307518,exp1,5,360,1000.0,10,10-05-26-023318
21,client5,0.713254593175853,602.2027330473065,exp1,5,360,1000.0,10,10-05-26-023318
21,client17,0.7434257285003554,669.5700427517295,exp1,5,360,1000.0,10,10-05-26-023318
21,client13,0.7329842931937173,776.6628582030535,exp1,5,360,1000.0,10,10-05-26-023318
21,client1,0.6748670212765957,619.4478664547205,exp1,5,360,1000.0,10,10-05-26-023318
21,client9,0.6780776826859776,700.3576029092073,exp1,5,360,1000.0,10,10-05-26-023318
22,client5,0.7296587926509186,610.8974404633045,exp1,5,360,1000.0,10,10-05-26-023318
22,client17,0.6609808102345416,569.0158000215888,exp1,5,360,1000.0,10,10-05-26-023318
22,client13,0.6976439790575916,735.2626267820597,exp1,5,360,1000.0,10,10-05-26-023318
22,client1,0.6841755319148937,614.215019159019,exp1,5,360,1000.0,10,10-05-26-023318
22,client9,0.7333772218564846,714.0881950035691,exp1,5,360,1000.0,10,10-05-26-023318
23,client5,0.7257217847769029,610.9065553173423,exp1,5,360,1000.0,10,10-05-26-023318
23,client17,0.7029140014214641,568.8870651647449,exp1,5,360,1000.0,10,10-05-26-023318
23,client13,0.6832460732984293,790.2374221011996,exp1,5,360,1000.0,10,10-05-26-023318
23,client1,0.6968085106382979,609.3755541369319,exp1,5,360,1000.0,10,10-05-26-023318
23,client9,0.749177090190915,693.5795275494456,exp1,5,360,1000.0,10,10-05-26-023318
24,client5,0.7716535433070866,618.5670914128423,exp1,5,360,1000.0,10,10-05-26-023318
24,client17,0.67590618336887,690.1437416672707,exp1,5,360,1000.0,10,10-05-26-023318
24,client13,0.7238219895287958,743.6704505234957,exp1,5,360,1000.0,10,10-05-26-023318
24,client1,0.6875,617.9107185453176,exp1,5,360,1000.0,10,10-05-26-023318
24,client9,0.7676102699144174,817.0594861730933,exp1,5,360,1000.0,10,10-05-26-023318
0,client5,0.1284671532846715,859.8578795790672,exp1,5,260,1000.0,10,08-05-26-222235
0,client17,0.1522055259331071,869.7918858379126,exp1,5,260,1000.0,10,08-05-26-222235
0,client13,0.119140625,1065.6721601262689,exp1,5,260,1000.0,10,08-05-26-222235
0,client1,0.1580756013745704,873.289817944169,exp1,5,260,1000.0,10,08-05-26-222235
0,client9,0.1529525653436592,1034.100261516869,exp1,5,260,1000.0,10,08-05-26-222235
1,client5,0.1591240875912409,789.3229303881526,exp1,5,260,1000.0,10,08-05-26-222235
1,client17,0.1400872515753756,795.7246517762542,exp1,5,260,1000.0,10,08-05-26-222235
1,client13,0.1435546875,1048.8999225199225,exp1,5,260,1000.0,10,08-05-26-222235
1,client1,0.1497299950908198,830.5616788566113,exp1,5,260,1000.0,10,08-05-26-222235
1,client9,0.1447241045498548,991.0970218479632,exp1,5,260,1000.0,10,08-05-26-222235
2,client5,0.1727493917274939,778.6173559725285,exp1,5,260,1000.0,10,08-05-26-222235
2,client17,0.1522055259331071,816.246616654098,exp1,5,260,1000.0,10,08-05-26-222235
2,client13,0.18408203125,988.3888652548194,exp1,5,260,1000.0,10,08-05-26-222235
2,client1,0.2101129111438389,807.4740022420883,exp1,5,260,1000.0,10,08-05-26-222235
2,client9,0.1810261374636979,977.8438825160264,exp1,5,260,1000.0,10,08-05-26-222235
3,client5,0.1620437956204379,799.8249297961593,exp1,5,260,1000.0,10,08-05-26-222235
3,client17,0.1992244304411052,939.83066175133,exp1,5,260,1000.0,10,08-05-26-222235
3,client13,0.283203125,988.096526823938,exp1,5,260,1000.0,10,08-05-26-222235
