round,api-gateway_energy,client1_energy,client10_energy,client11_energy,client12_energy,client13_energy,client14_energy,client15_energy,client16_energy,client17_energy,client18_energy,client19_energy,client2_energy,client20_energy,client3_energy,client4_energy,client5_energy,client6_energy,client7_energy,client8_energy,client9_energy,hfl-train_energy,hfl-train-model_energy,linkerd-init_energy,linkerd-proxy_energy,orchestrator_energy,policy-enforcer_energy,server_energy,sidecar_energy,global_round,timestamp,api-gateway_energy_Anomaly,api-gateway_energy_Anomaly_Score,client1_energy_Anomaly,client1_energy_Anomaly_Score,client10_energy_Anomaly,client10_energy_Anomaly_Score,client11_energy_Anomaly,client11_energy_Anomaly_Score,client12_energy_Anomaly,client12_energy_Anomaly_Score,client13_energy_Anomaly,client13_energy_Anomaly_Score,client14_energy_Anomaly,client14_energy_Anomaly_Score,client15_energy_Anomaly,client15_energy_Anomaly_Score,client16_energy_Anomaly,client16_energy_Anomaly_Score,client17_energy_Anomaly,client17_energy_Anomaly_Score,client18_energy_Anomaly,client18_energy_Anomaly_Score,client19_energy_Anomaly,client19_energy_Anomaly_Score,client2_energy_Anomaly,client2_energy_Anomaly_Score,client20_energy_Anomaly,client20_energy_Anomaly_Score,client3_energy_Anomaly,client3_energy_Anomaly_Score,client4_energy_Anomaly,client4_energy_Anomaly_Score,client5_energy_Anomaly,client5_energy_Anomaly_Score,client6_energy_Anomaly,client6_energy_Anomaly_Score,client7_energy_Anomaly,client7_energy_Anomaly_Score,client8_energy_Anomaly,client8_energy_Anomaly_Score,client9_energy_Anomaly,client9_energy_Anomaly_Score,hfl-train_energy_Anomaly,hfl-train_energy_Anomaly_Score,hfl-train-model_energy_Anomaly,hfl-train-model_energy_Anomaly_Score,linkerd-init_energy_Anomaly,linkerd-init_energy_Anomaly_Score,linkerd-proxy_energy_Anomaly,linkerd-proxy_energy_Anomaly_Score,orchestrator_energy_Anomaly,orchestrator_energy_Anomaly_Score,policy-enforcer_energy_Anomaly,policy-enforcer_energy_Anomaly_Score,server_energy_Anomaly,server_energy_Anomaly_Score,sidecar_energy_Anomaly,sidecar_energy_Anomaly_Score,exp,K,Z,sigma_ed,sigma_iid
13,375.933,735.9899999999998,743.5259999999998,844.0619999999981,802.6200000000008,726.2369999999992,689.5949999999993,735.3630000000012,818.268,635.0310000000009,820.3290000000015,804.4290000000001,815.4720000000016,799.617000000002,828.7260000000006,726.5760000000009,777.7800000000007,724.5750000000007,805.9500000000007,723.2609999999986,818.9339999999993,4800.198000000005,4455.954,0.0,16855.479000000007,188.1030000000001,157.61099999999988,490.72499999999945,19388.577000000005,38,09-05-26-164520,1,0.1326648540429578,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.11040364349441734,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,exp1,5,60,1000.0,10
14,402.47100000000046,634.3829999999998,798.3780000000006,696.0660000000007,680.0849999999991,660.210000000001,898.7250000000004,660.9930000000004,629.5349999999999,641.0189999999984,728.2379999999994,699.6269999999986,691.5870000000014,717.7949999999983,671.405999999999,669.6239999999998,628.7010000000009,839.6819999999989,660.9930000000004,900.3570000000018,633.987000000001,4372.596,4057.400999999998,0.0,15912.428999999996,243.71099999999976,276.89699999999993,588.2490000000007,18589.985999999997,39,09-05-26-164520,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.11424805287151041,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.11726197250672299,0,0.0,exp1,5,60,1000.0,10
15,346.0589999999993,825.5789999999997,689.1059999999998,806.5020000000004,772.2990000000009,771.4110000000001,687.0480000000007,846.3960000000006,808.7849999999999,740.2380000000012,818.2439999999988,790.4220000000023,866.396999999999,821.2170000000006,785.3190000000013,784.034999999998,763.1939999999995,768.4110000000001,860.2649999999994,717.1200000000008,778.5389999999989,5007.935999999996,4635.411000000002,0.0,17188.335,266.4659999999999,257.3850000000002,496.85399999999936,20242.299000000006,40,09-05-26-164520,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,exp1,5,60,1000.0,10
16,431.2349999999997,673.1039999999994,760.518,664.6949999999997,666.887999999999,653.4629999999997,842.9699999999993,661.2299999999996,626.1239999999998,655.8209999999981,692.9820000000018,706.8119999999999,699.2039999999997,695.6579999999994,703.0499999999993,698.0670000000009,667.3949999999986,931.2000000000008,744.759,812.7600000000002,669.5429999999997,4523.325000000003,4176.276,0.0,16081.830000000002,214.4039999999996,250.3620000000005,594.5069999999996,18821.081999999995,41,09-05-26-164520,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.14335198677058125,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.4232534940273185,0,0.0,exp1,5,60,1000.0,10
17,380.2950000000001,741.1920000000009,688.9229999999989,871.0439999999999,912.8790000000008,761.8379999999997,677.5799999999999,894.0630000000001,832.4549999999999,722.3220000000019,879.2729999999992,924.8729999999996,817.4969999999994,928.3500000000004,828.8310000000001,820.2270000000008,728.6370000000006,818.5349999999999,877.1999999999989,678.632999999998,731.7300000000014,4816.377,4447.808999999999,0.0,17649.225000000002,264.6690000000008,223.71000000000004,466.4879999999994,20382.129000000004,42,09-05-26-164520,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2540837984959736,1,0.10885023632041846,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,exp1,5,60,1000.0,10
18,425.3250000000007,662.5380000000005,785.6670000000013,661.610999999999,785.2319999999982,622.5540000000001,838.0409999999993,677.5799999999999,652.4069999999992,720.3629999999994,806.0880000000016,742.0109999999986,708.0630000000001,812.5920000000006,638.5889999999999,837.2999999999993,624.3239999999987,882.5370000000003,741.4950000000008,818.898000000001,616.5389999999989,4428.479999999994,4076.8679999999986,0.0,16429.260000000002,259.8719999999994,294.8519999999989,567.2010000000009,19120.050000000003,43,09-05-26-164520,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,exp1,5,60,1000.0,10
19,369.3569999999991,822.4799999999996,697.6049999999996,821.3790000000008,807.6900000000005,787.3770000000004,674.7360000000008,871.3410000000003,858.2310000000016,630.2489999999998,877.3979999999992,877.5599999999995,842.148000000001,731.3069999999989,770.1570000000011,751.8030000000017,801.3450000000012,689.0639999999985,859.2869999999984,729.2189999999991,791.3700000000008,4991.505000000003,4553.871000000001,0.0,17227.289999999994,247.63799999999992,208.9290000000001,494.0040000000008,20269.584,44,09-05-26-164520,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,exp1,5,60,1000.0,10
20,438.5160000000005,662.6129999999994,815.0880000000016,754.0799999999999,680.378999999999,630.4230000000007,863.2649999999994,690.0179999999982,694.5480000000007,649.0530000000017,701.8649999999998,732.6660000000029,734.3669999999984,884.1389999999992,662.277,706.8839999999982,625.8629999999994,767.8919999999998,687.7740000000013,815.724000000002,642.1859999999997,4432.920000000004,4143.483,0.0,16257.108000000002,256.9230000000007,256.8150000000005,615.9539999999979,18975.201,45,09-05-26-164520,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.10651675172633857,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,exp1,5,60,1000.0,10
21,365.259,724.098,717.5009999999966,914.6760000000032,784.4280000000017,654.2939999999999,690.2610000000022,867.9359999999979,826.7639999999992,715.400999999998,845.2049999999981,845.6309999999976,868.9650000000001,709.8990000000013,918.2790000000005,799.8029999999999,734.9009999999998,832.2660000000033,830.8529999999992,688.0949999999975,774.9210000000003,4699.730999999998,4322.174999999999,0.0,17241.246,268.7519999999995,262.90499999999975,493.617000000002,20561.603999999996,46,09-05-26-164520,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.11051390571744624,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,exp1,5,60,1000.0,10
22,431.7450000000008,605.7960000000003,790.9650000000038,656.7689999999966,696.4199999999983,757.5329999999994,786.8399999999965,673.9260000000031,688.3139999999985,585.3360000000011,699.1590000000033,783.0540000000037,709.9620000000032,817.8839999999982,667.6139999999978,744.1650000000009,609.5640000000003,697.7429999999986,652.5,866.8410000000003,659.1479999999974,4478.033999999998,4086.672000000004,0.0,15986.519999999999,261.14400000000023,215.2920000000004,605.3429999999989,18603.20400000002,47,09-05-26-164520,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,exp1,5,60,1000.0,10
23,355.6919999999991,614.5830000000005,682.3230000000003,848.1179999999986,857.6700000000019,629.3189999999995,669.1110000000044,863.6399999999994,826.1219999999994,721.2030000000013,841.107,716.3669999999984,874.8359999999993,635.6640000000007,903.456000000002,804.7409999999982,789.756000000003,803.7330000000002,823.380000000001,753.3660000000018,743.4720000000016,4599.593999999999,4299.200999999988,0.0,16902.129,222.3060000000005,252.7619999999997,484.464,19944.890999999992,48,09-05-26-164520,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,exp1,5,60,1000.0,10
24,428.8259999999991,745.9349999999977,835.7489999999962,641.3940000000002,651.9359999999979,719.2289999999994,845.1929999999957,704.762999999999,752.6790000000001,619.997999999996,728.7119999999995,778.0410000000011,746.6490000000013,916.8179999999992,656.7479999999996,762.4020000000019,650.663999999997,662.1389999999992,694.4639999999999,861.0449999999983,622.8090000000011,4570.758000000003,4173.561000000005,0.0,16382.673000000006,311.6219999999994,268.8690000000006,593.1600000000017,19479.91199999999,49,09-05-26-164520,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.42227155615267353,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,exp1,5,60,1000.0,10
0,376.476,727.752,642.1199999999999,895.3469999999999,869.499,675.636,695.7930000000001,886.5720000000001,885.2280000000002,741.9179999999998,803.1989999999998,942.351,918.5850000000002,717.7530000000002,827.271,826.8269999999999,759.7590000000002,898.2089999999998,845.049,691.5509999999999,777.6960000000001,4924.419,4513.688999999999,0.0,17560.032,185.898,139.91700000000003,526.7730000000001,19471.53,50,10-05-26-134626,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.27026069302468336,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,exp1,5,60,1000.0,10
1,418.557,608.5890000000002,789.1650000000002,705.5040000000004,783.633,770.5350000000001,824.7539999999999,829.2599999999998,759.5489999999998,649.4610000000002,648.9810000000002,766.992,693.8519999999999,894.0269999999998,695.6009999999999,692.9580000000001,640.857,660.9630000000002,721.5540000000001,889.0889999999999,671.6189999999999,4563.882,4127.697,0.0,16501.898999999998,331.46700000000004,295.94100000000003,575.1149999999998,18736.209,51,10-05-26-134626,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.11538145805699995,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,exp1,5,60,1000.0,10
2,359.7270000000001,650.3039999999999,698.748,825.1379999999999,820.1670000000001,629.463,702.021,870.2219999999998,926.346,833.8409999999997,914.1510000000004,689.3759999999997,862.8659999999998,735.9869999999996,849.921,936.681,748.0410000000002,872.2920000000001,846.903,794.6130000000003,755.7719999999999,4780.026,4359.6,0.0,17461.056,230.5709999999999,190.8989999999999,511.9560000000001,19637.049,52,10-05-26-134626,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,exp1,5,60,1000.0,10
3,336.17100000000005,730.944,790.2389999999996,783.8939999999998,678.06,774.6779999999999,832.4160000000002,761.8110000000001,821.5769999999998,624.6030000000001,766.7399999999998,824.1360000000004,766.6890000000003,857.7600000000002,700.4189999999999,681.924,687.7829999999999,678.741,697.8359999999998,973.698,602.4540000000002,4692.132,4280.147999999999,0.0,16598.163,204.0960000000001,222.31500000000003,573.2130000000002,18706.131,53,10-05-26-134626,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.10182225122232214,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,exp1,5,60,1000.0,10
4,419.8799999999999,617.2559999999999,686.8590000000004,771.6419999999998,847.77,646.7220000000002,752.5859999999998,874.2719999999995,910.6110000000004,729.3900000000003,695.0130000000004,697.152,936.042,705.498,856.3230000000003,834.0570000000002,776.0489999999995,816.681,762.018,790.5420000000004,755.5499999999997,4693.470000000001,4223.466,0.0,17135.823,315.3989999999999,288.4079999999999,470.0430000000001,19680.585000000003,54,10-05-26-134626,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,exp1,5,60,1000.0,10
5,345.9840000000004,766.0650000000005,704.5530000000003,873.0330000000004,658.1999999999998,755.2590000000005,700.848,730.6050000000014,753.0720000000001,643.6109999999999,822.8760000000002,910.088999999999,707.9099999999999,883.893,693.4800000000005,675.0450000000001,710.3670000000002,699.4469999999992,882.8400000000001,750.4889999999996,618.384,4732.673999999998,4321.298999999998,0.0,16548.771,178.66200000000003,171.2460000000001,606.4439999999995,18825.215999999997,55,10-05-26-134626,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2784335611110338,1,0.11714410559162036,1,0.1493941053108654,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.21458526891963947,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,exp1,5,60,1000.0,10
6,424.34999999999945,608.7929999999997,768.2370000000001,692.5320000000002,817.6169999999993,606.3419999999996,866.3160000000007,931.9499999999998,755.1030000000001,796.9740000000002,686.4239999999991,722.0910000000003,671.7510000000002,806.1959999999999,708.0359999999991,828.8099999999995,746.4960000000001,820.6379999999999,708.6899999999996,956.3069999999998,777.4560000000001,4643.352000000001,4305.792000000002,0.0,16967.249999999996,211.84500000000003,261.741,466.5720000000001,19197.372000000003,56,10-05-26-134626,0,0.0,1,0.16719278816775018,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.18441895662735786,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,exp1,5,60,1000.0,10
7,345.09900000000016,705.6059999999998,665.8469999999988,799.1699999999992,681.6060000000007,743.7089999999998,717.0149999999994,742.3379999999988,939.63,636.5999999999995,786.5819999999994,874.9620000000004,873.3389999999999,888.549,857.6490000000003,709.1610000000001,678.174,694.8720000000012,903.6360000000004,737.9190000000008,611.0550000000003,4614.312000000001,4206.566999999999,0.0,16876.685999999998,245.3429999999996,231.7860000000001,599.0909999999999,19484.381999999998,57,10-05-26-134626,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,exp1,5,60,1000.0,10
8,422.0940000000001,617.9759999999997,814.0710000000008,789.1230000000005,830.8289999999997,609.0479999999998,857.1750000000002,868.7370000000001,779.8199999999997,728.8470000000007,719.5740000000014,671.6849999999995,768.4680000000008,707.5709999999999,723.2939999999999,846.5519999999997,860.826,835.4879999999994,791.607,844.7219999999998,774.7439999999997,4711.326,4375.817999999999,0.0,17119.533,300.1890000000003,330.5789999999997,462.6930000000002,19608.57,58,10-05-26-134626,0,0.0,1,0.5255384636020213,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,exp1,5,60,1000.0,10
9,372.8069999999998,791.9970000000012,667.7640000000001,980.2260000000006,660.9269999999997,803.6220000000003,684.4830000000002,739.7729999999992,838.0079999999998,656.9250000000002,908.1659999999991,843.1169999999993,856.1549999999988,831.1199999999999,795.0660000000007,676.7070000000003,694.8149999999996,785.1600000000008,920.6580000000004,726.0509999999995,625.0709999999999,4799.475,4380.045000000001,0.0,17098.554000000004,238.10700000000045,209.88900000000007,586.5630000000001,19750.422,59,10-05-26-134626,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,exp1,5,60,1000.0,10
10,448.8540000000002,674.3069999999989,855.8009999999995,795.6599999999999,648.7530000000006,602.2860000000001,835.8599999999988,916.464,720.0840000000007,761.6609999999991,716.3699999999999,706.7700000000004,739.0079999999998,773.7119999999995,707.9429999999984,823.1159999999991,638.2649999999994,838.0500000000002,685.3859999999986,875.3459999999995,615.1560000000009,4407.258000000002,4096.635000000002,0.0,16673.583,286.9529999999995,329.058,485.16599999999926,18816.849000000002,60,10-05-26-134626,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,exp1,5,60,1000.0,10
11,354.8759999999993,786.5100000000002,650.5560000000005,849.0,813.5849999999991,780.4590000000007,727.509,773.1930000000029,871.976999999999,617.6369999999997,840.8670000000002,857.5560000000005,841.6589999999997,899.7450000000008,824.5380000000005,690.3870000000006,750.8520000000008,815.5679999999993,850.6800000000003,784.5930000000008,736.0499999999993,4775.163000000001,4391.774999999999,0.0,17251.706999999995,258.0720000000001,236.63700000000017,483.7140000000009,20108.114999999994,61,10-05-26-134626,0,0.0,0,0.0,0,0.0,1,0.410119089638704,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,exp1,5,60,1000.0,10
12,426.9810000000007,618.8310000000001,846.1470000000008,680.6579999999994,840.2340000000004,619.226999999999,813.8880000000008,914.1839999999992,740.7300000000014,724.884,729.7049999999999,715.2510000000002,737.241,710.1599999999999,722.7360000000008,825.7230000000018,759.0180000000018,796.5750000000007,735.0870000000014,995.5440000000016,790.4519999999993,4686.1259999999975,4386.1500000000015,0.0,17095.974000000006,242.6640000000002,267.5999999999999,565.6859999999997,19514.448,62,10-05-26-134626,1,0.10848516738781333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,exp1,5,60,1000.0,10
13,364.482,814.1490000000013,660.6539999999986,849.0450000000001,703.8510000000006,780.6000000000004,668.4809999999998,774.0059999999994,864.8159999999989,657.3600000000006,822.5130000000008,861.3780000000006,919.4040000000005,840.0390000000007,895.7639999999992,763.9109999999982,664.2299999999977,721.5450000000001,905.7689999999984,808.5629999999983,625.2720000000008,4733.816999999997,4328.747999999998,0.0,17192.045999999995,210.1199999999999,179.83500000000004,570.174,19843.164000000008,63,10-05-26-134626,0,0.0,0,0.0,0,0.0,1,0.22204606910595637,0,0.0,0,0.0,0,0.0,0,0.0,1,0.10482288617897129,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.19511723999474384,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,exp1,5,60,1000.0,10
14,430.0140000000001,675.239999999998,779.6700000000001,680.8619999999992,693.384,603.1769999999997,861.996000000001,907.8899999999994,669.3150000000005,794.121000000001,756.8790000000008,697.2780000000002,784.2420000000002,681.0479999999989,688.1490000000013,805.6500000000015,674.9400000000005,808.098,700.215000000002,849.75,642.0750000000007,4501.830000000004,4193.319000000001,0.0,16453.323,229.79399999999987,233.01600000000008,487.5420000000004,18954.39,64,10-05-26-134626,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,exp1,5,60,1000.0,10
15,359.21999999999935,764.1270000000004,667.4069999999992,805.4040000000023,874.7250000000004,760.9500000000007,716.4809999999998,725.0580000000009,822.860999999999,625.5209999999988,902.6189999999988,822.8309999999983,847.893,815.6370000000006,857.1209999999992,680.6999999999989,775.737000000001,649.4399999999987,866.0849999999991,656.9069999999992,741.3659999999982,4782.4619999999995,4402.749,0.0,16918.020000000004,261.6959999999999,230.29500000000007,513.5249999999996,19900.268999999993,65,10-05-26-134626,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5342318209553318,0,0.0,exp1,5,60,1000.0,10
16,411.9930000000004,651.4680000000008,817.4190000000017,709.8419999999987,669.996000000001,611.3850000000002,860.8889999999992,931.8359999999992,696.1560000000009,733.8119999999999,676.8510000000006,672.3690000000006,690.255000000001,746.487000000001,652.8359999999993,832.5329999999994,633.3089999999975,843.0540000000001,754.0949999999993,833.6460000000006,656.1870000000017,4492.382999999998,4192.563,0.0,16451.103000000003,207.26399999999967,219.8159999999998,588.4860000000008,18747.539999999997,66,10-05-26-134626,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,exp1,5,60,1000.0,10
17,363.6390000000001,779.4930000000004,683.9279999999981,910.3199999999996,877.8599999999988,750.3209999999999,641.616,741.5519999999997,869.3310000000001,624.1650000000009,843.9419999999991,781.0470000000005,831.1350000000002,837.3569999999982,832.2840000000015,684.7139999999999,761.1420000000016,749.4449999999997,861.3869999999988,724.3950000000004,708.6329999999998,4709.133,4352.558999999996,0.0,16983.947999999993,272.90100000000075,289.9440000000004,502.22699999999895,19929.783000000003,67,10-05-26-134626,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.35753773972654423,0,0.0,exp1,5,60,1000.0,10
