round,api-gateway_energy,client1_energy,client10_energy,client11_energy,client12_energy,client13_energy,client14_energy,client15_energy,client16_energy,client17_energy,client18_energy,client19_energy,client2_energy,client20_energy,client3_energy,client4_energy,client5_energy,client6_energy,client7_energy,client8_energy,client9_energy,hfl-train_energy,hfl-train-model_energy,linkerd-init_energy,linkerd-proxy_energy,orchestrator_energy,policy-enforcer_energy,server_energy,sidecar_energy,timestamp,api-gateway_energy_Anomaly,api-gateway_energy_Anomaly_Score,client1_energy_Anomaly,client1_energy_Anomaly_Score,client10_energy_Anomaly,client10_energy_Anomaly_Score,client11_energy_Anomaly,client11_energy_Anomaly_Score,client12_energy_Anomaly,client12_energy_Anomaly_Score,client13_energy_Anomaly,client13_energy_Anomaly_Score,client14_energy_Anomaly,client14_energy_Anomaly_Score,client15_energy_Anomaly,client15_energy_Anomaly_Score,client16_energy_Anomaly,client16_energy_Anomaly_Score,client17_energy_Anomaly,client17_energy_Anomaly_Score,client18_energy_Anomaly,client18_energy_Anomaly_Score,client19_energy_Anomaly,client19_energy_Anomaly_Score,client2_energy_Anomaly,client2_energy_Anomaly_Score,client20_energy_Anomaly,client20_energy_Anomaly_Score,client3_energy_Anomaly,client3_energy_Anomaly_Score,client4_energy_Anomaly,client4_energy_Anomaly_Score,client5_energy_Anomaly,client5_energy_Anomaly_Score,client6_energy_Anomaly,client6_energy_Anomaly_Score,client7_energy_Anomaly,client7_energy_Anomaly_Score,client8_energy_Anomaly,client8_energy_Anomaly_Score,client9_energy_Anomaly,client9_energy_Anomaly_Score,hfl-train_energy_Anomaly,hfl-train_energy_Anomaly_Score,hfl-train-model_energy_Anomaly,hfl-train-model_energy_Anomaly_Score,linkerd-init_energy_Anomaly,linkerd-init_energy_Anomaly_Score,linkerd-proxy_energy_Anomaly,linkerd-proxy_energy_Anomaly_Score,orchestrator_energy_Anomaly,orchestrator_energy_Anomaly_Score,policy-enforcer_energy_Anomaly,policy-enforcer_energy_Anomaly_Score,server_energy_Anomaly,server_energy_Anomaly_Score,sidecar_energy_Anomaly,sidecar_energy_Anomaly_Score,exp,K,Z,sigma_ed,sigma_iid
7,346.63499999999976,768.1530000000012,624.0060000000003,903.7200000000004,904.965,799.3679999999995,801.9659999999994,774.3869999999997,896.4630000000006,625.4970000000003,1012.7879999999986,904.9589999999988,916.1729999999998,800.616,908.2529999999996,666.6480000000001,597.8070000000007,760.2660000000005,806.3010000000004,642.6990000000005,615.8490000000002,4205.214000000001,4214.847,0.0,17197.314000000002,255.81600000000003,263.62800000000016,503.50499999999965,19543.662000000004,08-05-26-173133,0,0.0002676605035695778,0,0.0006201801295466769,0,0.0068020973638480975,0,0.0008055961000821565,0,0.008401760396517272,0,0.0007731599687774149,0,0.0005297562511563936,0,4.710085300396738e-06,0,0.0008596629468466122,0,0.0020236406074530533,0,0.006658169955004317,0,0.0019124906372581518,0,0.0023168984798837278,0,0.0021656883119758608,0,0.006062336636488697,0,0.0010281677282875101,0,0.0008606623358148879,0,0.005227610402391669,0,0.00439902788430388,0,0.0033477270003502146,0,0.002581669388767388,0,0.000672044293056312,0,0.0007717491460788872,0,0.0,0,0.0003146197208054313,0,0.0025523117272781837,0,0.004015367481247201,0,0.0005400802238586522,0,0.0015552193254033952,exp1,5,120,1000.0,10
8,450.7410000000005,687.2219999999998,795.128999999999,740.7119999999986,709.8059999999996,616.7009999999991,865.6500000000005,724.6769999999997,667.7759999999998,597.9839999999995,822.1170000000002,731.5080000000007,691.884,688.1610000000001,681.8580000000002,719.8679999999995,597.9989999999998,896.5589999999993,682.5810000000001,790.884,636.4050000000007,4039.428,4023.2340000000004,0.0,16172.874,228.82499999999985,263.6700000000001,592.8599999999997,18045.203999999998,08-05-26-173133,0,0.0005403417061817517,0,0.004435637782051471,0,0.010711713336728795,0,0.001653310238446587,0,0.008199547794424833,0,0.0022537999504797512,0,0.0021653181271544253,0,8.389547975692913e-05,0,0.002661397429975121,0,0.0011297748483279357,0,0.015902702365966942,0,0.0029655697834866934,0,0.0024844630028632575,0,0.009191852138643763,0,0.00345140756562079,0,0.0020263127445704354,0,0.0003271531770566438,0,0.011805277883480292,0,0.005935430376024703,0,0.0021862016307128695,0,0.0033632918272836765,0,0.0006077957817875734,0,0.001095995305930686,0,0.0,0,0.0006673709947786766,0,0.016790084483145312,0,0.0006851154140840865,0,0.0025292500964342324,0,0.0008933777120978537,exp1,5,120,1000.0,10
9,382.989,757.8360000000002,834.1830000000009,851.7929999999997,839.6970000000001,657.6240000000007,731.222999999999,872.3369999999986,845.9520000000002,721.2839999999997,890.5680000000011,916.1550000000016,806.6669999999995,746.7480000000005,858.6360000000004,802.8900000000003,805.8450000000003,729.9540000000015,841.5510000000004,682.1129999999994,761.5829999999996,4499.027999999998,4506.020999999998,0.0,17489.805,229.97400000000016,202.2779999999998,502.44900000000143,19725.282000000003,08-05-26-173133,0,0.001220390980211844,0,0.01106246725660931,0,0.0025633451063157564,0,0.009431763888864325,0,0.0027302306988553626,0,0.0003147744264242469,0,0.0012620182077250353,0,0.0003110506635201349,0,0.0035269017994040697,0,0.0019530006554039636,1,0.02496203188581958,0,0.009491497262007043,0,0.003270037639193507,0,0.0032239148800338457,0,0.0007578357798573576,0,0.002165504674929958,0,0.0011287076346409297,0,0.005949908969521772,0,0.01177681302197825,0,0.003463703086836606,0,0.003040816345788677,0,0.0015540368529506632,0,0.002947601855968124,0,0.0,0,0.0027738321531870502,0,0.018343655608408588,0,0.01097565285570154,0,0.002041734903935305,0,0.002048849218578286,exp1,5,120,1000.0,10
10,364.41600000000017,646.701,858.5219999999999,692.5890000000018,691.8510000000006,730.5389999999998,878.523000000001,801.2340000000022,670.9679999999998,673.389000000001,670.1309999999994,697.6139999999996,656.6070000000009,817.2180000000008,684.0959999999995,671.5560000000014,644.5020000000004,662.5919999999987,684.5489999999991,775.6140000000014,674.8050000000003,4252.629000000001,4194.885000000002,0.0,15855.10200000001,266.2199999999998,225.59400000000005,592.8689999999997,18104.736,08-05-26-173133,0,0.0009092389533033041,0,0.0032260423154846785,0,0.0066666509815094255,0,0.00039389300952932804,0,0.001476763761661365,0,0.003955124080410849,0,0.006787264612110905,0,0.0021476981062793776,0,0.006309397420402457,0,0.0005511078112890311,0,0.013965571961100237,0,0.00071543359281101,0,0.00031910890886205356,0,0.0013667008653961144,0,0.0039776592399649036,0,0.0028048698985969345,0,0.0009448243161851166,0,0.004410928562543437,0,0.002308771740150206,0,0.0013820686825023742,0,0.0015479832289321538,0,0.00017442006575887903,0,0.0010274738680839945,0,0.0,0,0.0008642936403482349,0,0.006580696091823157,0,0.010316185044014048,0,0.0021145587501177066,0,0.0008208336499055391,exp1,5,120,1000.0,10
11,415.46999999999935,628.6499999999987,686.9609999999993,664.1399999999976,824.2379999999994,686.9430000000011,728.9549999999999,896.8379999999979,876.476999999999,716.7509999999993,663.5429999999997,716.1929999999993,677.277,645.3389999999981,666.0870000000014,775.6079999999984,769.4069999999983,813.5429999999997,725.0970000000016,677.4359999999997,815.3309999999992,4419.618,4351.344000000003,0.0,16333.718999999994,327.09900000000016,298.2750000000001,504.4409999999989,18615.884999999995,08-05-26-173133,0,0.001145911464374122,0,0.0006534658402760074,0,0.00041190615613906356,0,0.0011109514914938723,0,0.007943328099848102,0,0.00022621563987679227,0,2.9437114748342985e-05,0,0.004177803539978542,0,0.003372941561582077,0,0.0016561751468858188,0,0.007288012845019065,0,0.0004570510997443378,0,0.0066794923622620905,0,0.00265314102157857,0,0.0046814842770595,0,0.007469427204248896,0,0.0014315846774436425,0,0.0019807944643198128,0,0.005702939223887815,0,0.009096002324332247,0,0.002141627604675178,0,0.00037887011210296917,0,0.0007889219424344063,0,0.0,0,0.0004854596049850557,0,0.010725150531724792,0,0.00511497008336298,0,0.0020513997971013664,0,5.3498587368944195e-05,exp1,5,120,1000.0,10
12,360.4470000000001,793.344000000001,678.6570000000011,774.9930000000022,719.8289999999997,804.8579999999984,712.5390000000007,792.519000000002,682.4070000000011,620.1419999999998,900.3000000000011,883.746000000001,851.1119999999992,799.9920000000002,863.5319999999974,696.4320000000007,604.8330000000005,739.1280000000006,935.6099999999988,735.0839999999989,617.9879999999994,4234.509000000003,4140.597,0.0,16665.272999999994,212.92200000000005,233.40599999999995,480.2610000000004,18545.060999999998,08-05-26-173133,0,0.002562868864855905,0,0.0007845878384385996,0,0.002458307198336951,0,0.007738414561841406,0,0.001745293096058087,0,8.785912636685711e-05,0,0.0044344997715698165,0,0.005087026010618029,0,0.007621444724245752,0,0.001974584721828654,0,0.0015488660639758622,0,0.0006145164125569424,0,0.010031864880580582,0,0.002686405510947759,0,0.006977309184711844,0,0.005893944965339182,0,0.0018456757657355494,0,0.0008761025381208709,0,0.0010114029235969157,0,0.004156191005732418,0,0.0022649779363843603,0,0.0006529577977908152,0,8.871319482678386e-05,0,0.0,0,0.0017635902016699956,0,0.0038288574708694734,0,0.0001829146008541227,0,0.00030992090752901547,0,0.002176472340367691,exp1,5,120,1000.0,10
13,429.0929999999999,671.9489999999987,824.9940000000006,648.3539999999994,690.2880000000005,638.232,844.1039999999994,672.1739999999991,716.9580000000005,602.616,706.4069999999992,710.1899999999987,836.6850000000013,712.5600000000013,729.6720000000023,710.4839999999986,621.2340000000004,699.7020000000011,705.3539999999994,867.264000000001,638.8379999999997,4056.1589999999997,3984.933000000001,0.0,16032.708000000002,204.567,231.801,581.8920000000007,17987.031000000006,08-05-26-173133,0,0.0003420251198783808,0,8.72867927793064e-05,0,0.004026785759231155,0,0.01249343281171253,0,0.0027667179324037394,0,0.001319615736930374,0,0.005510013700837452,0,0.002454282387411577,0,0.005095349187051762,0,0.0016991648990209718,0,0.00435466741545773,0,0.001691387964305513,0,0.0025707607932619614,0,0.001385731991525585,0,0.004522700116612127,0,0.006390329780338155,0,0.0032150760555822167,0,0.009411830970997515,0,0.0021938860742257704,0,7.216450235342231e-05,0,0.0024052824511334447,0,0.000809495127343407,0,0.0002724813538886317,0,0.0,0,0.0021003132234201083,0,7.12282537126685e-05,0,0.0050179217492244965,0,0.000511819776554151,0,0.0023001451107065862,exp1,5,120,1000.0,10
14,370.70700000000033,595.362000000001,747.6029999999992,840.0779999999995,882.9629999999997,654.2219999999998,738.5249999999996,942.0300000000008,851.4179999999978,722.9970000000012,814.6470000000008,709.3799999999992,994.5749999999988,676.4519999999993,812.5529999999999,837.1050000000014,749.7119999999995,832.8599999999988,811.9590000000007,675.668999999998,740.232,4227.182999999998,4244.858999999999,0.0,17159.844000000005,178.1790000000001,178.16399999999976,476.625,19223.366999999995,08-05-26-173133,0,0.0009179713174743698,0,0.009362279186708788,0,0.0005203052771731997,0,0.013096575352664452,0,0.0005025019794714369,0,0.0011249923571924059,0,0.005145519005232108,0,0.005949012237746437,0,0.0048146034222130984,0,0.0015973095111820046,0,0.008228162923988341,0,0.012136557075516557,0,0.007111500702444901,0,0.00513310465931105,0,0.0068884454984090016,0,0.004580461233323091,0,9.323237867481238e-05,0,0.004033865820206234,0,0.0006573278081470901,0,0.0004167241617901718,0,0.001174028158322321,0,0.0017339207086629616,0,0.00273534892214064,0,0.0,1,0.002892983806726118,0,0.008398581708438269,0,0.008953186983332695,0,0.0024465965294503678,0,0.003367190278132176,exp1,5,120,1000.0,10
15,349.5569999999998,763.1940000000013,849.0029999999988,781.9680000000008,652.8600000000006,743.7780000000002,870.2159999999985,745.6679999999997,767.1570000000011,639.5069999999996,753.0719999999983,942.585000000001,748.6499999999996,827.4240000000009,745.3559999999998,770.2650000000012,684.5429999999997,667.0920000000006,726.5429999999997,862.2990000000009,647.505000000001,4369.956000000001,4302.446999999998,0.0,16791.692999999992,215.067,170.93100000000004,599.4570000000003,19430.333999999995,08-05-26-173133,0,0.0024423392593914683,0,0.0027121586200578585,0,0.0010202332001985615,0,0.008494929841119936,0,0.0025429966917347446,0,0.0018823759328391587,0,0.0055601803906599745,0,0.0031626756061806927,0,0.00012587487527684904,0,0.0036119412979630228,0,0.003996506452484644,0,0.00023807004257056508,0,0.011854164106075094,0,0.004589038347608848,0,0.00374356426044975,0,0.0006409420812262534,0,0.0022666624784695166,0,0.0037986915526361242,0,0.0028378572696809434,0,0.004218309059542624,0,0.0004002888382466374,0,0.0006361946155175324,0,0.0017209939954043185,0,0.0,0,0.0006429962800511557,0,0.016622717460336667,0,0.017873872207354313,0,0.0019530126831027728,0,0.0005490379219582897,exp1,5,120,1000.0,10
16,412.3680000000004,646.5389999999989,737.103000000001,703.7699999999986,849.6899999999987,627.9300000000003,736.4850000000024,963.4740000000002,838.2360000000008,719.5380000000005,772.0470000000005,646.902,712.2990000000009,699.7349999999988,700.7340000000004,870.357,742.3860000000022,836.5379999999986,707.6070000000018,752.0310000000009,811.8780000000006,4336.1669999999995,4278.573000000004,0.0,16757.604,312.13499999999976,292.63499999999976,503.1149999999998,19398.91800000001,08-05-26-173133,0,0.00276056991797044,0,0.0016909469865964422,0,0.0016131721907391428,0,0.006454593614237614,0,0.0012110310736042906,0,0.00149367036594783,0,0.005184304595273942,0,0.006504113315949467,0,0.0018382668724729045,0,0.003446225614421289,0,0.0015393763290593998,0,0.0032621413605724847,0,0.01365872890428832,0,0.0016892704570196926,0,0.001964904445700022,0,0.005652873542898895,0,0.0006741268541122503,0,0.0025969510453533184,0,0.0019296927632698746,0,0.008206891895619545,0,0.0005994139880323712,0,0.0014169726137538974,0,0.0024072551505849027,0,0.0,0,0.00037530942942565204,0,0.019028558122495515,0,0.018794287564423695,0,0.0020523587942528065,0,0.00111564948245238,exp1,5,120,1000.0,10
17,371.8770000000004,742.5390000000007,715.3379999999997,792.8909999999996,734.3220000000019,725.2199999999993,764.7209999999995,694.2420000000002,745.5599999999995,664.271999999999,822.0059999999994,875.8829999999998,867.5579999999991,836.2139999999999,841.0679999999993,761.7209999999995,631.2869999999984,679.2840000000015,797.4599999999991,726.0779999999995,600.9390000000003,4292.2199999999975,4274.423999999994,0.0,16642.173000000003,208.35300000000092,208.272,607.482,18943.640999999992,08-05-26-173133,0,0.0015879791934188536,0,0.004591201726269228,0,0.0035396199420251184,0,0.00553312155295238,0,0.00045257681839575015,0,0.006049642357590257,0,0.002579530258643492,0,0.0015760492994577602,0,0.0014054099088780803,0,0.0008222453077499081,0,0.0024551898297754393,0,0.0036593381431693772,0,0.01450613546791732,0,0.0002416691806911564,0,0.0031181302395215937,0,0.009106461371806124,0,0.0022332452215579057,0,0.0057244552383445835,0,0.005243716416872463,0,0.007725342501937599,0,0.001582583602483062,0,0.0008770212763677121,0,0.0011452102204018988,0,0.0,0,0.0003198159302716663,0,0.01976314018513925,0,0.02289601089502319,0,0.007479248752223333,0,0.0019630098180320743,exp1,5,120,1000.0,10
18,421.253999999999,637.5599999999995,830.5110000000004,698.6040000000012,704.9220000000005,670.974000000002,860.0280000000002,872.9040000000005,724.6620000000003,741.6600000000017,660.9930000000004,811.8299999999999,660.7020000000011,639.8249999999989,719.5169999999998,836.094000000001,641.4359999999997,984.4409999999988,653.634,825.6930000000011,646.8989999999994,4145.138999999999,4149.098999999998,0.0,16524.362999999998,252.33299999999963,189.9840000000004,489.4979999999996,19208.676000000007,08-05-26-173133,0,0.0023921733045090265,0,0.0065543325252575835,0,0.0038293670111847478,0,0.0029460184643619325,0,0.00031325631282069777,0,0.004176521046779236,0,0.0017846502897556071,0,0.011641581316413574,0,0.001801104268980197,0,0.007445344036479118,0,0.004772215751778636,0,0.0014749720416377676,0,0.005438328749741428,0,0.0036357228614076476,0,0.0036394535985075915,0,0.015750845068739083,0,0.0034238897085594466,0,0.009156274933571407,0,0.007929266346636932,0,0.0055025477157112646,0,0.001117727583825806,0,4.4513262286743904e-05,0,0.00040294424774295345,0,0.0,0,0.0015009265937601657,0,0.012083550164511403,0,0.02972030326852823,0,0.0005569375956601119,0,0.004560163506524467,exp1,5,120,1000.0,10
19,373.6110000000008,703.0919999999987,647.2530000000006,814.2690000000002,830.9609999999975,733.0649999999987,745.0079999999998,761.0639999999985,854.7060000000001,593.0279999999984,805.6380000000008,823.3919999999998,777.6990000000005,686.8200000000015,871.2929999999997,745.5539999999983,772.9230000000007,681.3209999999999,832.7189999999991,661.2149999999983,840.1170000000002,4428.093000000004,4390.890000000007,0.0,16721.95500000001,286.77300000000014,271.45799999999963,502.6350000000002,19620.61799999999,08-05-26-173133,0,0.0020942552411583604,0,0.0004044566645167169,0,0.0014409100216537796,0,0.004274785501445055,0,0.0024081359578858597,0,0.0003339701727021749,0,0.0014610377025727483,0,0.0025671078098105093,0,0.0019699831703322845,0,0.00028264364713262435,0,0.005231855654260847,0,0.007234249617299154,0,0.005736555470956528,0,0.0030830205765037255,0,0.0006239406387014701,0,0.01090807799734414,0,0.004791875511341109,0,0.0012367030817282132,0,0.006851307790142203,0,0.004729694624851927,0,0.004642369603071433,0,0.0018352258376123087,0,0.001780078033896515,0,0.0,0,0.00044897885128969417,0,0.005375676036134869,0,0.014495262431218375,0,0.0025056497759121943,0,0.005404698457273038,exp1,5,120,1000.0,10
20,427.6320000000005,616.9380000000019,892.1489999999994,676.4160000000011,753.5130000000008,632.8830000000016,896.4030000000002,745.3950000000004,717.9599999999991,607.9920000000002,699.7949999999964,690.8040000000019,684.9990000000016,868.253999999999,723.3030000000035,715.6679999999997,584.8170000000009,691.9380000000019,691.7520000000022,840.2790000000005,636.8580000000002,3977.894999999997,3921.677999999998,0.0,16177.79399999999,298.2420000000002,338.451,598.1190000000006,18441.485999999994,08-05-26-173133,0,0.0059153703773337785,0,0.008753628147748216,0,0.0008250727671739178,0,0.009709092072726355,0,0.0028592825303149494,0,0.006010168479865491,0,0.00015385849224452963,0,0.0025534183252261533,0,0.000556882799805869,0,0.002156533050367365,0,0.007950052466842245,0,0.0054843823449292894,0,0.00901627547469891,0,0.0009064354788357321,0,0.0017560670823956182,0,0.0080200641712041,0,0.0010856718656868103,0,0.0025351786044049696,0,0.00865782301841811,0,0.003552288712251689,0,0.004028385974409493,0,0.0018329459370405587,0,0.0018107338801481854,0,0.0,0,0.0010258005269428994,0,0.01874815646082456,0,0.012843032004288324,0,0.0024054046049326594,0,0.003302459074671499,exp1,5,120,1000.0,10
21,365.387999999999,619.1669999999995,753.8940000000002,767.3849999999984,791.7120000000032,628.6979999999985,759.2639999999992,882.9900000000016,826.3680000000022,812.6639999999989,877.1910000000025,718.3619999999974,874.5839999999953,655.4219999999987,868.3349999999955,897.831000000002,720.119999999999,805.9919999999984,811.3139999999985,677.643,863.4899999999998,4431.912,4476.824999999997,0.0,17126.874000000003,164.3729999999996,195.60600000000068,507.09900000000016,19870.329000000012,08-05-26-173133,0,0.0010957455094917357,0,0.010316186414342454,0,0.001706918523610268,0,0.006433896789528881,0,0.00017484848524229601,0,0.005966232337702548,0,0.0009832032266259283,0,0.0014824222509341456,0,0.0011664493451967184,0,0.003380761081494821,0,0.0025855971547553425,0,0.0018746046412073392,0,0.0006542802066382414,0,0.0032686940003387177,0,0.006848001483768101,0,0.009473354495935782,0,0.002397962240282464,0,0.0009388156761395705,0,0.0032728592410384283,0,0.000425225866608675,0,0.007004710107263612,0,0.0009371437364540935,0,5.8865912857974934e-05,0,0.0,0,0.00013869730475171704,0,0.005008314263708041,0,0.002991539215761535,0,0.0027038924682977195,0,0.004304654325702539,exp1,5,120,1000.0,10
22,352.5750000000007,753.1529999999984,677.0579999999973,638.9760000000024,656.9609999999957,812.1870000000017,921.1169999999984,756.6569999999992,715.3259999999973,650.4300000000021,868.3919999999998,917.0250000000016,672.7020000000048,801.060000000005,762.4530000000013,703.6830000000009,630.0480000000007,641.2739999999976,757.5,829.6320000000014,648.4559999999983,4392.632999999998,4377.549000000001,0.0,16373.384999999993,236.4179999999997,210.0089999999991,605.6759999999995,19344.684000000005,08-05-26-173133,0,0.0008844247586879961,0,0.00971027550386358,0,0.0003035070351049829,0,0.014358154936401996,0,0.004223339455861508,0,0.0009909791144023516,1,0.008790038670872247,0,0.0016473549664139664,0,0.0027193339873733124,0,0.002557712465928619,0,0.0002189797148019479,0,0.0002036695581564829,0,0.010694548561404449,0,0.005142700185090443,0,0.0028121732349571382,0,0.006403322324909727,0,0.0024709851350152856,0,0.0010476229706021245,0,0.0053477736879329885,0,0.005111790113109971,0,0.009744886690632337,0,2.332856239989356e-06,0,0.0010313780623130986,0,0.0,0,0.0007844110125707349,0,0.0004961572078751864,0,0.002708070869089807,0,0.002568583963971083,0,0.005157250871093477,exp1,5,120,1000.0,10
23,401.268,646.992000000002,875.2289999999994,655.9350000000013,751.007999999998,601.3139999999985,787.5720000000038,886.4789999999994,675.4530000000013,726.585000000001,710.2920000000013,682.994999999999,712.5629999999946,720.4499999999935,688.5270000000019,828.5999999999949,636.0659999999989,880.0440000000017,741.8070000000007,707.5770000000011,625.2690000000002,4020.6330000000034,3960.108000000004,0.0,16203.213000000012,307.2600000000002,313.79100000000017,494.0909999999985,19042.826999999994,08-05-26-173133,0,0.002934765810384099,0,0.009171840257242186,0,0.002045035549394003,0,0.016554952979925597,0,0.0018115459827687252,0,0.004976124509035923,0,0.005173244961645118,0,0.0023280683482211906,0,0.005246816303866586,0,0.0016613493768039,0,0.002296259218761282,0,0.006304386843453302,0,0.00802232724337229,0,0.000844704262987106,0,0.001221251433384335,0,0.0060069127124198485,0,0.002787476615819129,0,0.006503509195381618,0,0.0007694095356297059,0,0.001203853700363522,0,0.008497543224120052,0,0.0011625608592147896,0,0.0007508866032641948,0,0.0,0,0.0015559147897708514,0,0.00833474429241865,0,0.017496514966492654,0,0.002912699113678696,0,0.004804664528839542,exp1,5,120,1000.0,10
24,349.4969999999994,764.5950000000012,735.4170000000013,811.1669999999976,911.5530000000036,772.4940000000024,733.6949999999997,743.232,835.4370000000017,633.594000000001,753.1679999999978,784.2510000000002,905.4570000000022,782.7360000000044,927.1949999999996,756.3180000000029,721.4340000000011,658.7700000000041,847.6109999999971,812.3189999999959,764.9760000000024,4412.612999999999,4361.117999999995,0.0,17088.482999999993,240.4979999999996,258.21299999999974,474.5400000000009,20078.067000000006,08-05-26-173133,0,0.005408593695934244,0,0.005660879382247602,0,0.006675316608917514,0,0.01671465832879751,0,0.0024060311465876894,0,0.002720449835406674,0,0.004608532760688816,0,0.001433889267235089,0,0.0062365144638882875,0,0.004073413394942105,0,0.00038076438910233934,0,0.008281581205353467,0,0.0014393911035137374,0,0.004268431574091985,0,0.0040910710704133435,0,0.006576295294330653,0,0.005822081802989931,0,0.007682045841597346,0,3.854376861511799e-06,0,0.0068756532486618505,0,0.004164365442464818,0,0.0013073936762296179,0,0.0010316490926080557,0,0.0,0,0.0006753987179987653,0,0.0008948701517210444,0,0.015335007625289887,0,0.0008077752880662759,0,0.005777177294534308,exp1,5,120,1000.0,10
0,440.145,644.1390000000001,922.1760000000002,785.727,689.6969999999999,634.4070000000002,822.0540000000001,823.5989999999999,719.781,805.4309999999999,767.3010000000002,689.8830000000003,729.7860000000001,759.4590000000001,708.7829999999999,879.6930000000001,711.7829999999999,825.492,664.0290000000001,924.813,811.863,4423.437,4355.814,0.0,17089.521,245.337,304.779,518.22,18742.452,09-05-26-191151,1,0.022118834102137414,1,0.012003780882047843,1,0.03517819282529405,0,0.008919689625997346,0,0.007480195662784045,1,0.01421303955087394,1,0.014132956355746212,1,0.012910803500269019,1,0.01929920189608242,1,0.03329534833245146,0,0.0007165783718341701,1,0.01875341026829286,0,0.01275933891870168,0,0.0045234663213140625,0,0.012174020403334596,1,0.022116495947526016,0,0.007946814801772478,1,0.012355097994475012,1,0.031651147397494694,1,0.033421354762614874,1,0.028091578285796615,1,0.006313497577251331,1,0.005261874284019696,0,0.0,1,0.005288807963141823,0,0.0015681993084343815,1,0.04840377047045191,0,0.006815764581841799,0,0.0031046682032535022,exp1,5,120,1000.0,10
1,377.62200000000007,737.7839999999999,772.9859999999999,848.1089999999999,783.354,760.8719999999998,675.075,721.614,812.481,623.2080000000001,789.4499999999998,826.9289999999999,903.972,878.6549999999995,845.0520000000001,782.4749999999999,576.8340000000001,697.0349999999999,860.433,682.146,605.3909999999998,4124.934,4061.4,0.0,16744.959,202.713,179.41199999999998,526.761,18768.498,09-05-26-191151,0,0.006348474049968356,0,0.001654161544425381,0,0.01617382059701608,1,0.017209167886715476,0,0.005586392168390492,0,0.0042982238858942645,0,0.005004795473853657,0,0.00026759758747055273,0,0.0076693899891496775,0,0.006922347941426599,0,0.0021585048397236573,0,0.0007622045469951322,0,0.009570819107738965,1,0.02056443627460733,0,0.005876870695123465,0,0.009855126616406085,0,0.011754594823281117,0,0.004160878079687319,0,0.0067833406601548185,0,0.00281679954025163,0,0.0008970259575532824,0,0.0006474295850525391,0,0.0016747702611357163,0,0.0,0,0.0032193307204109733,0,0.01592734777323182,0,0.0025976533164517313,0,0.005224171705918379,0,0.0029678675928500042,exp1,5,120,1000.0,10
2,426.684,621.1409999999996,829.5269999999998,682.7759999999998,643.5059999999999,677.1659999999999,828.4049999999997,678.096,714.0960000000002,611.76,657.0419999999999,789.393,678.108,719.8140000000008,703.8870000000004,760.0950000000003,591.489,697.8270000000005,741.5609999999997,802.6200000000003,660.5310000000002,4056.3749999999986,4032.8999999999996,0.0,15897.486,293.2950000000001,230.59500000000003,606.171,17952.594,09-05-26-191151,0,0.009341722338423647,0,0.005134628525787166,0,0.014640630543128058,0,0.005325748600711416,0,0.003065372367892172,0,0.002300357008509585,0,0.001925753221089871,0,0.00840929996855802,0,0.01202147386241284,0,0.0029732259199166666,0,0.008341409643986858,0,0.001949748576704713,0,0.0022892169437125354,0,0.011660591732426534,0,0.0005724591958320702,0,0.003886257014433403,1,0.016895394215103304,0,0.009598317410766138,0,0.00852810337802487,0,0.0027445342131061923,0,0.005398801532249975,0,0.004033577631995661,0,0.004434641288771718,0,0.0,0,0.0008638390162086784,0,0.0030278034146282162,0,0.005716719068796339,0,0.005171588950812767,1,0.0057791658313869065,exp1,5,120,1000.0,10
3,350.616,777.8130000000006,743.3160000000003,834.0210000000002,791.844,613.5900000000001,697.011,876.0600000000004,860.1119999999996,748.404,829.4549999999999,755.4090000000001,801.8070000000002,674.0159999999996,813.5039999999995,910.266,775.6979999999999,850.1489999999999,932.571,691.152,787.5029999999997,4523.760000000001,4499.775,0.0,17293.335,244.3889999999999,272.766,520.155,19542.185999999998,09-05-26-191151,0,0.0012449188764232233,0,0.0028961307764466815,0,0.008383098006390949,0,0.00943294841510356,0,0.002956458325628547,0,0.003351532126446427,0,0.003163207267361967,0,0.0003102052312168313,0,0.0050381920913708245,0,0.0019671798183701072,0,0.002401206568122899,0,0.0010750393278320391,0,0.0002903020537255163,0,0.004127004212833879,0,0.003463091056349371,0,0.010371787105872388,0,0.006019317962243004,0,0.0025248634011903748,0,0.0026919364074651786,0,0.004320631160984245,0,0.0012637252305262303,0,0.00027707000678459104,0,0.0003145905213336464,0,0.0,0,0.0012863873712040952,0,0.0024683432355668555,0,0.0013016873951986474,0,0.002355041646850131,0,0.003010332191449111,exp1,5,120,1000.0,10
