,GlobalAccuracy,AggregationTime,TotalTrainingTime,RoundDuration
0,0.47458,39.15481496369466,4314.310546033084,7287959002
1,0.52712,15.754559950437397,4105.00145907281,7238509378
2,0.58347,15.19495400134474,4216.369539790321,7867376758
3,0.5641,18.06112495251,4227.028604014777,7238436226
4,0.5927,15.944959013722837,4352.94894000981,7287055251
5,0.58602,15.422914002556354,4298.585724085569,7311647020
6,0.59434,15.224389033392072,4196.918790868949,7585295194
7,0.59329,15.103812038432807,4245.622879243456,8086747851
8,0.59543,15.933358983602375,4321.230050933082,7289247088
9,0.59684,13.623308041132987,4221.123856958002,7264247105
10,0.56407,15.797291009221226,4425.754819007125,7898394892
11,0.57975,13.821189990267158,4293.212719028816,7150555819
12,0.5978,15.223478025291115,4219.6606140933,7329476460
13,0.59932,13.915218005422503,4280.885004904121,7146245200
14,0.58746,13.279868988320231,4163.879250118043,7210548279
15,0.59504,16.56216604169458,4261.887711880263,7352678050
16,0.59046,16.007849015295506,4265.4454471194185,7338983814
17,0.59644,15.140070987399668,4156.309956044424,7187293250
18,0.60043,13.456312008202076,4170.48272601096,7127058428
19,0.59907,15.245729009620845,4192.413714947179,7617324774
