,namespace,pod_name,container_name,joules
0,client20,client20-65f8864f77-sdngk,linkerd-init,0.0
1,client7,client7-544486cc98-swqs7,linkerd-init,0.0
2,client7,client7-544486cc98-swqs7,linkerd-proxy,1544.2488923076924
3,client9,client9-d68fb99b4-xwq59,linkerd-init,0.0
4,client14,client14-856b5b5576-57p2x,sidecar,1740.2689846153846
5,client14,client14-856b5b5576-57p2x,linkerd-proxy,1743.8755692307693
6,client14,client14-856b5b5576-57p2x,client14,1750.8320307692309
7,client14,client14-856b5b5576-57p2x,linkerd-init,0.0
8,client3,client3-58c68898cd-5lkx7,linkerd-proxy,1877.9879076923075
9,client3,client3-58c68898cd-5lkx7,client3,1878.3745538461535
10,client3,client3-58c68898cd-5lkx7,sidecar,1874.0612307692304
11,client3,client3-58c68898cd-5lkx7,linkerd-init,0.0
12,client16,client16-6dc7f87f54-v9hxx,sidecar,1678.7795692307693
13,client16,client16-6dc7f87f54-v9hxx,linkerd-init,0.0
14,client16,client16-6dc7f87f54-v9hxx,client16,1689.2760615384614
15,client16,client16-6dc7f87f54-v9hxx,linkerd-proxy,1682.5699692307692
16,client11,client11-565c48c7c7-zh6gj,linkerd-init,0.0
17,client11,client11-565c48c7c7-zh6gj,sidecar,1680.9948615384615
18,client11,client11-565c48c7c7-zh6gj,client11,1692.5562153846151
19,client11,client11-565c48c7c7-zh6gj,linkerd-proxy,1685.834276923077
20,api-gateway,api-gateway-6bf76d45b7-x4vcb,linkerd-proxy,887.8703
21,orchestrator,policy-enforcer-cb8dccbd8-mlvw2,linkerd-proxy,874.3258
22,orchestrator,policy-enforcer-cb8dccbd8-mlvw2,linkerd-init,0.0
23,orchestrator,orchestrator-555f7b7c9d-tb2xd,linkerd-init,0.0
24,api-gateway,api-gateway-6bf76d45b7-x4vcb,linkerd-init,0.0
25,orchestrator,orchestrator-555f7b7c9d-tb2xd,linkerd-proxy,875.2116
26,client15,client15-79c969ddf-n4tjj,client15,1680.5583
27,client15,client15-79c969ddf-n4tjj,linkerd-proxy,1671.477133333333
28,client15,client15-79c969ddf-n4tjj,sidecar,1666.9005
29,client15,client15-79c969ddf-n4tjj,linkerd-init,0.0
30,client12,client12-79bc8d5846-kpj5x,linkerd-init,0.0
31,client12,client12-79bc8d5846-kpj5x,client12,1802.0708333333332
32,client12,client12-79bc8d5846-kpj5x,sidecar,1410.3000333333332
33,client12,client12-79bc8d5846-kpj5x,linkerd-proxy,1801.3257999999996
34,client5,client5-7d5ff7f8b4-tdd8h,sidecar,1832.576
35,client5,client5-7d5ff7f8b4-tdd8h,client5,1914.5090666666663
36,client5,client5-7d5ff7f8b4-tdd8h,linkerd-init,0.0
37,client5,client5-7d5ff7f8b4-tdd8h,linkerd-proxy,1913.6850666666662
38,server,server-656f98b57f-79r4z,server,1488.7757333333334
39,server,server-656f98b57f-79r4z,sidecar,1471.7155
40,server,server-656f98b57f-79r4z,linkerd-proxy,1476.2303333333334
41,server,server-656f98b57f-79r4z,linkerd-init,0.0
42,client18,client18-69db77c748-jwxl2,linkerd-init,0.0
43,client18,client18-69db77c748-jwxl2,linkerd-proxy,1879.7362666666666
44,client18,client18-69db77c748-jwxl2,client18,1880.0967666666666
