,namespace,pod_name,container_name,joules
0,client13,client13-7bf86f4f87-7hlpj,linkerd-init,0.0
1,client19,client19-56fccdb4d9-2xglk,linkerd-init,0.0
2,client1,client1-7b9db886dd-zm6jq,linkerd-init,0.0
3,client17,client17-69b85b5ccf-sxxx8,client17,2196.4066571428575
4,client17,client17-69b85b5ccf-sxxx8,linkerd-proxy,2195.7073500000006
5,client17,client17-69b85b5ccf-sxxx8,sidecar,1982.9281214285716
6,client17,client17-69b85b5ccf-sxxx8,linkerd-init,0.0
7,client10,client10-694b6b97b4-njzsz,linkerd-init,0.0
8,client8,client8-5845965f99-xb67f,linkerd-proxy,2060.4657785714285
9,client8,client8-5845965f99-xb67f,linkerd-init,0.0
10,client8,client8-5845965f99-xb67f,client8,2061.665042857143
11,client8,client8-5845965f99-xb67f,sidecar,1725.1147785714286
12,client2,client2-86cd6d8cf7-bsnnl,client2,1768.8040714285717
13,client2,client2-86cd6d8cf7-bsnnl,linkerd-init,0.0
14,client2,client2-86cd6d8cf7-bsnnl,sidecar,1757.0519142857145
15,client2,client2-86cd6d8cf7-bsnnl,linkerd-proxy,1761.8616285714288
16,client20,client20-65f8864f77-9jfrj,client20,1789.1061285714286
17,client20,client20-65f8864f77-9jfrj,linkerd-proxy,1781.3219857142858
18,client20,client20-65f8864f77-9jfrj,sidecar,1777.2179071428573
19,client20,client20-65f8864f77-9jfrj,linkerd-init,0.0
20,client7,client7-544486cc98-k287r,linkerd-proxy,2014.5457645036408
21,client7,client7-544486cc98-k287r,linkerd-init,0.0
22,client9,client9-d68fb99b4-94hjj,linkerd-init,0.0
23,client9,client9-d68fb99b4-94hjj,linkerd-proxy,1816.8474214285716
24,client14,client14-856b5b5576-rbtth,linkerd-init,0.0
25,client14,client14-856b5b5576-rbtth,client14,2169.8855615384614
26,client14,client14-856b5b5576-rbtth,sidecar,2164.8455846153843
27,client14,client14-856b5b5576-rbtth,linkerd-proxy,2169.142684615385
28,client3,client3-58c68898cd-lbshg,sidecar,1840.2731153846153
29,client3,client3-58c68898cd-lbshg,linkerd-init,0.0
30,client3,client3-58c68898cd-lbshg,linkerd-proxy,1844.9246153846152
31,client3,client3-58c68898cd-lbshg,client3,1850.5473076923076
32,client16,client16-6dc7f87f54-rrw54,client16,2014.4913846153845
33,client16,client16-6dc7f87f54-rrw54,linkerd-proxy,2013.7076153846153
34,client16,client16-6dc7f87f54-rrw54,sidecar,1796.3445538461538
35,client16,client16-6dc7f87f54-rrw54,linkerd-init,0.0
36,client11,client11-565c48c7c7-npmvc,linkerd-proxy,2101.7385307692302
37,client11,client11-565c48c7c7-npmvc,client11,2102.3042076923075
38,client11,client11-565c48c7c7-npmvc,linkerd-init,0.0
39,client11,client11-565c48c7c7-npmvc,sidecar,1669.3977923076923
40,orchestrator,orchestrator-555f7b7c9d-gb4zg,linkerd-init,0.0
41,api-gateway,api-gateway-6bf76d45b7-hnx6x,linkerd-proxy,990.9228461538462
42,orchestrator,policy-enforcer-cb8dccbd8-gdm9s,linkerd-init,0.0
43,orchestrator,policy-enforcer-cb8dccbd8-gdm9s,linkerd-proxy,974.8862461538463
44,orchestrator,orchestrator-555f7b7c9d-gb4zg,linkerd-proxy,976.5049000000001
45,api-gateway,api-gateway-6bf76d45b7-hnx6x,linkerd-init,0.0
46,client15,client15-79c969ddf-45h4g,sidecar,2079.5885307692306
47,client15,client15-79c969ddf-45h4g,linkerd-proxy,2084.0049000000004
48,client15,client15-79c969ddf-45h4g,linkerd-init,0.0
49,client15,client15-79c969ddf-45h4g,client15,2084.8500076923074
50,client12,client12-79bc8d5846-zgtfj,sidecar,1775.2022571428572
51,client12,client12-79bc8d5846-zgtfj,linkerd-proxy,1780.0309571428572
52,client12,client12-79bc8d5846-zgtfj,linkerd-init,0.0
53,client12,client12-79bc8d5846-zgtfj,client12,1786.8341714285716
54,client5,client5-7d5ff7f8b4-8f8rr,linkerd-init,0.0
55,client5,client5-7d5ff7f8b4-8f8rr,client5,1841.272542857143
56,client5,client5-7d5ff7f8b4-8f8rr,sidecar,1824.4385428571427
57,client5,client5-7d5ff7f8b4-8f8rr,linkerd-proxy,1829.0584000000001
58,server,server-656f98b57f-gjzjh,server,1574.0043142857144
59,server,server-656f98b57f-gjzjh,linkerd-init,0.0
60,server,server-656f98b57f-gjzjh,sidecar,1554.3825785714287
61,server,server-656f98b57f-gjzjh,linkerd-proxy,1559.4739142857145
62,client18,client18-69db77c748-jszp7,linkerd-init,0.0
63,client18,client18-69db77c748-jszp7,sidecar,1872.551507142857
64,client18,client18-69db77c748-jszp7,linkerd-proxy,1876.7758285714285
65,client18,client18-69db77c748-jszp7,client18,1883.316407142857
66,client4,client4-744474fb99-8mzvv,sidecar,2171.2379285714283
67,client4,client4-744474fb99-8mzvv,linkerd-init,0.0
68,client4,client4-744474fb99-8mzvv,linkerd-proxy,2175.648942857143
69,client4,client4-744474fb99-8mzvv,client4,2176.098271428571
70,client6,client6-785d875985-vs4s5,client6,2158.840257142857
71,client6,client6-785d875985-vs4s5,linkerd-proxy,2157.3435500000005
72,client6,client6-785d875985-vs4s5,linkerd-init,0.0
73,client6,client6-785d875985-vs4s5,sidecar,2153.919792857143
74,client13,client13-7bf86f4f87-7hlpj,client13,1828.934992857143
75,client13,client13-7bf86f4f87-7hlpj,sidecar,1817.9011285714287
76,client13,client13-7bf86f4f87-7hlpj,linkerd-proxy,1822.0147
77,client19,client19-56fccdb4d9-2xglk,linkerd-proxy,1937.5174571428572
78,client19,client19-56fccdb4d9-2xglk,sidecar,1933.6253857142856
79,client19,client19-56fccdb4d9-2xglk,client19,1938.1060142857143
80,client1,client1-7b9db886dd-zm6jq,sidecar,1972.2961214285715
81,client1,client1-7b9db886dd-zm6jq,client1,1982.5420785714286
82,client1,client1-7b9db886dd-zm6jq,linkerd-proxy,1976.8052285714284
83,client10,client10-694b6b97b4-njzsz,client10,1823.45445
84,client10,client10-694b6b97b4-njzsz,sidecar,1806.7755
85,client10,client10-694b6b97b4-njzsz,linkerd-proxy,1813.278107142857
86,client7,client7-544486cc98-k287r,client7,2015.665926980605
87,client7,client7-544486cc98-k287r,sidecar,2011.701058100277
88,client9,client9-d68fb99b4-94hjj,sidecar,1811.8446857142858
89,client9,client9-d68fb99b4-94hjj,client9,1822.6792
90,orchestrator,orchestrator-555f7b7c9d-gb4zg,orchestrator,793.5459
91,orchestrator,orchestrator-555f7b7c9d-gb4zg,sidecar,978.3552769230771
92,api-gateway,api-gateway-6bf76d45b7-hnx6x,sidecar,971.4887769230769
93,orchestrator,policy-enforcer-cb8dccbd8-gdm9s,policy-enforcer,804.5527461538461
94,api-gateway,api-gateway-6bf76d45b7-hnx6x,api-gateway,1048.7411615384615
95,orchestrator,policy-enforcer-cb8dccbd8-gdm9s,sidecar,971.2093461538461
96,client20,maurits-dijk-2e16006bclient201-lgndm,hfl-train,2072.078707142857
97,client20,maurits-dijk-2e16006bclient201-lgndm,sidecar,1775.5186857142858
98,client20,maurits-dijk-2e16006bclient201-lgndm,hfl-train-model,1778.4266642857144
99,client9,maurits-dijk-2e16006bclient91-zsjhk,hfl-train,2045.916392857143
100,client9,maurits-dijk-2e16006bclient91-zsjhk,hfl-train-model,1813.3034214285715
101,client9,maurits-dijk-2e16006bclient91-zsjhk,sidecar,1810.7245285714287
102,client3,maurits-dijk-2e16006bclient31-dbjtm,hfl-train,2001.637569230769
103,client3,maurits-dijk-2e16006bclient31-dbjtm,sidecar,1838.8486999999998
104,client3,maurits-dijk-2e16006bclient31-dbjtm,hfl-train-model,1843.2889230769229
105,client12,maurits-dijk-2e16006bclient121-bgkbr,sidecar,1773.57265
106,client12,maurits-dijk-2e16006bclient121-bgkbr,hfl-train,1902.3749
107,client12,maurits-dijk-2e16006bclient121-bgkbr,hfl-train-model,1776.40785
108,client5,maurits-dijk-2e16006bclient51-ctbln,hfl-train-model,1826.2421857142858
109,client5,maurits-dijk-2e16006bclient51-ctbln,hfl-train,2504.962485714286
110,client5,maurits-dijk-2e16006bclient51-ctbln,sidecar,1822.647557142857
111,server,maurits-dijk-2e16006bserver1-x58vd,hfl-train,1550.9271785714288
112,server,maurits-dijk-2e16006bserver1-x58vd,sidecar,1389.244835714286
113,server,maurits-dijk-2e16006bserver1-x58vd,hfl-train-model,1576.6370000000002
114,client18,maurits-dijk-2e16006bclient181-jwttc,sidecar,1871.2351642857143
115,client18,maurits-dijk-2e16006bclient181-jwttc,hfl-train,1985.2918428571427
116,client18,maurits-dijk-2e16006bclient181-jwttc,hfl-train-model,1873.9944214285713
117,client13,maurits-dijk-2e16006bclient131-nv7c4,hfl-train,1998.160992857143
118,client13,maurits-dijk-2e16006bclient131-nv7c4,sidecar,1816.6354142857142
119,client13,maurits-dijk-2e16006bclient131-nv7c4,hfl-train-model,1819.3756857142857
120,client1,maurits-dijk-2e16006bclient11-8986t,hfl-train,2100.914842857143
121,client1,maurits-dijk-2e16006bclient11-8986t,hfl-train-model,1973.5618357142857
122,client1,maurits-dijk-2e16006bclient11-8986t,sidecar,1971.052557142857
123,client10,maurits-dijk-2e16006bclient101-d4x7g,sidecar,1804.6617571428571
124,client10,maurits-dijk-2e16006bclient101-d4x7g,hfl-train,2364.8415857142854
125,client10,maurits-dijk-2e16006bclient101-d4x7g,hfl-train-model,1808.072857142857
126,client2,maurits-dijk-2e16006bclient21-wphg8,sidecar,1755.6438071428572
127,client2,maurits-dijk-2e16006bclient21-wphg8,hfl-train-model,1759.4251285714288
128,client2,maurits-dijk-2e16006bclient21-wphg8,hfl-train,2117.1887642857146
