,GlobalAccuracy,AggregationTime,TotalTrainingTime,RoundDuration
0,0.5029,19.94771498721093,3608.7421919219196,7130913519
1,0.52911,13.726231991313398,3606.787925993558,7140518629
2,0.56111,15.898721991106868,3657.164446951356,7991161283
3,0.55084,14.22527403337881,3587.4168779700994,7247615998
4,0.5927,14.11268103402108,3590.7945951330476,7194417398
5,0.59194,16.824400052428246,3560.1615520427004,7116494015
6,0.59648,15.352060028817505,3551.453510997817,7133955988
7,0.59807,16.344214032869786,3549.0796379745007,7961363407
8,0.59753,16.214799019508064,3559.5063659129664,7133104107
9,0.59967,12.342329020611942,3588.416376034729,7070224360
10,0.59825,12.315058032982051,3504.090685979463,7116958172
11,0.59895,16.80213800864294,3517.8499660105444,7148240007
12,0.5957,16.255746013484895,3557.1463959640823,7857779191
13,0.60077,17.441203992348164,3547.739413974341,7102851535
14,0.59504,18.95759702892974,3599.003657058347,7200879512
15,0.59657,17.14280096348375,3619.557405007072,7171459727
16,0.59599,19.177731999661773,3695.274814032018,7180976886
17,0.59978,14.550166029948741,3561.186662991531,7874245258
18,0.59463,12.670647993218154,3596.851769951172,7147586916
19,0.5965,20.29688295442611,3629.8776179901324,7111723669
