,namespace,pod_name,container_name,joules
0,client13,client13-7bf86f4f87-pjtn2,linkerd-init,0.0
1,client19,client19-56fccdb4d9-xkll6,linkerd-init,0.0
2,client1,client1-7b9db886dd-cwl2m,linkerd-proxy,268.45799999999997
3,client1,client1-7b9db886dd-cwl2m,linkerd-init,0.0
4,client1,client1-7b9db886dd-cwl2m,sidecar,267.98400000000004
5,client1,client1-7b9db886dd-cwl2m,client1,268.554
6,client17,client17-69b85b5ccf-vxvh8,sidecar,223.940577
7,client17,client17-69b85b5ccf-vxvh8,linkerd-proxy,225.98927999999992
8,client17,client17-69b85b5ccf-vxvh8,client17,230.400984
9,client17,client17-69b85b5ccf-vxvh8,linkerd-init,0.0
10,client10,client10-694b6b97b4-2fwvx,linkerd-init,0.0
11,client8,client8-5845965f99-kfxn8,linkerd-proxy,232.65544049999997
12,client8,client8-5845965f99-kfxn8,sidecar,231.70464149999998
13,client8,client8-5845965f99-kfxn8,client8,236.8016295
14,client8,client8-5845965f99-kfxn8,linkerd-init,0.0
15,client2,client2-86cd6d8cf7-qjtjb,sidecar,288.84000000000003
16,client2,client2-86cd6d8cf7-qjtjb,linkerd-init,0.0
17,client2,client2-86cd6d8cf7-qjtjb,client2,289.47
18,client2,client2-86cd6d8cf7-qjtjb,linkerd-proxy,289.44000000000005
19,client20,client20-65f8864f77-d7ffx,sidecar,260.07
20,client20,client20-65f8864f77-d7ffx,linkerd-proxy,271.88399999999996
21,client20,client20-65f8864f77-d7ffx,client20,272.01000000000005
22,client20,client20-65f8864f77-d7ffx,linkerd-init,0.0
23,client7,client7-544486cc98-xhxbt,client7,251.448
24,client7,client7-544486cc98-xhxbt,linkerd-init,0.0
25,client7,client7-544486cc98-xhxbt,linkerd-proxy,250.95
26,client7,client7-544486cc98-xhxbt,sidecar,250.524
27,client9,client9-d68fb99b4-zpgrr,linkerd-init,0.0
28,client9,client9-d68fb99b4-zpgrr,client9,292.53000000000003
29,client9,client9-d68fb99b4-zpgrr,linkerd-proxy,292.368
