,namespace,pod_name,container_name,joules
0,client18,client18-69db77c748-sv4qg,linkerd-init,0.0
1,client4,client4-744474fb99-gt69k,linkerd-init,0.0
2,client6,client6-785d875985-4kldl,linkerd-init,0.0
3,client13,client13-7bf86f4f87-8p8hn,linkerd-init,0.0
4,client13,client13-7bf86f4f87-8p8hn,sidecar,1160.671911111111
5,client13,client13-7bf86f4f87-8p8hn,linkerd-proxy,1163.3918222222226
6,client13,client13-7bf86f4f87-8p8hn,client13,1167.812088888889
7,client19,client19-56fccdb4d9-dhk9l,client19,1404.398311111111
8,client19,client19-56fccdb4d9-dhk9l,linkerd-init,0.0
9,client19,client19-56fccdb4d9-dhk9l,sidecar,1401.6816888888889
10,client19,client19-56fccdb4d9-dhk9l,linkerd-proxy,1404.161511111111
11,client1,client1-7b9db886dd-z5wf8,sidecar,1203.6675555555555
12,client1,client1-7b9db886dd-z5wf8,linkerd-proxy,1206.8084444444446
13,client1,client1-7b9db886dd-z5wf8,client1,1210.2782222222222
14,client1,client1-7b9db886dd-z5wf8,linkerd-init,0.0
15,client17,client17-69b85b5ccf-lr5tj,client17,1443.713688888889
16,client17,client17-69b85b5ccf-lr5tj,linkerd-init,0.0
17,client17,client17-69b85b5ccf-lr5tj,sidecar,1337.8213333333333
18,client17,client17-69b85b5ccf-lr5tj,linkerd-proxy,1443.2499555555557
19,client10,client10-694b6b97b4-6766z,client10,1245.541688888889
20,client10,client10-694b6b97b4-6766z,linkerd-init,0.0
21,client10,client10-694b6b97b4-6766z,linkerd-proxy,1238.4146666666666
22,client10,client10-694b6b97b4-6766z,sidecar,1234.2279111111113
23,client8,client8-5845965f99-c9h8q,linkerd-init,0.0
24,client8,client8-5845965f99-c9h8q,sidecar,1375.8047111111111
25,client8,client8-5845965f99-c9h8q,linkerd-proxy,1377.972088888889
26,client8,client8-5845965f99-c9h8q,client8,1378.7581333333335
27,client2,client2-86cd6d8cf7-ndnsd,linkerd-init,0.0
28,client2,client2-86cd6d8cf7-ndnsd,sidecar,1194.2317333333333
29,client2,client2-86cd6d8cf7-ndnsd,client2,1202.2401777777777
30,client2,client2-86cd6d8cf7-ndnsd,linkerd-proxy,1197.293688888889
31,client20,client20-65f8864f77-wdg6k,sidecar,1146.3915555555557
32,client20,client20-65f8864f77-wdg6k,client20,1153.4922666666669
33,client20,client20-65f8864f77-wdg6k,linkerd-init,0.0
34,client20,client20-65f8864f77-wdg6k,linkerd-proxy,1149.2857777777779
35,client7,client7-544486cc98-j724j,linkerd-init,0.0
36,client7,client7-544486cc98-j724j,client7,1385.4908999999998
37,client7,client7-544486cc98-j724j,linkerd-proxy,1384.7768000000003
38,client7,client7-544486cc98-j724j,sidecar,1382.5086999999999
39,client9,client9-d68fb99b4-rt9r2,linkerd-init,0.0
40,client9,client9-d68fb99b4-rt9r2,sidecar,1200.4243000000004
41,client9,client9-d68fb99b4-rt9r2,linkerd-proxy,1203.9578
42,client9,client9-d68fb99b4-rt9r2,client9,1209.3006000000003
43,client14,client14-856b5b5576-kvw42,client14,1384.5728888888893
44,client14,client14-856b5b5576-kvw42,linkerd-init,0.0
45,client14,client14-856b5b5576-kvw42,linkerd-proxy,1384.0236444444445
46,client14,client14-856b5b5576-kvw42,sidecar,1381.6885333333337
47,client3,client3-58c68898cd-q2qq2,client3,1165.1809777777776
48,client3,client3-58c68898cd-q2qq2,linkerd-init,0.0
49,client3,client3-58c68898cd-q2qq2,sidecar,1157.5014222222223
50,client3,client3-58c68898cd-q2qq2,linkerd-proxy,1160.6258666666668
51,client16,client16-6dc7f87f54-zbg9n,sidecar,1192.202488888889
52,client16,client16-6dc7f87f54-zbg9n,linkerd-init,0.0
53,client16,client16-6dc7f87f54-zbg9n,client16,1353.3481777777777
54,client16,client16-6dc7f87f54-zbg9n,linkerd-proxy,1352.5029333333332
55,client11,client11-565c48c7c7-lhgrj,linkerd-init,0.0
56,client11,client11-565c48c7c7-lhgrj,linkerd-proxy,1326.3398222222224
57,client11,client11-565c48c7c7-lhgrj,sidecar,1043.4493333333335
58,client11,client11-565c48c7c7-lhgrj,client11,1326.6555555555558
59,orchestrator,orchestrator-555f7b7c9d-vzqjd,linkerd-proxy,622.5044444444445
60,orchestrator,orchestrator-555f7b7c9d-vzqjd,linkerd-init,0.0
61,orchestrator,policy-enforcer-cb8dccbd8-2vpgz,linkerd-proxy,621.8992888888889
62,api-gateway,api-gateway-6bf76d45b7-82sk5,linkerd-init,0.0
63,api-gateway,api-gateway-6bf76d45b7-82sk5,linkerd-proxy,632.2494222222223
64,orchestrator,policy-enforcer-cb8dccbd8-2vpgz,linkerd-init,0.0
65,client15,client15-79c969ddf-n52rc,client15,1566.5240888888889
66,client15,client15-79c969ddf-n52rc,sidecar,1562.6399111111111
67,client15,client15-79c969ddf-n52rc,linkerd-proxy,1565.8827555555558
68,client15,client15-79c969ddf-n52rc,linkerd-init,0.0
69,client12,client12-79bc8d5846-p7mgl,linkerd-proxy,1187.680266666667
70,client12,client12-79bc8d5846-p7mgl,linkerd-init,0.0
71,client12,client12-79bc8d5846-p7mgl,client12,1191.9854222222225
72,client12,client12-79bc8d5846-p7mgl,sidecar,1184.5722666666668
73,client5,client5-7d5ff7f8b4-rf5t9,sidecar,1243.7623999999998
74,client5,client5-7d5ff7f8b4-rf5t9,client5,1254.9512000000002
75,client5,client5-7d5ff7f8b4-rf5t9,linkerd-proxy,1247.169688888889
76,client5,client5-7d5ff7f8b4-rf5t9,linkerd-init,0.0
77,server,server-656f98b57f-fz5l7,server,1014.1552
78,server,server-656f98b57f-fz5l7,sidecar,1004.2490666666667
79,server,server-656f98b57f-fz5l7,linkerd-init,0.0
80,server,server-656f98b57f-fz5l7,linkerd-proxy,1006.7650666666667
81,client18,client18-69db77c748-sv4qg,sidecar,1284.9524444444444
82,client18,client18-69db77c748-sv4qg,client18,1291.7999111111112
83,client18,client18-69db77c748-sv4qg,linkerd-proxy,1287.958488888889
84,client4,client4-744474fb99-gt69k,sidecar,1391.9761777777778
85,client4,client4-744474fb99-gt69k,linkerd-proxy,1395.4328
86,client4,client4-744474fb99-gt69k,client4,1395.7485333333334
87,client6,client6-785d875985-4kldl,client6,1481.3714666666667
88,client6,client6-785d875985-4kldl,sidecar,1478.6351111111112
89,client6,client6-785d875985-4kldl,linkerd-proxy,1480.7531555555554
90,orchestrator,orchestrator-555f7b7c9d-vzqjd,orchestrator,545.8535999999999
91,api-gateway,api-gateway-6bf76d45b7-82sk5,sidecar,619.3898666666666
92,orchestrator,orchestrator-555f7b7c9d-vzqjd,sidecar,624.0864
93,orchestrator,policy-enforcer-cb8dccbd8-2vpgz,policy-enforcer,531.2608
94,orchestrator,policy-enforcer-cb8dccbd8-2vpgz,sidecar,619.1366222222223
95,api-gateway,api-gateway-6bf76d45b7-82sk5,api-gateway,670.9136
96,client13,maurits-dijk-d4b26c7eclient131-j7hjw,hfl-train,1277.4439111111114
97,client13,maurits-dijk-d4b26c7eclient131-j7hjw,sidecar,1160.0568888888893
98,client13,maurits-dijk-d4b26c7eclient131-j7hjw,hfl-train-model,1161.5664888888891
99,client1,maurits-dijk-d4b26c7eclient11-6k2zz,hfl-train-model,1204.5062222222223
100,client1,maurits-dijk-d4b26c7eclient11-6k2zz,sidecar,1202.740088888889
101,client1,maurits-dijk-d4b26c7eclient11-6k2zz,hfl-train,1287.6756444444445
102,client2,maurits-dijk-d4b26c7eclient21-qr5fm,sidecar,1192.8964444444443
103,client2,maurits-dijk-d4b26c7eclient21-qr5fm,hfl-train-model,1195.747911111111
104,client2,maurits-dijk-d4b26c7eclient21-qr5fm,hfl-train,1444.4208
105,client20,maurits-dijk-d4b26c7eclient201-pfx4s,hfl-train-model,1147.7400000000002
106,client20,maurits-dijk-d4b26c7eclient201-pfx4s,sidecar,1145.2667555555556
107,client20,maurits-dijk-d4b26c7eclient201-pfx4s,hfl-train,1332.0822222222223
108,client9,maurits-dijk-d4b26c7eclient91-v49wh,hfl-train,1363.0540999999998
109,client9,maurits-dijk-d4b26c7eclient91-v49wh,hfl-train-model,1201.8858
110,client9,maurits-dijk-d4b26c7eclient91-v49wh,sidecar,1199.7582999999997
111,client3,maurits-dijk-d4b26c7eclient31-c8r4r,hfl-train,1270.9878222222223
112,client3,maurits-dijk-d4b26c7eclient31-c8r4r,hfl-train-model,1159.4254222222223
113,client3,maurits-dijk-d4b26c7eclient31-c8r4r,sidecar,1156.4456888888888
114,client12,maurits-dijk-d4b26c7eclient121-j5db9,sidecar,1183.2369777777776
115,client12,maurits-dijk-d4b26c7eclient121-j5db9,hfl-train-model,1185.0327111111112
116,client12,maurits-dijk-d4b26c7eclient121-j5db9,hfl-train,1271.6719111111113
117,client5,maurits-dijk-d4b26c7eclient51-q5fxf,sidecar,1243.0092444444447
118,client5,maurits-dijk-d4b26c7eclient51-q5fxf,hfl-train-model,1245.5087999999998
119,client5,maurits-dijk-d4b26c7eclient51-q5fxf,hfl-train,1702.733422222222
120,server,maurits-dijk-d4b26c7eserver1-j4kk2,sidecar,980.7433777777778
121,server,maurits-dijk-d4b26c7eserver1-j4kk2,hfl-train,1002.5585777777778
122,server,maurits-dijk-d4b26c7eserver1-j4kk2,hfl-train-model,1017.2138666666667
123,client18,maurits-dijk-d4b26c7eclient181-hsg8w,hfl-train-model,1285.7056000000002
124,client18,maurits-dijk-d4b26c7eclient181-hsg8w,hfl-train,1358.8768
125,client18,maurits-dijk-d4b26c7eclient181-hsg8w,sidecar,1283.952622222222
126,client10,maurits-dijk-d4b26c7eclient101-jschh,sidecar,1232.7051555555556
127,client10,maurits-dijk-d4b26c7eclient101-jschh,hfl-train-model,1235.125777777778
128,client10,maurits-dijk-d4b26c7eclient101-jschh,hfl-train,1597.2423111111111
