,GlobalAccuracy,AggregationTime,TotalTrainingTime,RoundDuration
0,0.47448,16.02408499456942,476.9647330103908,683844068
1,0.51841,12.297841982217506,459.4155550003052,613080711
2,0.5317,12.014106003334746,464.29705698392354,645377276
3,0.5397,11.33444398874417,461.7837189871352,627988552
4,0.55863,14.712881005834788,454.4043809873983,625381051
5,0.53812,13.476277003064752,464.02267599478364,606377598
6,0.56989,14.273400011006743,468.1091920356266,633053283
7,0.57336,13.983142998768017,459.85959499375895,617154982
8,0.54114,16.251544002443552,455.3667150030378,626142198
9,0.58636,13.530267984606326,477.00099597568624,646078530
10,0.58166,13.661955978022888,495.79535995144397,634669713
11,0.58938,11.086275015259162,456.0332120163366,628773914
12,0.57431,15.605925000272691,464.1633530263789,623210052
13,0.58117,16.195468982914463,459.6639070077799,607421749
14,0.5565,18.257619987707585,483.39804797433317,614749541
15,0.5716,17.878445010865107,470.6514179997612,590236840
16,0.5945,14.333924977108836,467.2487020143308,646522908
17,0.59035,9.387959988089278,523.9806279714685,646430883
18,0.58341,17.427014012355357,455.34439297625795,594997837
19,0.59467,17.866923997644335,482.3125090042595,609276610
20,0.58146,15.390018990729004,463.96909197210334,616440082
21,0.55869,11.108156002592295,471.5270529850386,621894448
22,0.59618,11.242731008678675,467.202908010222,604390256
23,0.58765,10.870897996937856,472.2886719973758,687248694
24,0.55865,10.484579019248486,462.79233298264444,640222054
25,0.57004,16.450500988867134,463.86166001320817,605918150
26,0.57984,11.996724002528936,480.6941629794892,594228564
27,0.59149,15.82577999215573,473.06665100040846,651411116
28,0.59573,15.564297005767003,461.0786169942003,609639314
29,0.58342,14.80172699666582,466.5570909564849,600233670
30,0.59682,15.73022099910304,461.27553601399995,625711784
31,0.5844,16.4799650083296,469.7104769584257,1071259319
32,0.58145,10.617760999593884,455.0176940392703,640624262
33,0.53656,15.94959499198012,463.39949799585156,622385434
34,0.59638,16.396548016928136,438.59115001396276,634674752
35,0.59336,12.902852991828695,457.43855205364525,635888162
36,0.59692,15.834076009923592,447.0835720130708,637602228
37,0.55305,12.923633010359481,474.1520330426283,623929249
38,0.59202,14.497454016236588,459.9774789821822,619740802
39,0.59707,16.902814008062705,506.8330549984239,637068710
40,0.57906,17.186179000418633,483.5594790347386,631595810
41,0.5411,16.240242985077202,479.76517499773763,644132082
42,0.56922,14.707971015013754,472.10315498523414,611276515
43,0.57859,16.160061990376562,452.59764898219146,584443663
44,0.58975,15.688531013438478,454.0689749701414,622872613
45,0.59595,14.038405992323533,479.99170594266616,632719831
46,0.59348,19.501448987284675,448.12049201573245,632861238
47,0.58717,15.045929001644254,465.9590590163134,676873938
48,0.59264,16.322117007803172,455.6276679504663,651245712
49,0.59649,20.01510901027359,470.0175650068559,628027323
50,0.57601,13.467788987327367,477.9673279845156,645134825
51,0.59671,14.546194986905903,438.4053370449692,627866980
52,0.59576,13.548573013395071,465.72085097432137,585905943
53,0.56219,14.928407006664202,454.5831599680241,626976670
54,0.58156,13.8162880029995,455.37943998351693,614419365
55,0.59613,13.659623014973477,465.16549499938264,609960157
56,0.58043,11.091686028521508,456.16721198894083,614403134
57,0.58708,11.434122017817572,463.7286440411117,584858154
58,0.59314,14.086698007304221,459.0214859927073,589895733
59,0.59725,17.138116993010044,505.83494003512897,683511817
