Round,ClientID,ClientAccuracy,ClientTrainingTime
0,client5,0.124375,798.2788651715964
0,client17,0.11465358675659104,712.1827809605747
0,client13,0.11486486486486487,855.6427950970829
0,client1,0.11235955056179775,712.7501610666513
0,client9,0.11545293072824156,758.7171928025782
1,client5,0.116875,716.8798220809549
1,client17,0.12446351931330472,746.2544171139598
1,client13,0.14864864864864866,879.5904030557722
1,client1,0.10549313358302122,758.5303359664977
1,client9,0.15808170515097691,759.2481509782374
2,client5,0.143125,837.0814060326666
2,client17,0.12998160637645617,682.213073130697
2,client13,0.18796068796068796,817.5097708590329
2,client1,0.12172284644194757,655.5381109938025
2,client9,0.22143280047365305,699.2715389933437
3,client5,0.1975,789.673208957538
3,client17,0.2427958307786634,682.224442018196
3,client13,0.20577395577395577,830.3737509995699
3,client1,0.18664169787765295,696.0436222143471
3,client9,0.21018354055654234,764.4181582145393
4,client5,0.181875,765.1684680022299
4,client17,0.27590435315757206,721.3737030979246
4,client13,0.22235872235872237,857.2694039903581
4,client1,0.22409488139825218,702.9170240275562
4,client9,0.1882770870337478,772.1970831044018
5,client5,0.295625,696.7756650410593
5,client17,0.30656039239730226,643.6805929988623
5,client13,0.3194103194103194,828.3878890797496
5,client1,0.31835205992509363,732.6898751780391
5,client9,0.32918886915334516,681.7297739908099
6,client5,0.35125,722.8834158740938
6,client17,0.3378295524218271,649.607450934127
6,client13,0.32125307125307123,849.4690160732716
6,client1,0.39325842696629215,760.5552161112428
6,client9,0.3037300177619893,746.6455539688468
7,client5,0.3725,696.9428230077028
7,client17,0.41446965052115264,636.8370689451694
7,client13,0.3501228501228501,835.8703420963138
7,client1,0.3408239700374532,647.3441710695624
7,client9,0.25932504440497334,1091.1365458741784
8,client5,0.488125,969.426654977724
8,client17,0.46719803801348864,642.8940151818097
8,client13,0.406019656019656,813.4460980072618
8,client1,0.4307116104868914,650.3152579534799
8,client9,0.30905861456483125,753.7288009189069
9,client5,0.500625,722.4686101544648
9,client17,0.4984671980380135,630.6221191771328
9,client13,0.4275184275184275,834.9881670437753
9,client1,0.40823970037453183,720.8838989026845
9,client9,0.34991119005328597,729.8124528024346
10,client5,0.50625,722.1930378582329
10,client17,0.5677498467198038,632.7663681004196
10,client13,0.49692874692874694,821.4335341472179
10,client1,0.4431960049937578,674.0152600686997
10,client9,0.33274126702190643,790.2250410988927
11,client5,0.584375,704.0548189543188
11,client17,0.5419987737584304,676.2959361076355
11,client13,0.5122850122850123,840.6317750923336
11,client1,0.5543071161048689,730.0560621079057
11,client9,0.28892835997631733,811.6408959031105
12,client5,0.57875,709.1725091449916
12,client17,0.6149601471489884,629.7335620038211
12,client13,0.5098280098280098,849.2304959800094
12,client1,0.4975031210986267,667.7507190033793
12,client9,0.38780343398460626,966.4061770308763
13,client5,0.585625,703.6766500677913
13,client17,0.6039239730226855,704.3235148303211
13,client13,0.4926289926289926,849.6088231913745
13,client1,0.552434456928839,643.433673074469
13,client9,0.47306098283007697,680.6337367743254
14,client5,0.6,716.6290548630059
14,client17,0.6125076640098099,748.006914043799
14,client13,0.6038083538083538,878.5927610006183
14,client1,0.5411985018726592,696.5108478907496
14,client9,0.40023682652457077,741.0386088304222
15,client5,0.638125,716.3359050173312
15,client17,0.6824034334763949,719.0633909776807
15,client13,0.6216216216216216,1048.2878619804978
15,client1,0.6972534332084894,652.5254130829126
15,client9,0.428656009473061,780.890213092789
16,client5,0.63875,751.1430871672928
16,client17,0.6860821581851625,674.3594310246408
16,client13,0.6185503685503686,827.4838549550623
16,client1,0.5880149812734082,739.0614729374647
16,client9,0.4979277679100059,668.9357948489487
17,client5,0.61875,713.4607860352844
17,client17,0.6014714898835071,668.4032320044935
17,client13,0.652948402948403,838.8412150088698
17,client1,0.5942571785268415,659.7521537914872
17,client9,0.5174659561870929,729.0775470901281
18,client5,0.68125,730.8905960526317
18,client17,0.635806253832005,638.6333738919348
18,client13,0.6713759213759214,848.7366419285536
18,client1,0.6523096129837703,642.4426971934736
18,client9,0.5245707519242155,783.6247249506414
19,client5,0.649375,727.8362601064146
19,client17,0.6486817903126916,644.9224529787898
19,client13,0.7027027027027027,848.7815798725933
19,client1,0.6666666666666666,649.4885568972677
19,client9,0.5340438129070456,699.0631429944187
20,client5,0.715625,688.9066949952394
20,client17,0.6891477621091355,716.6729068849236
20,client13,0.6873464373464373,863.905938109383
20,client1,0.6086142322097379,634.6146641299129
20,client9,0.6163410301953819,720.8861210383475
21,client5,0.6375,688.2943350356072
21,client17,0.6909871244635193,725.082335062325
21,client13,0.6443488943488943,823.0377710424364
21,client1,0.6392009987515606,646.4552881661803
21,client9,0.6317347542924807,685.018430929631
22,client5,0.661875,738.0646269302815
22,client17,0.688534641324341,721.1498918477446
22,client13,0.7493857493857494,818.326222943142
22,client1,0.5717852684144819,655.3111469838768
22,client9,0.6210775606867969,726.3306670356542
23,client5,0.665625,716.3312018383294
23,client17,0.6934396076026977,697.4146391730756
23,client13,0.707002457002457,861.1790561117232
23,client1,0.630461922596754,718.7375570647418
23,client9,0.6755476613380699,686.2641079351306
24,client5,0.69375,693.4543850366026
24,client17,0.7118332311465358,718.7774030026048
24,client13,0.7272727272727273,839.0883330721408
24,client1,0.681023720349563,672.9961261153221
24,client9,0.7039668442865601,754.6405380126089
