,round,namespace,pod_name,container_name,joules
0,0,orchestrator,policy-enforcer-cb8dccbd8-9brh6,linkerd-init,0.0
1,0,orchestrator,orchestrator-555f7b7c9d-kmvgv,linkerd-init,0.0
2,0,client6,client6-785d875985-jkjpg,linkerd-init,0.0
3,0,client6,client6-785d875985-jkjpg,linkerd-proxy,738.4830000000001
4,0,client6,client6-785d875985-jkjpg,sidecar,678.3329999999999
5,0,client6,client6-785d875985-jkjpg,client6,739.0049999999999
6,0,client4,client4-744474fb99-k95jg,linkerd-init,0.0
7,0,client4,client4-744474fb99-k95jg,sidecar,708.7260000000001
8,0,client4,client4-744474fb99-k95jg,linkerd-proxy,710.517
9,0,client4,client4-744474fb99-k95jg,client4,710.7
10,0,client17,client17-69b85b5ccf-7gv2c,linkerd-init,0.0
11,0,client17,client17-69b85b5ccf-7gv2c,linkerd-proxy,645.318
12,0,client17,client17-69b85b5ccf-7gv2c,client17,651.1020000000001
13,0,client17,client17-69b85b5ccf-7gv2c,sidecar,488.1749999999999
14,0,client15,client15-79c969ddf-2h8bf,client15,855.8879999999999
15,0,client15,client15-79c969ddf-2h8bf,linkerd-init,0.0
16,0,client15,client15-79c969ddf-2h8bf,sidecar,854.085
17,0,client15,client15-79c969ddf-2h8bf,linkerd-proxy,855.534
18,0,client9,client9-d68fb99b4-gcfp6,linkerd-init,0.0
19,0,client9,client9-d68fb99b4-gcfp6,linkerd-proxy,735.03
20,0,client9,client9-d68fb99b4-gcfp6,client9,737.679
21,0,client9,client9-d68fb99b4-gcfp6,sidecar,630.702
22,0,client5,client5-7d5ff7f8b4-khgb7,client5,707.1959999999999
23,0,client5,client5-7d5ff7f8b4-khgb7,linkerd-proxy,703.233
24,0,client5,client5-7d5ff7f8b4-khgb7,linkerd-init,0.0
25,0,client5,client5-7d5ff7f8b4-khgb7,sidecar,516.7470000000001
26,0,client12,client12-79bc8d5846-8n4gs,client12,811.476
27,0,client12,client12-79bc8d5846-8n4gs,linkerd-init,0.0
28,0,client12,client12-79bc8d5846-8n4gs,linkerd-proxy,811.3560000000002
29,0,client12,client12-79bc8d5846-8n4gs,sidecar,756.798
30,0,client16,client16-6dc7f87f54-2tmfj,client16,862.7849999999999
31,0,client16,client16-6dc7f87f54-2tmfj,linkerd-init,0.0
32,0,client16,client16-6dc7f87f54-2tmfj,linkerd-proxy,862.4100000000001
33,0,client16,client16-6dc7f87f54-2tmfj,sidecar,860.787
34,0,client2,client2-86cd6d8cf7-krxlm,client2,896.3699999999999
35,0,client2,client2-86cd6d8cf7-krxlm,sidecar,894.7139999999997
36,0,client2,client2-86cd6d8cf7-krxlm,linkerd-proxy,896.2080000000001
37,0,client2,client2-86cd6d8cf7-krxlm,linkerd-init,0.0
38,0,client3,client3-58c68898cd-zk9gx,client3,826.434
39,0,client3,client3-58c68898cd-zk9gx,linkerd-init,0.0
40,0,client3,client3-58c68898cd-zk9gx,sidecar,824.379
41,0,client3,client3-58c68898cd-zk9gx,linkerd-proxy,826.1610000000001
42,0,client18,client18-69db77c748-mshg5,linkerd-proxy,898.6200000000001
43,0,client18,client18-69db77c748-mshg5,sidecar,897.1439999999998
44,0,client18,client18-69db77c748-mshg5,client18,898.9949999999999
45,0,client18,client18-69db77c748-mshg5,linkerd-init,0.0
46,0,client7,client7-544486cc98-nvh27,linkerd-init,0.0
47,0,client7,client7-544486cc98-nvh27,linkerd-proxy,913.512
48,0,client7,client7-544486cc98-nvh27,client7,913.9680000000001
49,0,client7,client7-544486cc98-nvh27,sidecar,912.3900000000001
50,0,client11,client11-565c48c7c7-699rl,client11,830.7300000000001
51,0,client11,client11-565c48c7c7-699rl,sidecar,741.06
52,0,client11,client11-565c48c7c7-699rl,linkerd-proxy,830.463
53,0,client11,client11-565c48c7c7-699rl,linkerd-init,0.0
54,0,client19,client19-56fccdb4d9-xfrnd,sidecar,706.1969999999999
55,0,client19,client19-56fccdb4d9-xfrnd,linkerd-proxy,775.7549999999999
56,0,client19,client19-56fccdb4d9-xfrnd,client19,776.0970000000001
57,0,client19,client19-56fccdb4d9-xfrnd,linkerd-init,0.0
58,0,client1,client1-7b9db886dd-6wq5t,linkerd-init,0.0
59,0,client1,client1-7b9db886dd-6wq5t,client1,750.6089999999999
60,0,client1,client1-7b9db886dd-6wq5t,linkerd-proxy,748.0709999999999
61,0,client1,client1-7b9db886dd-6wq5t,sidecar,742.911
62,0,client13,client13-7bf86f4f87-cvdrk,client13,658.671
63,0,client13,client13-7bf86f4f87-cvdrk,linkerd-init,0.0
64,0,client13,client13-7bf86f4f87-cvdrk,sidecar,601.2719999999999
65,0,client13,client13-7bf86f4f87-cvdrk,linkerd-proxy,654.531
66,0,client20,client20-65f8864f77-dsmw9,sidecar,714.8790000000001
67,0,client20,client20-65f8864f77-dsmw9,client20,716.343
68,0,client20,client20-65f8864f77-dsmw9,linkerd-init,0.0
69,0,client20,client20-65f8864f77-dsmw9,linkerd-proxy,716.1450000000001
70,0,server,server-656f98b57f-xrcgs,linkerd-init,0.0
71,0,server,server-656f98b57f-xrcgs,linkerd-proxy,466.66200000000003
72,0,client8,client8-5845965f99-4pvxg,client8,652.011
73,0,client8,client8-5845965f99-4pvxg,sidecar,555.174
74,0,client8,client8-5845965f99-4pvxg,linkerd-proxy,651.5729999999999
75,0,client8,client8-5845965f99-4pvxg,linkerd-init,0.0
76,0,client14,client14-856b5b5576-65phs,client14,672.9179999999999
77,0,client14,client14-856b5b5576-65phs,linkerd-init,0.0
78,0,client14,client14-856b5b5576-65phs,sidecar,671.2560000000001
79,0,client14,client14-856b5b5576-65phs,linkerd-proxy,672.6329999999999
80,0,client10,client10-694b6b97b4-9xzjd,client10,707.346
81,0,client10,client10-694b6b97b4-9xzjd,linkerd-proxy,707.1030000000001
82,0,client10,client10-694b6b97b4-9xzjd,sidecar,642.6180000000002
83,0,client10,client10-694b6b97b4-9xzjd,linkerd-init,0.0
84,0,orchestrator,orchestrator-555f7b7c9d-kmvgv,sidecar,237.18599999999998
85,0,orchestrator,policy-enforcer-cb8dccbd8-9brh6,policy-enforcer,211.572
86,0,orchestrator,orchestrator-555f7b7c9d-kmvgv,linkerd-proxy,341.9580000000001
87,0,api-gateway,api-gateway-6bf76d45b7-s8qqx,linkerd-proxy,359.847
88,0,api-gateway,api-gateway-6bf76d45b7-s8qqx,api-gateway,371.39699999999993
89,0,orchestrator,orchestrator-555f7b7c9d-kmvgv,orchestrator,221.28
90,0,orchestrator,policy-enforcer-cb8dccbd8-9brh6,linkerd-proxy,342.006
91,0,api-gateway,api-gateway-6bf76d45b7-s8qqx,linkerd-init,0.0
92,0,api-gateway,api-gateway-6bf76d45b7-s8qqx,sidecar,268.85699999999997
93,0,orchestrator,policy-enforcer-cb8dccbd8-9brh6,sidecar,257.223
94,0,server,server-656f98b57f-xrcgs,sidecar,437.18100000000004
95,0,server,server-656f98b57f-xrcgs,server,491.73
96,0,client17,maurits-dijk-748e5a7fclient171-6w4bj,hfl-train-model,642.621
97,0,client17,maurits-dijk-748e5a7fclient171-6w4bj,sidecar,563.292
98,0,client17,maurits-dijk-748e5a7fclient171-6w4bj,hfl-train,695.1030000000001
