Round,ClientID,ClientAccuracy,ClientTrainingTime
0,client18,0.533249686323714,146.01849799510092
0,client13,0.5545307816462993,227.54585201619193
0,client20,0.5226421929718633,361.78421502700076
0,client5,0.5534061768313079,899.0731269586831
0,client1,0.5277704659120821,169.54893298679963
0,client3,0.5132275132275133,214.1255050082691
0,client2,0.5100283822138126,490.45483296504244
0,client12,0.5184196476241324,156.11617104150355
0,client9,0.5145011600928074,286.9222110020928
0,client10,0.5571833648393195,705.2438610116951
1,client18,0.5486198243412798,139.73913295194507
1,client13,0.5088771039889325,231.85596003895625
1,client20,0.5832628909551987,386.8320109904744
1,client5,0.5698517114505519,820.89678599732
1,client3,0.5132275132275133,197.64866202604026
1,client1,0.5238220584364306,152.1748150116764
1,client2,0.539356669820246,459.57369403913617
1,client12,0.5552589428723972,176.47699598455802
1,client9,0.5772911832946636,291.7727869935334
1,client10,0.5253173102889549,659.2052680207416
2,client20,0.5519864750633982,379.62428701575845
2,client13,0.5305510721697025,227.79997502220795
2,client18,0.5417189460476788,137.2026529861614
2,client5,0.559594157654142,875.8396659977734
2,client3,0.5407407407407407,214.16409697849303
2,client1,0.5322453277178205,175.39125704206526
2,client2,0.5843897824030274,477.7329729986377
2,client12,0.5232247730912973,177.33638000208884
2,client9,0.5614849187935035,295.21515005035326
2,client10,0.5467188765865515,661.5953450091183
3,client18,0.5567754077791719,149.30913603166118
3,client13,0.5609868572746138,229.59329199511558
3,client20,0.5409974640743872,372.5573970004916
3,client5,0.5939346638421229,844.7999830241315
3,client3,0.5847619047619048,203.88015999924392
3,client1,0.5343511450381679,165.39564699633047
3,client2,0.575212866603595,485.99318601191044
3,client12,0.5298985584623599,180.1786799915135
3,client9,0.5426334106728539,305.1741230301559
3,client10,0.5701458277072644,652.0337410038337
4,client18,0.5834378920953576,169.9683060287498
4,client13,0.5831219737145492,221.7809790163301
4,client20,0.5576621181016785,384.3025870155543
4,client5,0.5994536737651912,851.3272299896926
4,client1,0.5646222690181627,167.6935739815235
4,client3,0.5976719576719577,198.6233139759861
4,client2,0.5929990539262062,470.79875896451995
4,client12,0.5467164975974372,164.62338902056217
4,client9,0.5906322505800464,293.07148297084495
4,client10,0.5532001080205239,690.5020810081623
5,client18,0.6053952321204517,168.74897596426308
5,client13,0.5759741756974868,250.03489694790915
5,client20,0.5692549209032726,415.32727604499087
5,client5,0.5830638867209277,913.0045439815149
5,client3,0.5350264550264551,207.04557601129636
5,client1,0.5906817583574625,167.6542519708164
5,client2,0.5956480605487228,479.6722180326469
5,client12,0.5445808862786973,161.97183297481388
5,client9,0.5904872389791184,296.43456696067005
5,client10,0.5430056710775047,650.1992510166019
6,client18,0.5617942283563363,141.03175402851775
6,client13,0.5635231727000231,231.5634480328299
6,client20,0.596908585919575,417.30914800427854
6,client5,0.5517337495818931,823.4823899692856
6,client1,0.5941037115030271,181.99779995484278
6,client3,0.5580952380952381,211.3455090438947
6,client2,0.5535477767265847,489.5318790222518
6,client12,0.5915643352909771,159.98445299919695
6,client9,0.5916473317865429,301.23388598440215
6,client10,0.5697407507426411,644.3735670181923
7,client18,0.5592848180677541,143.95020302617922
7,client20,0.5925612848689772,378.5765789798461
7,client13,0.5639843209591884,219.78604496689513
7,client1,0.5762042642800737,154.96224799426273
7,client5,0.5965547998662059,828.6841160152107
7,client3,0.5746031746031746,207.2436370071955
7,client2,0.590728476821192,477.44766500545666
7,client9,0.5886020881670534,303.4992599859834
7,client12,0.5766150560597971,157.60758199030533
7,client10,0.593775317310289,669.9541700072587
8,client18,0.6126097867001254,147.59371802210808
8,client13,0.5944201060640996,219.1723799915053
8,client20,0.5914744596063277,411.382295016665
8,client5,0.5963318095662838,817.2987379948609
8,client3,0.6023280423280424,210.88439895538613
8,client1,0.5922611213477231,160.01657396554947
8,client2,0.5737937559129612,496.9852319918573
8,client12,0.5525894287239722,166.4481169427745
8,client9,0.5890371229698376,300.8503509918228
8,client10,0.5687280583310829,628.0340389930643
9,client18,0.5614805520702635,135.53789898287505
9,client13,0.5187917915609869,234.32921100175008
9,client20,0.5879724670933462,388.3434879826382
9,client5,0.5989519455903668,909.341765975114
9,client1,0.6025269807844169,174.76163001265377
9,client3,0.582010582010582,215.9281229833141
9,client2,0.5851466414380322,506.61060196580365
9,client12,0.595835557928457,158.83829700760543
9,client9,0.5954176334106729,300.5392079940066
9,client10,0.5806778287874697,635.6807079864666
10,client18,0.5928481806775407,135.6417839997448
10,client13,0.5974175697486742,221.5062800096348
10,client20,0.5957010022944089,382.6788219739683
10,client5,0.5623815364031665,813.5731160291471
10,client1,0.6012108449591997,160.70348501671106
10,client3,0.5625396825396826,278.1234619906172
10,client2,0.5863765373699149,479.8748409957625
10,client12,0.5712760277629472,167.0184109825641
10,client9,0.5471287703016241,290.7679880154319
10,client10,0.5914798811774237,645.8877410041168
11,client18,0.6072772898368883,136.5644410252571
11,client13,0.5893474752132811,218.78383995499462
11,client20,0.5752928390291028,388.4412589832209
11,client5,0.5982272271156205,841.3803009898402
11,client1,0.5580415898920769,202.62349001131952
11,client3,0.5538624338624338,215.38747200975195
11,client2,0.5996215704824976,459.65970400720835
11,client12,0.5915643352909771,161.63839504588395
11,client9,0.5851218097447796,303.79973200615495
11,client10,0.5986362408857683,671.8804819975048
12,client18,0.6104140526976161,139.84256697585806
12,client13,0.5436937975559142,230.27133801952004
12,client20,0.5874894336432798,400.9984669974074
12,client5,0.6046381982383766,874.385907955002
12,client1,0.5793629902605949,167.3355579841882
12,client3,0.5991534391534391,203.2310959766619
12,client2,0.5909176915799432,457.5752819655463
12,client9,0.5849767981438515,300.16084300586954
12,client12,0.5945008008542445,154.02017999440432
12,client10,0.5783148798271671,674.2620319710113
13,client18,0.6053952321204517,152.8132479870692
13,client13,0.5499192990546461,222.09231700981036
13,client20,0.5580243931892284,379.46550000924617
13,client5,0.5733638086743227,857.3592400061898
13,client1,0.6112134772308502,160.47143400646746
13,client3,0.5995767195767195,214.34737101662904
13,client2,0.5830652790917692,480.99464998813346
13,client12,0.5491190603310198,190.94798003789037
13,client9,0.5503190255220418,313.53916897205636
13,client10,0.6016743181204429,706.5691899624653
14,client18,0.6141781681304893,145.65345499431714
14,client13,0.5960341249711782,216.37544099939987
14,client20,0.5592319768143944,395.64906305167824
14,client5,0.5603188761288884,834.6915119909681
14,client1,0.5827849434061595,167.93650697218254
14,client3,0.6006349206349206,207.98511197790504
14,client2,0.541438032166509,461.1892739776522
14,client12,0.5507207688200747,157.73266000906006
14,client9,0.5830916473317865,281.629818957299
14,client10,0.5865514447745072,672.1765529946424
15,client18,0.5978670012547052,136.58255100017413
15,client13,0.5563753746829606,243.19096200633794
15,client20,0.5540393672261804,410.8623960055411
15,client5,0.6006243728397814,880.6633210042492
15,client3,0.5792592592592593,205.05542401224375
15,client1,0.5777836272703343,154.64842395158485
15,client2,0.5751182592242194,456.867344037164
15,client12,0.580886278697277,157.08174201427028
15,client9,0.5340777262180975,290.57031200500205
15,client10,0.5895895220091818,690.6763500301167
16,client18,0.6188833124215809,137.5481899594888
16,client13,0.5930366612866036,228.9081159979105
16,client20,0.580123173529767,388.1565799820237
16,client5,0.59817147954064,837.5177659909241
16,client1,0.5977888918136351,159.28169596008956
16,client3,0.6,198.05809599347413
16,client2,0.5792809839167455,433.8104050257243
16,client12,0.5923651895355045,163.68405101820827
16,client9,0.5909222737819025,310.060360992793
16,client10,0.5977585741290845,681.1772409710102
17,client18,0.5580301129234629,132.49447697307914
17,client13,0.5948812543232649,213.28230999642983
17,client20,0.5995652698949402,416.8138849781826
17,client5,0.6014048388895084,839.4428730243817
17,client1,0.5985785733087655,171.19443998672068
17,client3,0.6012698412698413,210.9666290343739
17,client2,0.5853358561967833,441.4167369832285
17,client9,0.5730858468677494,290.8702170243487
17,client12,0.5912973838761345,155.8153029764071
17,client10,0.5847961112611396,714.8678289959207
18,client18,0.5881430363864492,129.44250600412488
18,client13,0.5886557528245331,216.9854319654405
18,client20,0.6018596787827557,377.71880900254473
18,client5,0.5932099453673765,827.9666730086319
18,client1,0.5822584890760727,161.0857350169681
18,client3,0.5796825396825397,204.92968999315053
18,client2,0.571996215704825,445.36435802001506
18,client12,0.5950347036839295,151.04249399155378
18,client9,0.5730858468677494,298.2820220058784
