,namespace,pod_name,container_name,joules
0,orchestrator,init-etcd-pvc-tc44n,init,0.0
1,client4,client4-744474fb99-dlsvc,linkerd-init,0.0
2,client17,client17-69b85b5ccf-s62mf,linkerd-init,0.0
3,client15,client15-79c969ddf-gfh8g,linkerd-init,0.0
4,client9,client9-d68fb99b4-2vrp8,linkerd-init,0.0
5,client5,client5-7d5ff7f8b4-lqxqf,linkerd-proxy,15842.290643902435
6,client5,client5-7d5ff7f8b4-lqxqf,linkerd-init,0.0
7,client12,client12-79bc8d5846-p79pl,linkerd-init,0.0
8,client16,client16-6dc7f87f54-mlzp2,linkerd-init,0.0
9,client16,client16-6dc7f87f54-mlzp2,linkerd-proxy,17769.58796097561
10,client16,client16-6dc7f87f54-mlzp2,client16,17773.317048780485
11,client16,client16-6dc7f87f54-mlzp2,sidecar,17723.43335121951
12,client2,client2-86cd6d8cf7-mkfcr,linkerd-init,0.0
13,client2,client2-86cd6d8cf7-mkfcr,client2,16355.366775609757
14,client2,client2-86cd6d8cf7-mkfcr,linkerd-proxy,16351.171175609757
15,client2,client2-86cd6d8cf7-mkfcr,sidecar,16316.279073170732
16,client3,client3-58c68898cd-chmn6,linkerd-init,0.0
17,client3,client3-58c68898cd-chmn6,sidecar,18116.468370731705
18,client3,client3-58c68898cd-chmn6,linkerd-proxy,18167.48975609756
19,client3,client3-58c68898cd-chmn6,client3,18168.642492682924
20,client18,client18-69db77c748-xgb7k,linkerd-init,0.0
21,client18,client18-69db77c748-xgb7k,sidecar,17684.484097560973
22,client18,client18-69db77c748-xgb7k,client18,17717.356653658535
23,client18,client18-69db77c748-xgb7k,linkerd-proxy,17713.70581951219
24,client7,client7-544486cc98-ks7cq,client7,17442.28300487805
25,client7,client7-544486cc98-ks7cq,sidecar,17409.326175609756
26,client7,client7-544486cc98-ks7cq,linkerd-proxy,17434.50880487805
27,client7,client7-544486cc98-ks7cq,linkerd-init,0.0
28,client11,client11-565c48c7c7-scwgp,client11,17752.10729756097
29,client11,client11-565c48c7c7-scwgp,linkerd-proxy,17747.062946341463
30,client11,client11-565c48c7c7-scwgp,linkerd-init,0.0
31,client11,client11-565c48c7c7-scwgp,sidecar,17562.107414634145
32,client19,client19-56fccdb4d9-25p94,client19,17527.37783902439
33,client19,client19-56fccdb4d9-25p94,linkerd-proxy,17523.407970731707
34,client19,client19-56fccdb4d9-25p94,linkerd-init,0.0
35,client19,client19-56fccdb4d9-25p94,sidecar,17493.397692682927
36,client1,client1-7b9db886dd-sxwwl,linkerd-proxy,15722.806336585363
37,client1,client1-7b9db886dd-sxwwl,linkerd-init,0.0
38,client13,client13-7bf86f4f87-9nn7j,sidecar,13882.815580327871
39,client13,client13-7bf86f4f87-9nn7j,linkerd-init,0.0
40,client13,client13-7bf86f4f87-9nn7j,client13,15797.104608196723
41,client13,client13-7bf86f4f87-9nn7j,linkerd-proxy,15706.73332622951
42,client20,client20-65f8864f77-lhj6c,client20,17368.030101639346
43,client20,client20-65f8864f77-lhj6c,linkerd-init,0.0
44,client20,client20-65f8864f77-lhj6c,linkerd-proxy,17363.787973770493
45,client20,client20-65f8864f77-lhj6c,sidecar,17331.98111803279
46,server,server-656f98b57f-cc68z,linkerd-proxy,11839.077929508196
47,server,server-656f98b57f-cc68z,linkerd-init,0.0
48,client8,client8-5845965f99-4klzq,sidecar,15878.57591803279
49,client8,client8-5845965f99-4klzq,linkerd-proxy,17229.120137704922
