Unnamed: 0,namespace,pod_name,container_name,joules,K,timestamp
65,orchestrator,orchestrator-555f7b7c9d-c7zwx,linkerd-init,0.0,10,03-03-26-193721
66,orchestrator,orchestrator-555f7b7c9d-c7zwx,sidecar,7983.773492537313,10,03-03-26-193721
67,api-gateway,api-gateway-6bf76d45b7-z7f7w,linkerd-init,0.0,10,03-03-26-193721
68,orchestrator,orchestrator-555f7b7c9d-c7zwx,linkerd-proxy,9169.864023880597,10,03-03-26-193721
69,orchestrator,policy-enforcer-cb8dccbd8-zcs9t,policy-enforcer,5847.228608955223,10,03-03-26-193721
70,client7,client7-544486cc98-n94qg,client7,19224.98856119403,10,03-03-26-193721
71,client7,client7-544486cc98-n94qg,sidecar,19174.640453731343,10,03-03-26-193721
72,client7,client7-544486cc98-n94qg,linkerd-init,0.0,10,03-03-26-193721
73,client7,client7-544486cc98-n94qg,linkerd-proxy,19218.25566567164,10,03-03-26-193721
74,client5,client5-7d5ff7f8b4-6c9j5,linkerd-init,0.0,10,03-03-26-193721
75,client5,client5-7d5ff7f8b4-6c9j5,sidecar,15940.348513432837,10,03-03-26-193721
76,client5,client5-7d5ff7f8b4-6c9j5,client5,17404.265002985074,10,03-03-26-193721
77,client5,client5-7d5ff7f8b4-6c9j5,linkerd-proxy,17299.77471044776,10,03-03-26-193721
78,client8,client8-5845965f99-knkgg,linkerd-init,0.0,10,03-03-26-193721
79,client8,client8-5845965f99-knkgg,sidecar,17528.98734328358,10,03-03-26-193721
80,client8,client8-5845965f99-knkgg,client8,18167.56305671641,10,03-03-26-193721
81,client8,client8-5845965f99-knkgg,linkerd-proxy,18159.29554626865,10,03-03-26-193721
82,client13,client13-7bf86f4f87-hjdx5,linkerd-proxy,16951.479845925925,10,03-03-26-193721
83,client13,client13-7bf86f4f87-hjdx5,sidecar,14713.495253333333,10,03-03-26-193721
84,client13,client13-7bf86f4f87-hjdx5,client13,17072.78874074074,10,03-03-26-193721
85,server,server-656f98b57f-4xz8j,server,13200.167016296296,10,03-03-26-193721
86,server,server-656f98b57f-4xz8j,linkerd-proxy,12460.437736296297,10,03-03-26-193721
87,server,server-656f98b57f-4xz8j,sidecar,10574.62433185185,10,03-03-26-193721
88,client4,client4-744474fb99-kblh5,client4,19196.978322962965,10,03-03-26-193721
89,client4,client4-744474fb99-kblh5,linkerd-proxy,19191.24356740741,10,03-03-26-193721
90,client4,client4-744474fb99-kblh5,sidecar,19150.75107555556,10,03-03-26-193721
91,client9,client9-d68fb99b4-rml72,client9,18269.763176296296,10,03-03-26-193721
92,client9,client9-d68fb99b4-rml72,linkerd-proxy,18239.34940444445,10,03-03-26-193721
93,client9,client9-d68fb99b4-rml72,sidecar,16090.709594074073,10,03-03-26-193721
94,api-gateway,api-gateway-6bf76d45b7-z7f7w,api-gateway,11462.548394029847,10,03-03-26-193721
95,api-gateway,api-gateway-6bf76d45b7-z7f7w,sidecar,7995.137528358209,10,03-03-26-193721
96,client1,maurits-dijk-903b2a9fclient11-s7bvf,sidecar,13709.688752285185,10,03-03-26-193721
97,client1,maurits-dijk-903b2a9fclient11-s7bvf,hfl-train-model,17281.361257640747,10,03-03-26-193721
98,client1,maurits-dijk-903b2a9fclient11-s7bvf,hfl-train,19342.603020842485,10,03-03-26-193721
99,client10,maurits-dijk-903b2a9fclient101-v688j,sidecar,14382.715757037036,10,03-03-26-193721
100,client10,maurits-dijk-903b2a9fclient101-v688j,hfl-train,19039.49681777778,10,03-03-26-193721
101,client10,maurits-dijk-903b2a9fclient101-v688j,hfl-train-model,16871.32873481482,10,03-03-26-193721
102,client6,maurits-dijk-903b2a9fclient61-rpqrw,sidecar,14119.046447407409,10,03-03-26-193721
103,client6,maurits-dijk-903b2a9fclient61-rpqrw,hfl-train-model,16606.458287407408,10,03-03-26-193721
104,client6,maurits-dijk-903b2a9fclient61-rpqrw,hfl-train,18809.745351111116,10,03-03-26-193721
105,client17,maurits-dijk-903b2a9fclient171-cssjr,hfl-train-model,17198.863051851848,10,03-03-26-193721
106,client17,maurits-dijk-903b2a9fclient171-cssjr,sidecar,15367.44402962963,10,03-03-26-193721
107,client17,maurits-dijk-903b2a9fclient171-cssjr,hfl-train,19238.11804444444,10,03-03-26-193721
108,client14,maurits-dijk-903b2a9fclient141-nw72l,sidecar,14461.418357503304,10,03-03-26-193721
109,client14,maurits-dijk-903b2a9fclient141-nw72l,hfl-train,20530.54137983016,10,03-03-26-193721
110,client14,maurits-dijk-903b2a9fclient141-nw72l,hfl-train-model,17714.105861638873,10,03-03-26-193721
111,client18,maurits-dijk-903b2a9fclient181-g7vvn,hfl-train-model,17160.71615522388,10,03-03-26-193721
112,client18,maurits-dijk-903b2a9fclient181-g7vvn,sidecar,14410.513337313432,10,03-03-26-193721
113,client18,maurits-dijk-903b2a9fclient181-g7vvn,hfl-train,19148.642985074624,10,03-03-26-193721
114,client2,maurits-dijk-903b2a9fclient21-6rwqk,sidecar,12956.81143880597,10,03-03-26-193721
115,client2,maurits-dijk-903b2a9fclient21-6rwqk,hfl-train-model,17172.40470447761,10,03-03-26-193721
116,client2,maurits-dijk-903b2a9fclient21-6rwqk,hfl-train,19254.83166567164,10,03-03-26-193721
117,client5,maurits-dijk-903b2a9fclient51-jg457,hfl-train-model,17229.876943283583,10,03-03-26-193721
118,client5,maurits-dijk-903b2a9fclient51-jg457,hfl-train,19457.58583880597,10,03-03-26-193721
119,client5,maurits-dijk-903b2a9fclient51-jg457,sidecar,14968.11536716418,10,03-03-26-193721
120,client13,maurits-dijk-903b2a9fclient131-l8zx9,hfl-train,19948.88154074074,10,03-03-26-193721
121,client13,maurits-dijk-903b2a9fclient131-l8zx9,sidecar,14319.850192592592,10,03-03-26-193721
122,client13,maurits-dijk-903b2a9fclient131-l8zx9,hfl-train-model,16870.15168,10,03-03-26-193721
123,server,maurits-dijk-903b2a9fserver1-2hxcj,hfl-train,12251.81304888889,10,03-03-26-193721
124,server,maurits-dijk-903b2a9fserver1-2hxcj,hfl-train-model,21132.55616,10,03-03-26-193721
125,server,maurits-dijk-903b2a9fserver1-2hxcj,sidecar,9295.82501925926,10,03-03-26-193721
126,client9,maurits-dijk-903b2a9fclient91-xj78t,hfl-train,20282.90320592593,10,03-03-26-193721
127,client9,maurits-dijk-903b2a9fclient91-xj78t,sidecar,16357.45550222222,10,03-03-26-193721
128,client9,maurits-dijk-903b2a9fclient91-xj78t,hfl-train-model,18118.46497185185,10,03-03-26-193721
