,round,namespace,pod_name,container_name,joules
0,0,server,server-656f98b57f-865jx,linkerd-proxy,470.03100000000006
1,0,server,server-656f98b57f-865jx,linkerd-init,0.0
2,0,client8,client8-5845965f99-rzx9d,client8,837.642
3,0,client8,client8-5845965f99-rzx9d,linkerd-init,0.0
4,0,client8,client8-5845965f99-rzx9d,linkerd-proxy,837.117
5,0,client8,client8-5845965f99-rzx9d,sidecar,735.189
6,0,client14,client14-856b5b5576-4s485,linkerd-proxy,923.961
7,0,client14,client14-856b5b5576-4s485,sidecar,922.3530000000001
8,0,client14,client14-856b5b5576-4s485,client14,924.3060000000002
9,0,client14,client14-856b5b5576-4s485,linkerd-init,0.0
10,0,client10,client10-694b6b97b4-w54qw,client10,807.393
11,0,client10,client10-694b6b97b4-w54qw,sidecar,738.336
12,0,client10,client10-694b6b97b4-w54qw,linkerd-proxy,807.1980000000001
13,0,client10,client10-694b6b97b4-w54qw,linkerd-init,0.0
14,0,api-gateway,api-gateway-6bf76d45b7-k7mdl,linkerd-proxy,443.64899999999994
15,0,api-gateway,api-gateway-6bf76d45b7-k7mdl,linkerd-init,0.0
16,0,orchestrator,orchestrator-555f7b7c9d-nsvns,linkerd-init,0.0
17,0,orchestrator,policy-enforcer-cb8dccbd8-mw69b,linkerd-proxy,425.8560000000001
18,0,orchestrator,policy-enforcer-cb8dccbd8-mw69b,linkerd-init,0.0
19,0,orchestrator,orchestrator-555f7b7c9d-nsvns,linkerd-proxy,425.793
20,0,client6,client6-785d875985-crl4f,sidecar,776.559
21,0,client6,client6-785d875985-crl4f,linkerd-proxy,778.7339999999998
22,0,client6,client6-785d875985-crl4f,linkerd-init,0.0
23,0,client6,client6-785d875985-crl4f,client6,779.037
24,0,client4,client4-744474fb99-k44bn,sidecar,840.6
25,0,client4,client4-744474fb99-k44bn,client4,843.1199999999999
26,0,client4,client4-744474fb99-k44bn,linkerd-proxy,842.742
27,0,client4,client4-744474fb99-k44bn,linkerd-init,0.0
