,round,namespace,pod_name,container_name,joules
0,0,client20,client20-65f8864f77-l5kdx,linkerd-init,0.0
1,0,server,server-656f98b57f-rlwxb,linkerd-proxy,572.4689999999999
2,0,server,server-656f98b57f-rlwxb,linkerd-init,0.0
3,0,client8,client8-5845965f99-vwgpx,linkerd-proxy,768.873
4,0,client8,client8-5845965f99-vwgpx,client8,769.497
5,0,client8,client8-5845965f99-vwgpx,linkerd-init,0.0
6,0,client8,client8-5845965f99-vwgpx,sidecar,699.513
7,0,client14,client14-856b5b5576-k4dxn,client14,820.506
8,0,client14,client14-856b5b5576-k4dxn,linkerd-proxy,820.233
9,0,client14,client14-856b5b5576-k4dxn,linkerd-init,0.0
10,0,client14,client14-856b5b5576-k4dxn,sidecar,818.667
11,0,client10,client10-694b6b97b4-fmmw2,sidecar,685.5240000000001
12,0,client10,client10-694b6b97b4-fmmw2,client10,786.807
13,0,client10,client10-694b6b97b4-fmmw2,linkerd-init,0.0
14,0,client10,client10-694b6b97b4-fmmw2,linkerd-proxy,786.7019999999999
15,0,orchestrator,orchestrator-555f7b7c9d-vv2z2,linkerd-proxy,403.548
16,0,api-gateway,api-gateway-6bf76d45b7-k9j8g,linkerd-proxy,422.505
17,0,api-gateway,api-gateway-6bf76d45b7-k9j8g,linkerd-init,0.0
18,0,orchestrator,policy-enforcer-cb8dccbd8-z7pmg,linkerd-proxy,403.50300000000004
19,0,orchestrator,orchestrator-555f7b7c9d-vv2z2,linkerd-init,0.0
20,0,orchestrator,policy-enforcer-cb8dccbd8-z7pmg,linkerd-init,0.0
21,0,client6,client6-785d875985-p6wj7,linkerd-proxy,832.776
22,0,client6,client6-785d875985-p6wj7,sidecar,831.3330000000001
23,0,client6,client6-785d875985-p6wj7,client6,833.1240000000001
24,0,client6,client6-785d875985-p6wj7,linkerd-init,0.0
25,0,client4,client4-744474fb99-7r6nj,client4,749.562
26,0,client4,client4-744474fb99-7r6nj,sidecar,747.48
27,0,client4,client4-744474fb99-7r6nj,linkerd-proxy,749.457
28,0,client4,client4-744474fb99-7r6nj,linkerd-init,0.0
29,0,client17,client17-69b85b5ccf-vqwrf,linkerd-init,0.0
30,0,client17,client17-69b85b5ccf-vqwrf,client17,648.318
31,0,client17,client17-69b85b5ccf-vqwrf,linkerd-proxy,645.2909999999999
32,0,client17,client17-69b85b5ccf-vqwrf,sidecar,627.819
33,0,client15,client15-79c969ddf-jsj98,client15,668.739
34,0,client15,client15-79c969ddf-jsj98,sidecar,648.87
35,0,client15,client15-79c969ddf-jsj98,linkerd-init,0.0
36,0,client15,client15-79c969ddf-jsj98,linkerd-proxy,668.484
37,0,client9,client9-d68fb99b4-27ck8,client9,629.6700000000001
38,0,client9,client9-d68fb99b4-27ck8,sidecar,518.22
39,0,client9,client9-d68fb99b4-27ck8,linkerd-proxy,625.878
40,0,client9,client9-d68fb99b4-27ck8,linkerd-init,0.0
41,0,client5,client5-7d5ff7f8b4-vtj9q,linkerd-proxy,651.4140000000001
42,0,client5,client5-7d5ff7f8b4-vtj9q,client5,655.683
43,0,client5,client5-7d5ff7f8b4-vtj9q,linkerd-init,0.0
44,0,client5,client5-7d5ff7f8b4-vtj9q,sidecar,543.45
45,0,client12,client12-79bc8d5846-jnjhx,client12,714.27
46,0,client12,client12-79bc8d5846-jnjhx,linkerd-init,0.0
47,0,client12,client12-79bc8d5846-jnjhx,sidecar,712.134
48,0,client12,client12-79bc8d5846-jnjhx,linkerd-proxy,714.1800000000001
49,0,client16,client16-6dc7f87f54-mhgpm,linkerd-proxy,667.5539999999999
50,0,client16,client16-6dc7f87f54-mhgpm,sidecar,666.21
51,0,client16,client16-6dc7f87f54-mhgpm,client16,667.755
52,0,client16,client16-6dc7f87f54-mhgpm,linkerd-init,0.0
53,0,client2,client2-86cd6d8cf7-5d6gw,linkerd-init,0.0
54,0,client2,client2-86cd6d8cf7-5d6gw,client2,667.689
55,0,client2,client2-86cd6d8cf7-5d6gw,linkerd-proxy,667.4159999999999
56,0,client2,client2-86cd6d8cf7-5d6gw,sidecar,665.9879999999999
57,0,client3,client3-58c68898cd-8576n,linkerd-proxy,685.239
58,0,client3,client3-58c68898cd-8576n,sidecar,683.1780000000001
59,0,client3,client3-58c68898cd-8576n,client3,685.3290000000001
60,0,client3,client3-58c68898cd-8576n,linkerd-init,0.0
61,0,client18,client18-69db77c748-ggr7s,client18,698.625
62,0,client18,client18-69db77c748-ggr7s,linkerd-proxy,698.3610000000001
63,0,client18,client18-69db77c748-ggr7s,linkerd-init,0.0
64,0,client18,client18-69db77c748-ggr7s,sidecar,697.1610000000001
65,0,client7,client7-544486cc98-xbnlj,sidecar,660.7529999999999
66,0,client7,client7-544486cc98-xbnlj,linkerd-proxy,661.7669999999999
67,0,client7,client7-544486cc98-xbnlj,client7,662.1569999999999
68,0,client7,client7-544486cc98-xbnlj,linkerd-init,0.0
69,0,client11,client11-565c48c7c7-bhp5f,linkerd-proxy,742.803
70,0,client11,client11-565c48c7c7-bhp5f,client11,743.1419999999999
71,0,client11,client11-565c48c7c7-bhp5f,sidecar,676.5719999999999
72,0,client11,client11-565c48c7c7-bhp5f,linkerd-init,0.0
73,0,client19,client19-56fccdb4d9-2l2q6,sidecar,683.481
74,0,client19,client19-56fccdb4d9-2l2q6,client19,685.02
75,0,client19,client19-56fccdb4d9-2l2q6,linkerd-proxy,684.8219999999999
76,0,client19,client19-56fccdb4d9-2l2q6,linkerd-init,0.0
77,0,client1,client1-7b9db886dd-8vd8t,client1,641.6669999999999
78,0,client1,client1-7b9db886dd-8vd8t,linkerd-init,0.0
79,0,client1,client1-7b9db886dd-8vd8t,sidecar,619.1370000000002
80,0,client1,client1-7b9db886dd-8vd8t,linkerd-proxy,640.8660000000001
81,0,client13,client13-7bf86f4f87-bmwmr,linkerd-proxy,647.298
82,0,client13,client13-7bf86f4f87-bmwmr,client13,652.5810000000001
83,0,client13,client13-7bf86f4f87-bmwmr,linkerd-init,0.0
84,0,client13,client13-7bf86f4f87-bmwmr,sidecar,564.5520000000001
85,0,client20,client20-65f8864f77-l5kdx,sidecar,705.1769999999999
86,0,client20,client20-65f8864f77-l5kdx,client20,706.6289999999999
87,0,client20,client20-65f8864f77-l5kdx,linkerd-proxy,706.4100000000001
88,0,server,server-656f98b57f-rlwxb,sidecar,540.255
89,0,server,server-656f98b57f-rlwxb,server,598.743
90,0,orchestrator,policy-enforcer-cb8dccbd8-z7pmg,sidecar,395.391
91,0,orchestrator,orchestrator-555f7b7c9d-vv2z2,orchestrator,289.737
92,0,api-gateway,api-gateway-6bf76d45b7-k9j8g,sidecar,330.54
93,0,orchestrator,orchestrator-555f7b7c9d-vv2z2,sidecar,379.677
94,0,api-gateway,api-gateway-6bf76d45b7-k9j8g,api-gateway,409.299
95,0,orchestrator,policy-enforcer-cb8dccbd8-z7pmg,policy-enforcer,346.269
96,0,client17,maurits-dijk-a51e0be5client171-4w5xg,hfl-train,733.395
97,0,client17,maurits-dijk-a51e0be5client171-4w5xg,sidecar,557.076
98,0,client17,maurits-dijk-a51e0be5client171-4w5xg,hfl-train-model,642.1439999999999
99,0,client9,maurits-dijk-a51e0be5client91-hvvmg,sidecar,495.6
100,0,client9,maurits-dijk-a51e0be5client91-hvvmg,hfl-train,832.5240000000001
101,0,client9,maurits-dijk-a51e0be5client91-hvvmg,hfl-train-model,621.504
102,0,client5,maurits-dijk-a51e0be5client51-55jvj,hfl-train,702.3
103,0,client5,maurits-dijk-a51e0be5client51-55jvj,sidecar,500.82899999999995
104,0,client5,maurits-dijk-a51e0be5client51-55jvj,hfl-train-model,648.984
105,0,client1,maurits-dijk-a51e0be5client11-jfcr5,sidecar,492.80400000000003
106,0,client1,maurits-dijk-a51e0be5client11-jfcr5,hfl-train,685.812
107,0,client1,maurits-dijk-a51e0be5client11-jfcr5,hfl-train-model,635.277
108,0,client13,maurits-dijk-a51e0be5client131-bbdtg,hfl-train-model,644.343
109,0,client13,maurits-dijk-a51e0be5client131-bbdtg,hfl-train,820.719
110,0,client13,maurits-dijk-a51e0be5client131-bbdtg,sidecar,515.88
111,0,server,maurits-dijk-a51e0be5server1-vqpxv,hfl-train,624.636
112,0,server,maurits-dijk-a51e0be5server1-vqpxv,sidecar,550.833
113,0,server,maurits-dijk-a51e0be5server1-vqpxv,hfl-train-model,931.41
114,1,client20,client20-65f8864f77-l5kdx,linkerd-init,0.0
115,1,server,server-656f98b57f-rlwxb,linkerd-proxy,501.105
116,1,server,server-656f98b57f-rlwxb,linkerd-init,0.0
117,1,client8,client8-5845965f99-vwgpx,linkerd-proxy,741.4050000000001
118,1,client8,client8-5845965f99-vwgpx,client8,741.8969999999999
119,1,client8,client8-5845965f99-vwgpx,linkerd-init,0.0
120,1,client8,client8-5845965f99-vwgpx,sidecar,645.8580000000002
121,1,client14,client14-856b5b5576-k4dxn,client14,754.008
122,1,client14,client14-856b5b5576-k4dxn,linkerd-proxy,753.6629999999999
123,1,client14,client14-856b5b5576-k4dxn,linkerd-init,0.0
124,1,client14,client14-856b5b5576-k4dxn,sidecar,752.3820000000001
125,1,client10,client10-694b6b97b4-fmmw2,sidecar,646.2389999999999
126,1,client10,client10-694b6b97b4-fmmw2,client10,673.9079999999999
127,1,client10,client10-694b6b97b4-fmmw2,linkerd-init,0.0
128,1,client10,client10-694b6b97b4-fmmw2,linkerd-proxy,673.893
129,1,orchestrator,orchestrator-555f7b7c9d-vv2z2,linkerd-proxy,343.27799999999996
