,BEDROOMS,NCOMBATH,NHAFBATH,OTHROOMS,TOTROOMS,DOOR1SUM,UGASHERE,MONPOOL,RECBATH,MONTUB,FUELTUB,HEATHOME,DNTHEAT,THERMAIN,PROTHERM,EQUIPMUSE,TEMPHOME,TEMPGONE,TEMPNITE,EQUIPAUX,EQUIPAUXTYPE,FUELAUX,ATTCHEAT,GARGHEAT,MOISTURE,USEMOISTURE,AIRCOND,COOLTYPE,CENACHP,AGECENAC,THERMAINAC,PROTHERMAC,USECENAC,NUMBERAC,WWACAGE,USEWWAC,TEMPGONEAC,TEMPNITEAC,ATTCCOOL,GARGCOOL,NUMCFAN,NUMFLOORFAN,NUMWHOLEFAN,NUMATTICFAN,NOTMOIST,USENOTMOIST,H2OHEATAPT,WHEATAGE,WHEATSIZ,MORETHAN1H2O,FUELH2O2,LGTINNUM,LGTIN4,LGTINCAN,LGTINCFL,LGTINLED,LGTINCNTL,LGTOUTNUM,LGTOUTCNTL,AUDIT,AUDITCHG,EELIGHTS,FREEAUDIT,REBATEAPP,RECYCAPP,TAXCREDITAPP,BENOTHER,ESCWASH,ESDISHW,ESDRYER,ESFREEZE,ESFRIG,ESLIGHT,ESWATER,ESWIN,SMARTTHERM,ELPAY,NGPAY,LPGPAY,FOPAY,SMARTMETER,INTDATA,INTDATAACC,HHSEX,HHAGE,EMPLOYHH,SDESCENT,HOUSEHOLDER_RACE,EDUCATION,NHSLDMEM,NUMADULT,NUMCHILD,ATHOME,MONEYPY,ENERGYASST,ENERGYASST11,ENERGYASST12,ENERGYASST13,ENERGYASST14,ENERGYASST15,ENERGYASSTOTH,SCALEB,SCALEG,SCALEE,PAYHELP,NOHEATBROKE,NOHEATEL,NOHEATNG,NOHEATBULK,NOHEATDAYS,NOHEATHELP,COLDMA,NOACBROKE,NOACEL,NOACDAYS,NOACHELP,HOTMA,USEEL,ELWARM,ELCOOL,ELWATER,ELFOOD,ELOTHER,USENG,UGWARM,UGWATER,UGCOOK,UGOTH,USELP,LPWARM,LPWATER,LPCOOK,LPOTHER,USEFO,FOWARM,FOWATER,FOOTHER,USEWOOD,WOODLOGS,WDPELLET,WDOTHER,WDWARM,WDWATER,USESOLAR,SOLWATER,SOLOTHER,TOTCSQFT,TOTHSQFT,TOTSQFT_EN,TOTUCSQFT,TOTUSQFT,CDD80,DBT1,ZWOODAMT,ZPELLETAMT,ZELAMOUNT,ZNGAMOUNT,ZFOAMOUNT,ZLPAMOUNT,REL_TOTALBTU,STUDIO_Yes,SWIMPOOL_Yes,ATTICFIN_Yes,BASEHEAT_Yes,CLIMATE_REGION_PUB_Cold/Very Cold,CLIMATE_REGION_PUB_Hot-Dry/Mixed-Dry,CLIMATE_REGION_PUB_Hot-Humid,CLIMATE_REGION_PUB_Marine,CLIMATE_REGION_PUB_Mixed-Humid,WINFRAME_Composite,WINFRAME_Fiberglass,WINFRAME_Metal (aluminum),WINFRAME_Vinyl,WINFRAME_Wood,IECC_CLIMATE_PUB_1A-2A,IECC_CLIMATE_PUB_2B,IECC_CLIMATE_PUB_3A,IECC_CLIMATE_PUB_3B-4B,IECC_CLIMATE_PUB_3C,IECC_CLIMATE_PUB_4A,IECC_CLIMATE_PUB_4C,IECC_CLIMATE_PUB_5A,IECC_CLIMATE_PUB_5B-5C,IECC_CLIMATE_PUB_6A-6B,IECC_CLIMATE_PUB_7A-7B-7AK-8AK,STORIES_Four or more stories,STORIES_One story,STORIES_Split-level,STORIES_Three stories,STORIES_Two stories,POOL_Yes,TYPEGLASS_Double-pane glass,TYPEGLASS_Single-pane glass,TYPEGLASS_Triple-pane glass,KOWNRENT_Occupied without payment of rent,KOWNRENT_Owned or being bought by someone in your household,KOWNRENT_Rented,ADQINSUL_Adequately insulated,ADQINSUL_Not insulated,ADQINSUL_Poorly insulated,ADQINSUL_Well insulated,"EQUIPM_Built-in electric units installed in walls, ceilings, baseboards, or floors",EQUIPM_Built-in floor/wall pipeless furnace,"EQUIPM_Built-in room heater burning gas, oil, or kerosene",EQUIPM_Central furnace,EQUIPM_Fireplace,EQUIPM_Heat pump,EQUIPM_Portable electric heaters,EQUIPM_Some other equipment,EQUIPM_Steam/hot water system with radiators or pipes,EQUIPM_Wood-burning stove (cordwood or pellets),DIVISION_ Pacific ,DIVISION_East North Central,DIVISION_East South Central,DIVISION_Middle Atlantic,DIVISION_Mountain North,DIVISION_Mountain South,DIVISION_New England,DIVISION_South Atlantic,DIVISION_West North Central,DIVISION_West South Central,FUELHEAT_Electricity,FUELHEAT_Fuel oil/kerosene,FUELHEAT_Natural gas from underground pipes,FUELHEAT_Not Applicable,FUELHEAT_Propane (bottled gas),FUELHEAT_Some other fuel,FUELHEAT_Wood (cordwood or pellets),HIGHCEIL_Yes,METROMICRO_METRO,METROMICRO_MICRO,METROMICRO_NONE,BASECOOL_Yes,YEARMADERANGE_1950 to 1959,YEARMADERANGE_1960 to 1969,YEARMADERANGE_1970 to 1979,YEARMADERANGE_1980 to 1989,YEARMADERANGE_1990 to 1999,YEARMADERANGE_2000 to 2009,YEARMADERANGE_2010 to 2015,YEARMADERANGE_Before 1950,PRKGPLC1_Yes,SIZEOFGARAGE_One-car garage,SIZEOFGARAGE_Three-or-more-car garage,SIZEOFGARAGE_Two-car garage,REGIONC_Midwest,REGIONC_Northeast,REGIONC_South,REGIONC_West,ROOFTYPE_Ceramic or clay tiles,ROOFTYPE_Concrete tiles,ROOFTYPE_Metal,ROOFTYPE_Other,ROOFTYPE_Shingles (composition or asphalt)) ,ROOFTYPE_Slate or synthetic shake,ROOFTYPE_Wood shingles/shakes,WALLTYPE_0ther,WALLTYPE_Brick,WALLTYPE_Concrete or concrete block,WALLTYPE_Shingle (composition),WALLTYPE_Siding,WALLTYPE_Stone,WALLTYPE_Stucco,WALLTYPE_Wood,CELLAR_Yes,OCCUPYYRANGE_1950 to 1959,OCCUPYYRANGE_1960 to 1969,OCCUPYYRANGE_1970 to 1979,OCCUPYYRANGE_1980 to 1989,OCCUPYYRANGE_1990 to 1999,OCCUPYYRANGE_2000 to 2009,OCCUPYYRANGE_2010 to 2015,OCCUPYYRANGE_Before 1950,FUELH2O_Electricity,FUELH2O_Fuel oil/kerosene,FUELH2O_Natural gas from underground pipes,FUELH2O_Propane (bottled gas),FUELH2O_Solar,FUELH2O_Some other fuel,FUELH2O_Wood (cordwood or pellets) ,BASEFIN_Yes,EQUIPAGE_10 to 14 years old,EQUIPAGE_15 to 19 years old,EQUIPAGE_2 to 4 years old,EQUIPAGE_20 years old,EQUIPAGE_5 to 9 years old,EQUIPAGE_Less than 2 years old,DRAFTY_All the time,DRAFTY_Most of the time,DRAFTY_Never,DRAFTY_Some of the time,UATYP10_C,UATYP10_R,UATYP10_U,WINDOWS_50,WINDOWS_ 30 or more,WINDOWS_1 to 2,WINDOWS_10 to 15,"WINDOWS_16 to 19, 50:20 to 29",WINDOWS_3 to 5,WINDOWS_6 to 9,FUELPOOL_Electricity,FUELPOOL_Fuel oil/kerosene,FUELPOOL_Natural gas from underground pipes,FUELPOOL_Propane (bottled gas),FUELPOOL_Solar,ATTIC_Yes,TYPEHUQ_Apartment in a building with 2 to 4 units,TYPEHUQ_Apartment in a building with 5 or more units,TYPEHUQ_Mobile home,TYPEHUQ_Single-family detached house,TYPEHUQ_single- family attached house
2430,5,2,1,5,10,1,1,-2,0,-2,-2,1,-2,1,1,2,70,68,68,0,-2,-2,0,0,0,-2,1,1,0,3,1,1,1,-2,-2,-2,70,70,0,0,8,0,0,0,0,-2,-2,3,3,0,-2,2,5,1,0,0,0,1,1,-9,-9,0,0,0,0,0,0,1,1,1,-2,1,1,1,1,0,1,1,-2,-2,0,-2,-2,1,35,1,0,1,4,3,3,0,5,8,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,0,0,0,0,-2,-2,0,0,0,-2,-2,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,0,0,0,0,3850,3850,5647,2447,2447,0,88.3,-2,-2,1,0,-2,-2,124402.78099999999,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2431,0,1,0,1,1,0,1,-2,0,-2,-2,1,-2,1,1,3,70,58,60,1,9,1,-2,-2,1,0,1,2,-2,-2,-2,-2,-2,1,2,1,70,65,-2,-2,0,2,-2,-2,0,-2,2,3,-2,-2,-2,1,6,4,4,4,0,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,0,1,0,1,1,-2,-2,0,-2,-2,2,23,1,0,2,3,1,1,0,5,2,0,-2,-2,-2,-2,-2,-2,2,2,0,-2,0,0,0,0,-2,-2,0,0,0,-2,-2,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,0,0,0,0,664,664,664,0,0,0,89.5,-2,-2,0,0,-2,-2,49887.517,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2432,3,2,0,4,7,0,0,-2,0,-2,-2,1,-2,1,0,1,68,66,66,1,2,7,0,-2,1,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,0,0,1,10,-2,2,3,0,-2,2,3,0,3,3,1,1,0,1,1,0,1,1,0,0,1,1,1,1,-2,1,1,1,1,0,1,-2,-2,-2,1,0,-2,2,69,0,0,1,3,1,1,0,5,4,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,0,0,0,0,-2,-2,0,0,0,-2,-2,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1616,3232,3232,1616,0,82.8,0,0,0,-2,-2,-2,8590.935000000001,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2433,3,2,0,4,7,0,1,-2,0,-2,-2,1,-2,1,0,2,70,65,70,0,-2,-2,1,-2,1,8,1,1,0,42,1,0,2,-2,-2,-2,60,62,1,-2,3,2,0,0,1,3,-2,2,2,0,-2,2,20,4,3,3,0,1,1,0,-2,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,1,1,-2,-2,0,-2,-2,1,28,2,0,1,4,5,2,3,4,4,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,0,0,0,0,-2,-2,0,0,0,-2,-2,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,0,0,0,0,3510,3510,3510,0,0,63,88.8,-2,-2,0,0,-2,-2,65234.653,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2434,2,1,0,3,5,0,1,-2,0,-2,-2,1,-2,1,0,2,70,60,55,1,1,5,-2,-2,0,-2,1,2,-2,-2,-2,-2,-2,1,3,2,80,60,-2,-2,0,2,0,0,0,-2,-2,1,2,0,-2,1,2,1,0,0,0,1,0,0,-2,0,0,0,0,0,0,0,-2,0,-2,0,0,0,1,0,1,1,-2,-2,0,-2,-2,1,47,0,0,1,2,2,2,0,4,3,1,0,0,1,0,0,0,1,2,3,1,1,1,0,0,150,1,0,0,0,-2,-2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,0,0,0,0,254,1272,1272,1018,0,0,90.4,-2,-2,0,0,-2,-2,91136.864,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2435,4,2,0,2,6,1,1,-2,0,-2,-2,1,-2,1,1,3,67,62,62,0,-2,-2,0,0,0,-2,1,2,-2,-2,-2,-2,-2,2,1,2,85,70,0,0,6,0,0,0,0,-2,-2,3,2,0,-2,2,12,4,3,0,0,1,1,-9,-9,-2,-2,-2,-2,-2,-2,1,0,1,-2,1,1,0,1,0,1,1,-2,-2,-9,-9,-9,1,36,2,0,1,3,4,2,2,4,5,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,0,0,0,0,-2,-2,0,0,0,-2,-2,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,0,0,0,0,467,1400,1400,1333,400,37,93.2,-2,-2,0,0,-2,-2,7764.892,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
2436,3,2,1,7,10,0,0,-2,0,-2,-2,1,-2,1,1,1,70,69,69,1,4,7,0,-2,0,-2,1,1,1,41,1,1,1,-2,-2,-2,75,75,0,-2,1,0,0,0,0,-2,-2,2,4,0,-2,4,10,4,4,4,1,1,1,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-2,1,-2,1,-9,0,2,73,0,0,1,5,2,2,0,5,7,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,0,0,0,0,-2,-2,0,0,0,-2,-2,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2880,2880,4320,1440,1440,189,92.0,1,1,0,-2,-2,0,36460.017,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
2437,3,2,0,3,6,0,1,-2,0,-2,-2,1,-2,1,0,1,78,78,75,0,-2,-2,-2,-2,0,-2,1,1,0,3,1,0,1,-2,-2,-2,73,76,-2,-2,1,0,-2,-2,0,-2,2,1,-2,-2,-2,2,6,3,4,0,0,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-8,-2,-2,-8,-8,-8,-8,0,1,-2,-2,-2,-9,-9,-9,2,33,1,1,1,4,4,2,2,5,3,0,-2,-2,-2,-2,-2,-2,0,0,3,0,0,0,0,0,-2,-2,0,0,0,-2,-2,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,0,0,0,0,1156,1156,1156,0,0,481,94.3,-2,-2,0,-2,-2,-2,13795.01,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2438,3,2,0,2,5,0,1,-2,0,-2,-2,1,-2,1,1,3,70,68,65,1,1,5,-2,0,1,12,1,2,-2,-2,-2,-2,-2,2,2,4,75,68,-2,0,0,2,0,1,0,-2,-2,1,2,0,-2,2,5,4,3,4,1,1,0,0,-2,0,0,1,0,1,1,1,1,0,-2,1,1,1,1,1,1,1,-2,-2,1,1,0,2,41,1,0,4,5,4,2,2,3,8,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,0,0,0,0,-2,-2,0,0,0,-2,-2,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,0,0,0,0,764,1910,1910,1546,400,0,78.1,-2,-2,1,0,-2,-2,74369.72899999999,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2439,3,2,1,3,6,0,1,-2,0,-2,-2,1,-2,1,1,2,68,68,68,1,9,3,-2,0,0,-2,1,1,0,42,1,1,2,-2,-2,-2,68,78,-2,0,4,2,0,1,1,5,-2,3,3,0,-2,1,6,4,2,0,1,1,1,1,0,0,0,0,0,0,1,1,-2,1,-2,0,1,1,1,-9,1,1,-2,1,-9,-9,-9,2,72,0,0,4,5,2,2,0,5,2,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,0,0,0,0,-2,-2,0,0,0,-2,-2,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,-2,-2,-2,0,0,0,0,0,3200,1850,3200,400,1750,30,88.3,-2,-2,0,0,1,-2,37312.099,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2440,3,2,0,4,7,0,1,6,1,1,1,1,-2,1,1,3,67,62,70,1,3,1,-2,0,0,-2,1,1,0,41,1,1,3,-2,-2,-2,84,85,-2,0,5,0,0,0,0,-2,-2,1,2,0,-2,2,3,4,4,0,0,1,0,0,-2,0,0,0,0,1,0,0,0,0,-2,1,0,1,0,0,1,1,-2,-2,-9,-9,-9,1,58,2,0,1,3,2,2,0,4,3,0,-2,-2,-2,-2,-2,-2,3,0,0,-2,0,0,0,0,-2,-2,0,0,0,-2,-2,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,0,0,0,0,1938,1938,1938,400,400,1453,106.3,-2,-2,0,0,-2,-2,39950.91,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
2441,2,2,0,2,4,1,0,-2,0,-2,-2,1,-2,1,0,2,67,60,60,0,-2,-2,-2,-2,0,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2,0,-2,1,1,2,0,-2,2,25,0,1,0,0,-2,-2,0,-2,0,0,0,0,1,0,1,1,1,-2,1,1,1,1,0,1,-2,-2,-2,-9,-9,-9,2,64,0,0,1,4,2,2,0,5,6,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,0,0,0,0,-2,-2,0,0,0,-2,-2,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,0,0,0,0,0,1029,1029,1029,0,15,75.5,-2,-2,0,-2,-2,-2,5374.099,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2442,1,1,0,1,2,0,1,-2,0,-2,-2,1,-2,1,0,1,72,72,72,0,-2,-2,-2,-2,0,-2,1,1,0,41,1,0,1,-2,-2,-2,85,79,-2,-2,0,0,-2,-2,0,-2,1,3,2,0,-2,1,2,0,1,0,0,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,0,-2,0,-2,0,1,0,1,0,2,2,-2,-2,0,-2,-2,1,74,0,0,1,3,1,1,0,5,1,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,0,0,0,0,-2,-2,0,0,0,-2,-2,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,0,0,0,0,623,623,623,0,0,618,97.4,-2,-2,1,1,-2,-2,22399.388,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2443,4,3,1,9,13,1,1,-2,0,-2,-2,1,-2,1,1,2,68,65,68,0,-2,-2,0,0,1,5,1,1,0,41,1,1,3,-2,-2,-2,78,75,0,0,1,2,0,1,0,-2,-2,41,2,0,-2,2,2,4,0,4,0,1,1,1,1,0,0,0,0,0,0,0,-9,0,0,0,0,0,0,0,1,1,-2,-2,-9,-9,-9,2,43,1,0,1,5,4,2,2,1,4,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,1,0,0,0,3,0,0,1,0,2,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,0,0,0,0,5204,5204,5204,400,400,143,95.1,-2,-2,0,0,-2,-2,52018.295999999995,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
2444,4,2,0,4,8,0,0,-2,0,-2,-2,1,-2,1,0,2,73,70,72,1,9,2,-2,0,0,-2,1,3,1,3,1,0,2,1,2,2,75,71,-2,0,6,3,0,0,1,3,-2,3,3,0,-2,2,20,3,3,0,0,1,1,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-2,1,-2,-9,-9,-9,1,39,2,0,1,3,6,4,2,5,4,0,-2,-2,-2,-2,-2,-2,0,0,0,-2,0,0,0,0,-2,-2,0,0,0,-2,-2,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-2,-2,-2,0,0,0,0,0,2038,1781,2550,762,1019,136,93.4,-2,-2,0,-2,-2,0,51189.456,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
