round,namespace,pod_name,container_name,joules,exp,K,Z,sigma_ed,sigma_iid,timestamp,anomaly_score
14,client6,client6-785d875985-4q2t7,client6,985.9770000000008,exp1,5,190,1000.0,10,10-05-26-181748,0.046865071900348165
14,client6,client6-785d875985-4q2t7,linkerd-proxy,986.0820000000004,exp1,5,190,1000.0,10,10-05-26-181748,0.04696875926695876
21,client6,client6-785d875985-4q2t7,sidecar,934.7069999999984,exp1,5,190,1000.0,10,10-05-26-181748,0.04986212865436601
5,client6,client6-785d875985-dvnhx,client6,914.387999999999,exp1,5,190,1000.0,10,08-05-26-195705,0.035406074442360824
5,client6,client6-785d875985-dvnhx,linkerd-proxy,914.2080000000004,exp1,5,190,1000.0,10,08-05-26-195705,0.03541774350152238
7,client6,client6-785d875985-dvnhx,sidecar,846.96,exp1,5,190,1000.0,10,08-05-26-195705,0.05047252543219208
6,client6,client6-785d875985-z8gh2,client6,923.8079999999992,exp1,5,190,1000.0,10,09-05-26-213720,0.04130764122259145
6,client6,client6-785d875985-z8gh2,linkerd-proxy,923.4930000000004,exp1,5,190,1000.0,10,09-05-26-213720,0.04131945067385856
6,client6,client6-785d875985-z8gh2,sidecar,920.9609999999992,exp1,5,190,1000.0,10,09-05-26-213720,0.041265472405051684
17,client7,client7-544486cc98-9bpqr,client7,893.2379999999994,exp1,5,190,1000.0,10,10-05-26-181748,0.037465028215738494
17,client7,client7-544486cc98-9bpqr,linkerd-proxy,892.9049999999988,exp1,5,190,1000.0,10,10-05-26-181748,0.037483984409420606
17,client7,client7-544486cc98-9bpqr,sidecar,891.5910000000003,exp1,5,190,1000.0,10,10-05-26-181748,0.03750217577572029
0,client7,client7-544486cc98-lqjzk,client7,994.41,exp1,5,190,1000.0,10,08-05-26-195705,0.058556641263575265
0,client7,client7-544486cc98-lqjzk,linkerd-proxy,993.945,exp1,5,190,1000.0,10,08-05-26-195705,0.05854831118083256
0,client7,client7-544486cc98-lqjzk,sidecar,911.928,exp1,5,190,1000.0,10,08-05-26-195705,0.06044621954159507
18,client7,client7-544486cc98-m2z98,client7,1033.985999999999,exp1,5,190,1000.0,10,09-05-26-213720,0.055321952044913025
18,client7,client7-544486cc98-m2z98,linkerd-proxy,1033.6650000000009,exp1,5,190,1000.0,10,09-05-26-213720,0.05535431192405288
18,client7,client7-544486cc98-m2z98,sidecar,1032.4169999999976,exp1,5,190,1000.0,10,09-05-26-213720,0.05542168915825976
7,client8,client8-5845965f99-9jpl5,client8,958.8030000000008,exp1,5,190,1000.0,10,09-05-26-213720,0.04277388403942581
7,client8,client8-5845965f99-9jpl5,linkerd-proxy,958.5029999999996,exp1,5,190,1000.0,10,09-05-26-213720,0.04279643086130175
4,client8,client8-5845965f99-9jpl5,sidecar,583.2869999999998,exp1,5,190,1000.0,10,09-05-26-213720,0.042757954699479184
18,client8,client8-5845965f99-t89sb,client8,999.3239999999988,exp1,5,190,1000.0,10,10-05-26-181748,0.05985056819538134
18,client8,client8-5845965f99-t89sb,linkerd-proxy,998.8529999999992,exp1,5,190,1000.0,10,10-05-26-181748,0.059841309047003494
18,client8,client8-5845965f99-t89sb,sidecar,997.5,exp1,5,190,1000.0,10,10-05-26-181748,0.06833663787302355
12,client8,client8-5845965f99-vqtxx,client8,931.8780000000006,exp1,5,190,1000.0,10,08-05-26-195705,0.04817309241111897
12,client8,client8-5845965f99-vqtxx,linkerd-proxy,931.5120000000024,exp1,5,190,1000.0,10,08-05-26-195705,0.04818374653103186
12,client8,client8-5845965f99-vqtxx,sidecar,930.101999999999,exp1,5,190,1000.0,10,08-05-26-195705,0.04819722096560161
15,client9,client9-d68fb99b4-jtqss,client9,828.0839999999989,exp1,5,190,1000.0,10,09-05-26-213720,0.036330801796187
15,client9,client9-d68fb99b4-jtqss,linkerd-proxy,827.1810000000005,exp1,5,190,1000.0,10,09-05-26-213720,0.03657662832760744
23,client9,client9-d68fb99b4-jtqss,sidecar,735.1590000000015,exp1,5,190,1000.0,10,09-05-26-213720,0.04343215301051709
2,client9,client9-d68fb99b4-pn8zk,client9,871.404,exp1,5,190,1000.0,10,08-05-26-195705,0.048763497940752576
2,client9,client9-d68fb99b4-pn8zk,linkerd-proxy,869.2830000000001,exp1,5,190,1000.0,10,08-05-26-195705,0.04873045755622224
2,client9,client9-d68fb99b4-pn8zk,sidecar,750.627,exp1,5,190,1000.0,10,08-05-26-195705,0.049318843183912026
6,client9,client9-d68fb99b4-t5v62,client9,923.8740000000008,exp1,5,190,1000.0,10,10-05-26-181748,0.05372733031332816
6,client9,client9-d68fb99b4-t5v62,linkerd-proxy,922.893,exp1,5,190,1000.0,10,10-05-26-181748,0.05397873465691133
6,client9,client9-d68fb99b4-t5v62,sidecar,850.3290000000006,exp1,5,190,1000.0,10,10-05-26-181748,0.06722666368478558
2,client9,maurits-dijk-2f65a136client91-989xk,hfl-train,910.245,exp1,5,190,1000.0,10,08-05-26-195705,0.046667931842140964
2,client9,maurits-dijk-2f65a136client91-989xk,hfl-train-model,862.9799999999998,exp1,5,190,1000.0,10,08-05-26-195705,0.048934957758923064
2,client9,maurits-dijk-2f65a136client91-989xk,sidecar,749.298,exp1,5,190,1000.0,10,08-05-26-195705,0.051468874060239034
23,client9,maurits-dijk-a1ae290bclient91-hwgnj,hfl-train,862.9170000000013,exp1,5,190,1000.0,10,09-05-26-213720,0.03410405994770199
15,client9,maurits-dijk-a1ae290bclient91-hwgnj,hfl-train-model,821.4179999999997,exp1,5,190,1000.0,10,09-05-26-213720,0.03681817914466212
23,client9,maurits-dijk-a1ae290bclient91-hwgnj,sidecar,709.4879999999994,exp1,5,190,1000.0,10,09-05-26-213720,0.05722277143919144
6,client9,maurits-dijk-c62aff21client91-clh52,hfl-train,963.5069999999996,exp1,5,190,1000.0,10,10-05-26-181748,0.051715110866477426
6,client9,maurits-dijk-c62aff21client91-clh52,hfl-train-model,917.213999999999,exp1,5,190,1000.0,10,10-05-26-181748,0.05428601863761626
19,client9,maurits-dijk-c62aff21client91-clh52,sidecar,725.6610000000001,exp1,5,190,1000.0,10,10-05-26-181748,0.05485108500670979
0,orchestrator,orchestrator-555f7b7c9d-b8qvg,linkerd-proxy,429.558,exp1,5,190,1000.0,10,09-05-26-213720,0.037147721117015836
7,orchestrator,orchestrator-555f7b7c9d-b8qvg,orchestrator,141.2610000000002,exp1,5,190,1000.0,10,09-05-26-213720,0.08998067565504761
11,orchestrator,orchestrator-555f7b7c9d-b8qvg,sidecar,423.48,exp1,5,190,1000.0,10,09-05-26-213720,0.04696364661147656
2,orchestrator,orchestrator-555f7b7c9d-h7ldg,linkerd-proxy,419.823,exp1,5,190,1000.0,10,10-05-26-181748,0.029722630997351895
12,orchestrator,orchestrator-555f7b7c9d-h7ldg,orchestrator,148.71000000000004,exp1,5,190,1000.0,10,10-05-26-181748,0.03875314898964624
10,orchestrator,orchestrator-555f7b7c9d-h7ldg,sidecar,404.6909999999998,exp1,5,190,1000.0,10,10-05-26-181748,0.04306912675415084
15,orchestrator,orchestrator-555f7b7c9d-vclhk,linkerd-proxy,420.5249999999997,exp1,5,190,1000.0,10,08-05-26-195705,0.030647977329510162
21,orchestrator,orchestrator-555f7b7c9d-vclhk,orchestrator,322.77300000000014,exp1,5,190,1000.0,10,08-05-26-195705,0.08672461327752565
2,orchestrator,orchestrator-555f7b7c9d-vclhk,sidecar,230.89200000000005,exp1,5,190,1000.0,10,08-05-26-195705,0.058513311736461404
2,orchestrator,policy-enforcer-cb8dccbd8-2jtxj,linkerd-proxy,419.80500000000006,exp1,5,190,1000.0,10,10-05-26-181748,0.029721598941202715
24,orchestrator,policy-enforcer-cb8dccbd8-2jtxj,policy-enforcer,147.52800000000025,exp1,5,190,1000.0,10,10-05-26-181748,0.05050005907872751
8,orchestrator,policy-enforcer-cb8dccbd8-2jtxj,sidecar,417.32400000000007,exp1,5,190,1000.0,10,10-05-26-181748,0.061310440542797884
15,orchestrator,policy-enforcer-cb8dccbd8-54fft,linkerd-proxy,420.4949999999999,exp1,5,190,1000.0,10,08-05-26-195705,0.030664705051919178
20,orchestrator,policy-enforcer-cb8dccbd8-54fft,policy-enforcer,303.66899999999987,exp1,5,190,1000.0,10,08-05-26-195705,0.04478813290580061
23,orchestrator,policy-enforcer-cb8dccbd8-54fft,sidecar,374.7420000000011,exp1,5,190,1000.0,10,08-05-26-195705,0.038582047760778476
0,orchestrator,policy-enforcer-cb8dccbd8-5895d,linkerd-proxy,429.48,exp1,5,190,1000.0,10,09-05-26-213720,0.03711556385326151
6,orchestrator,policy-enforcer-cb8dccbd8-5895d,policy-enforcer,214.9950000000001,exp1,5,190,1000.0,10,09-05-26-213720,0.03713728925213092
4,orchestrator,policy-enforcer-cb8dccbd8-5895d,sidecar,238.326,exp1,5,190,1000.0,10,09-05-26-213720,0.04768824157163676
4,server,maurits-dijk-2f65a136server1-jn9z9,hfl-train,582.0570000000002,exp1,5,190,1000.0,10,08-05-26-195705,0.034842716085159126
1,server,maurits-dijk-2f65a136server1-jn9z9,hfl-train-model,895.8449999999998,exp1,5,190,1000.0,10,08-05-26-195705,0.026381480800484414
4,server,maurits-dijk-2f65a136server1-jn9z9,sidecar,559.9349999999997,exp1,5,190,1000.0,10,08-05-26-195705,0.05202426237176888
5,server,maurits-dijk-a1ae290bserver1-hkpc8,hfl-train,592.377,exp1,5,190,1000.0,10,09-05-26-213720,0.04283601632000367
7,server,maurits-dijk-a1ae290bserver1-hkpc8,hfl-train-model,889.2929999999997,exp1,5,190,1000.0,10,09-05-26-213720,0.029714413656018956
13,server,maurits-dijk-a1ae290bserver1-hkpc8,sidecar,527.2289999999994,exp1,5,190,1000.0,10,09-05-26-213720,0.04874171386831891
5,server,maurits-dijk-c62aff21server1-j9ntg,hfl-train,618.3900000000003,exp1,5,190,1000.0,10,10-05-26-181748,0.03409611845806762
2,server,maurits-dijk-c62aff21server1-j9ntg,hfl-train-model,940.344,exp1,5,190,1000.0,10,10-05-26-181748,0.02337976946156603
23,server,maurits-dijk-c62aff21server1-j9ntg,sidecar,574.7820000000011,exp1,5,190,1000.0,10,10-05-26-181748,0.040739052591926395
5,server,server-656f98b57f-26dvf,linkerd-proxy,596.181,exp1,5,190,1000.0,10,09-05-26-213720,0.04238882605864577
5,server,server-656f98b57f-26dvf,server,610.3530000000001,exp1,5,190,1000.0,10,09-05-26-213720,0.04108130456105094
10,server,server-656f98b57f-26dvf,sidecar,527.5020000000004,exp1,5,190,1000.0,10,09-05-26-213720,0.045664431627417734
4,server,server-656f98b57f-2mplx,linkerd-proxy,588.0899999999997,exp1,5,190,1000.0,10,08-05-26-195705,0.03509729133888945
4,server,server-656f98b57f-2mplx,server,606.846,exp1,5,190,1000.0,10,08-05-26-195705,0.03579535391511546
1,server,server-656f98b57f-2mplx,sidecar,535.9950000000001,exp1,5,190,1000.0,10,08-05-26-195705,0.04835260261525895
5,server,server-656f98b57f-7fsp7,linkerd-proxy,624.1499999999996,exp1,5,190,1000.0,10,10-05-26-181748,0.03428790246070973
5,server,server-656f98b57f-7fsp7,server,637.8600000000001,exp1,5,190,1000.0,10,10-05-26-181748,0.03230713958010378
14,server,server-656f98b57f-7fsp7,sidecar,346.53899999999976,exp1,5,190,1000.0,10,10-05-26-181748,0.04584200875068625
3,api-gateway,api-gateway-6bf76d45b7-57zzf,api-gateway,325.5870000000002,exp1,5,230,1000.0,10,08-05-26-210948,0.026296032718295753
0,api-gateway,api-gateway-6bf76d45b7-57zzf,linkerd-proxy,436.2209999999999,exp1,5,230,1000.0,10,08-05-26-210948,0.029180304520184386
3,api-gateway,api-gateway-6bf76d45b7-57zzf,sidecar,231.8820000000001,exp1,5,230,1000.0,10,08-05-26-210948,0.05907123051938748
9,api-gateway,api-gateway-6bf76d45b7-8km5j,api-gateway,445.4430000000002,exp1,5,230,1000.0,10,09-05-26-225009,0.03249169594760251
9,api-gateway,api-gateway-6bf76d45b7-8km5j,linkerd-proxy,441.5070000000005,exp1,5,230,1000.0,10,09-05-26-225009,0.030413676116997107
17,api-gateway,api-gateway-6bf76d45b7-8km5j,sidecar,405.2819999999992,exp1,5,230,1000.0,10,09-05-26-225009,0.05396948844689839
17,api-gateway,api-gateway-6bf76d45b7-9lwn6,api-gateway,450.2459999999992,exp1,5,230,1000.0,10,10-05-26-193034,0.03002110503470265
7,api-gateway,api-gateway-6bf76d45b7-9lwn6,linkerd-proxy,439.5780000000004,exp1,5,230,1000.0,10,10-05-26-193034,0.028601124357011037
19,api-gateway,api-gateway-6bf76d45b7-9lwn6,sidecar,405.83699999999953,exp1,5,230,1000.0,10,10-05-26-193034,0.05772402289286854
10,client1,client1-7b9db886dd-7bfzr,client1,782.112000000001,exp1,5,230,1000.0,10,10-05-26-193034,0.028519366386434736
10,client1,client1-7b9db886dd-7bfzr,linkerd-proxy,781.5930000000008,exp1,5,230,1000.0,10,10-05-26-193034,0.028535130479246634
17,client1,client1-7b9db886dd-7bfzr,sidecar,508.45200000000114,exp1,5,230,1000.0,10,10-05-26-193034,0.0393768038223008
1,client1,client1-7b9db886dd-dmxv5,client1,865.989,exp1,5,230,1000.0,10,08-05-26-210948,0.05163568714752392
1,client1,client1-7b9db886dd-dmxv5,linkerd-proxy,865.914,exp1,5,230,1000.0,10,08-05-26-210948,0.05184730765974821
1,client1,client1-7b9db886dd-dmxv5,sidecar,822.6959999999999,exp1,5,230,1000.0,10,08-05-26-210948,0.05573803755346121
2,client1,client1-7b9db886dd-l6bt7,client1,847.251,exp1,5,230,1000.0,10,09-05-26-225009,0.0423401919657386
2,client1,client1-7b9db886dd-l6bt7,linkerd-proxy,846.588,exp1,5,230,1000.0,10,09-05-26-225009,0.04256676074016105
8,client1,client1-7b9db886dd-l6bt7,sidecar,822.5519999999997,exp1,5,230,1000.0,10,09-05-26-225009,0.04868987255584356
2,client1,maurits-dijk-01decb0eclient11-nhwss,hfl-train,874.2779999999998,exp1,5,230,1000.0,10,09-05-26-225009,0.04020412052631381
2,client1,maurits-dijk-01decb0eclient11-nhwss,hfl-train-model,840.9000000000001,exp1,5,230,1000.0,10,09-05-26-225009,0.04298695105610978
2,client1,maurits-dijk-01decb0eclient11-nhwss,sidecar,704.3340000000001,exp1,5,230,1000.0,10,09-05-26-225009,0.05016636823409973
17,client1,maurits-dijk-f7ee15a6client11-95lfb,hfl-train,617.0819999999985,exp1,5,230,1000.0,10,10-05-26-193034,0.02668663354559539
10,client1,maurits-dijk-f7ee15a6client11-95lfb,hfl-train-model,776.0640000000003,exp1,5,230,1000.0,10,10-05-26-193034,0.028816730287843678
10,client1,maurits-dijk-f7ee15a6client11-95lfb,sidecar,720.174,exp1,5,230,1000.0,10,10-05-26-193034,0.04438814952197781
1,client1,maurits-dijk-f9bdae8bclient11-dswbz,hfl-train,892.644,exp1,5,230,1000.0,10,08-05-26-210948,0.048832588238496955
1,client1,maurits-dijk-f9bdae8bclient11-dswbz,hfl-train-model,860.088,exp1,5,230,1000.0,10,08-05-26-210948,0.052144236535714705
21,client1,maurits-dijk-f9bdae8bclient11-dswbz,sidecar,703.9230000000007,exp1,5,230,1000.0,10,08-05-26-210948,0.06533249731082963
14,client10,client10-694b6b97b4-hdndm,client10,907.0409999999991,exp1,5,230,1000.0,10,08-05-26-210948,0.03845326125241119
14,client10,client10-694b6b97b4-hdndm,linkerd-proxy,906.8490000000002,exp1,5,230,1000.0,10,08-05-26-210948,0.03844659631561306
7,client10,client10-694b6b97b4-hdndm,sidecar,543.9180000000006,exp1,5,230,1000.0,10,08-05-26-210948,0.03780900070403598
21,client10,client10-694b6b97b4-j8p8v,client10,677.0909999999967,exp1,5,230,1000.0,10,09-05-26-225009,0.028839424026158716
21,client10,client10-694b6b97b4-j8p8v,linkerd-proxy,677.2230000000054,exp1,5,230,1000.0,10,09-05-26-225009,0.02878525193139958
9,client10,client10-694b6b97b4-j8p8v,sidecar,873.4379999999992,exp1,5,230,1000.0,10,09-05-26-225009,0.0458009258310654
1,client10,client10-694b6b97b4-sc6zh,client10,829.6980000000001,exp1,5,230,1000.0,10,10-05-26-193034,0.031679087661982325
1,client10,client10-694b6b97b4-sc6zh,linkerd-proxy,829.7249999999999,exp1,5,230,1000.0,10,10-05-26-193034,0.031729121059371174
1,client10,client10-694b6b97b4-sc6zh,sidecar,827.097,exp1,5,230,1000.0,10,10-05-26-193034,0.03187645311876147
0,client11,client11-565c48c7c7-7l87m,client11,908.379,exp1,5,230,1000.0,10,10-05-26-193034,0.03776522921938008
0,client11,client11-565c48c7c7-7l87m,linkerd-proxy,908.166,exp1,5,230,1000.0,10,10-05-26-193034,0.037779877327472455
0,client11,client11-565c48c7c7-7l87m,sidecar,842.3880000000001,exp1,5,230,1000.0,10,10-05-26-193034,0.0466261018768061
13,client11,client11-565c48c7c7-fv6s2,client11,904.7010000000008,exp1,5,230,1000.0,10,08-05-26-210948,0.04624981413695925
13,client11,client11-565c48c7c7-fv6s2,linkerd-proxy,904.5299999999988,exp1,5,230,1000.0,10,08-05-26-210948,0.046257050728881116
13,client11,client11-565c48c7c7-fv6s2,sidecar,902.8739999999998,exp1,5,230,1000.0,10,08-05-26-210948,0.04626902421520776
13,client11,client11-565c48c7c7-m9dcb,client11,901.8450000000012,exp1,5,230,1000.0,10,09-05-26-225009,0.040637132218718314
13,client11,client11-565c48c7c7-m9dcb,linkerd-proxy,901.7010000000008,exp1,5,230,1000.0,10,09-05-26-225009,0.04063754644389336
0,client11,client11-565c48c7c7-m9dcb,sidecar,636.894,exp1,5,230,1000.0,10,09-05-26-225009,0.0289089852915424
12,client12,client12-79bc8d5846-jwjgx,client12,945.8849999999984,exp1,5,230,1000.0,10,10-05-26-193034,0.04708050835304273
12,client12,client12-79bc8d5846-jwjgx,linkerd-proxy,945.5879999999996,exp1,5,230,1000.0,10,10-05-26-193034,0.04703301712447108
12,client12,client12-79bc8d5846-jwjgx,sidecar,820.0349999999999,exp1,5,230,1000.0,10,10-05-26-193034,0.04193049180888753
6,client12,client12-79bc8d5846-q7vqg,client12,1021.0740000000004,exp1,5,230,1000.0,10,08-05-26-210948,0.059195217420309254
6,client12,client12-79bc8d5846-q7vqg,linkerd-proxy,1020.9360000000006,exp1,5,230,1000.0,10,08-05-26-210948,0.05919729775239496
6,client12,client12-79bc8d5846-q7vqg,sidecar,864.6390000000001,exp1,5,230,1000.0,10,08-05-26-210948,0.04543954320157487
15,client12,client12-79bc8d5846-z4hp9,client12,919.3709999999992,exp1,5,230,1000.0,10,09-05-26-225009,0.0408414947764687
15,client12,client12-79bc8d5846-z4hp9,linkerd-proxy,919.1820000000008,exp1,5,230,1000.0,10,09-05-26-225009,0.040815429524585334
23,client12,client12-79bc8d5846-z4hp9,sidecar,815.5499999999993,exp1,5,230,1000.0,10,09-05-26-225009,0.0451871199273057
18,client13,client13-7bf86f4f87-fz9lt,client13,832.0589999999993,exp1,5,230,1000.0,10,10-05-26-193034,0.03544469188399149
18,client13,client13-7bf86f4f87-fz9lt,linkerd-proxy,829.5300000000007,exp1,5,230,1000.0,10,10-05-26-193034,0.03587984390805429
18,client13,client13-7bf86f4f87-fz9lt,sidecar,786.6659999999993,exp1,5,230,1000.0,10,10-05-26-193034,0.05933716039883413
13,client13,client13-7bf86f4f87-rctrh,client13,835.7700000000004,exp1,5,230,1000.0,10,09-05-26-225009,0.03410716634653685
13,client13,client13-7bf86f4f87-rctrh,linkerd-proxy,832.1640000000007,exp1,5,230,1000.0,10,09-05-26-225009,0.03440724510730636
3,client13,client13-7bf86f4f87-rctrh,sidecar,417.1979999999997,exp1,5,230,1000.0,10,09-05-26-225009,0.06446634251090494
21,client13,client13-7bf86f4f87-zd66n,client13,821.3790000000008,exp1,5,230,1000.0,10,08-05-26-210948,0.04181127420086955
21,client13,client13-7bf86f4f87-zd66n,linkerd-proxy,817.9680000000008,exp1,5,230,1000.0,10,08-05-26-210948,0.04223873199308223
10,client13,client13-7bf86f4f87-zd66n,sidecar,778.2870000000003,exp1,5,230,1000.0,10,08-05-26-210948,0.043638434824118444
13,client13,maurits-dijk-01decb0eclient131-n9f6j,hfl-train,874.994999999999,exp1,5,230,1000.0,10,09-05-26-225009,0.03188306759845813
13,client13,maurits-dijk-01decb0eclient131-n9f6j,hfl-train-model,829.1190000000006,exp1,5,230,1000.0,10,09-05-26-225009,0.03456013574646466
21,client13,maurits-dijk-01decb0eclient131-n9f6j,sidecar,747.0510000000013,exp1,5,230,1000.0,10,09-05-26-225009,0.07714233716388613
18,client13,maurits-dijk-f7ee15a6client131-xj6bz,hfl-train,871.8450000000012,exp1,5,230,1000.0,10,10-05-26-193034,0.033807699459575846
18,client13,maurits-dijk-f7ee15a6client131-xj6bz,hfl-train-model,826.0020000000022,exp1,5,230,1000.0,10,10-05-26-193034,0.036025517239971966
0,client13,maurits-dijk-f7ee15a6client131-xj6bz,sidecar,790.401,exp1,5,230,1000.0,10,10-05-26-193034,0.04556066054017435
21,client13,maurits-dijk-f9bdae8bclient131-rf7k8,hfl-train,861.2069999999985,exp1,5,230,1000.0,10,08-05-26-210948,0.03906325549648523
21,client13,maurits-dijk-f9bdae8bclient131-rf7k8,hfl-train-model,814.482,exp1,5,230,1000.0,10,08-05-26-210948,0.04230715709094823
10,client13,maurits-dijk-f9bdae8bclient131-rf7k8,sidecar,677.6940000000004,exp1,5,230,1000.0,10,08-05-26-210948,0.055148423805536195
16,client14,client14-856b5b5576-5k67j,client14,917.0040000000008,exp1,5,230,1000.0,10,08-05-26-210948,0.03943971615373523
16,client14,client14-856b5b5576-5k67j,linkerd-proxy,916.8090000000012,exp1,5,230,1000.0,10,08-05-26-210948,0.039464960361231594
16,client14,client14-856b5b5576-5k67j,sidecar,915.0840000000009,exp1,5,230,1000.0,10,08-05-26-210948,0.0394917064678563
1,client14,client14-856b5b5576-5p2vt,client14,943.5749999999998,exp1,5,230,1000.0,10,10-05-26-193034,0.050116377316220345
1,client14,client14-856b5b5576-5p2vt,linkerd-proxy,943.1700000000004,exp1,5,230,1000.0,10,10-05-26-193034,0.050086466579654265
1,client14,client14-856b5b5576-5p2vt,sidecar,914.514,exp1,5,230,1000.0,10,10-05-26-193034,0.04908739789875713
19,client14,client14-856b5b5576-5qc8m,client14,902.9160000000012,exp1,5,230,1000.0,10,09-05-26-225009,0.0377438020875559
19,client14,client14-856b5b5576-5qc8m,linkerd-proxy,902.6189999999988,exp1,5,230,1000.0,10,09-05-26-225009,0.037745771439551795
19,client14,client14-856b5b5576-5qc8m,sidecar,900.9239999999992,exp1,5,230,1000.0,10,09-05-26-225009,0.037767326378071314
1,client15,client15-79c969ddf-fwzsg,client15,895.1010000000001,exp1,5,230,1000.0,10,08-05-26-210948,0.03744570543787634
1,client15,client15-79c969ddf-fwzsg,linkerd-proxy,894.8309999999999,exp1,5,230,1000.0,10,08-05-26-210948,0.03744335776600893
1,client15,client15-79c969ddf-fwzsg,sidecar,893.2320000000002,exp1,5,230,1000.0,10,08-05-26-210948,0.03745148746262772
12,client15,client15-79c969ddf-hq7sd,client15,961.7610000000004,exp1,5,230,1000.0,10,09-05-26-225009,0.04873070975798133
12,client15,client15-79c969ddf-hq7sd,linkerd-proxy,961.4400000000004,exp1,5,230,1000.0,10,09-05-26-225009,0.048729388213854224
12,client15,client15-79c969ddf-hq7sd,sidecar,959.9550000000016,exp1,5,230,1000.0,10,09-05-26-225009,0.04877493246070108
15,client15,client15-79c969ddf-lvk4k,client15,915.9179999999996,exp1,5,230,1000.0,10,10-05-26-193034,0.04179856044752753
15,client15,client15-79c969ddf-lvk4k,linkerd-proxy,915.5369999999984,exp1,5,230,1000.0,10,10-05-26-193034,0.041780327016228774
15,client15,client15-79c969ddf-lvk4k,sidecar,914.1239999999998,exp1,5,230,1000.0,10,10-05-26-193034,0.045912107874656716
18,client16,client16-6dc7f87f54-hjfmk,client16,896.0670000000009,exp1,5,230,1000.0,10,09-05-26-225009,0.035447693649810846
18,client16,client16-6dc7f87f54-hjfmk,linkerd-proxy,895.857,exp1,5,230,1000.0,10,09-05-26-225009,0.035425247970187174
18,client16,client16-6dc7f87f54-hjfmk,sidecar,893.9010000000017,exp1,5,230,1000.0,10,09-05-26-225009,0.03552901735150879
15,client16,client16-6dc7f87f54-kzbrz,client16,925.4310000000004,exp1,5,230,1000.0,10,10-05-26-193034,0.040516613903100546
15,client16,client16-6dc7f87f54-kzbrz,linkerd-proxy,925.1370000000006,exp1,5,230,1000.0,10,10-05-26-193034,0.040504616730954346
5,client16,client16-6dc7f87f54-kzbrz,sidecar,837.1170000000002,exp1,5,230,1000.0,10,10-05-26-193034,0.03454765151627273
6,client16,client16-6dc7f87f54-pffhl,client16,922.491,exp1,5,230,1000.0,10,08-05-26-210948,0.043858250575066204
6,client16,client16-6dc7f87f54-pffhl,linkerd-proxy,922.3379999999988,exp1,5,230,1000.0,10,08-05-26-210948,0.043863602444004335
6,client16,client16-6dc7f87f54-pffhl,sidecar,920.1450000000004,exp1,5,230,1000.0,10,08-05-26-210948,0.043932803533779596
3,client17,client17-69b85b5ccf-cqlvc,client17,827.5319999999997,exp1,5,230,1000.0,10,08-05-26-210948,0.03943742468633987
3,client17,client17-69b85b5ccf-cqlvc,linkerd-proxy,823.3380000000002,exp1,5,230,1000.0,10,08-05-26-210948,0.039196463695770234
6,client17,client17-69b85b5ccf-cqlvc,sidecar,765.7260000000006,exp1,5,230,1000.0,10,08-05-26-210948,0.03673326305597094
23,client17,client17-69b85b5ccf-xlmnf,client17,829.755000000001,exp1,5,230,1000.0,10,10-05-26-193034,0.038132558983100834
23,client17,client17-69b85b5ccf-xlmnf,linkerd-proxy,826.2390000000014,exp1,5,230,1000.0,10,10-05-26-193034,0.038185822155296756
23,client17,client17-69b85b5ccf-xlmnf,sidecar,774.4259999999995,exp1,5,230,1000.0,10,10-05-26-193034,0.05129470307728887
4,client17,client17-69b85b5ccf-xz6z6,client17,837.1229999999996,exp1,5,230,1000.0,10,09-05-26-225009,0.04930842937588195
23,client17,client17-69b85b5ccf-xz6z6,linkerd-proxy,834.521999999999,exp1,5,230,1000.0,10,09-05-26-225009,0.04951295706092779
23,client17,client17-69b85b5ccf-xz6z6,sidecar,804.7680000000018,exp1,5,230,1000.0,10,09-05-26-225009,0.07013230525939348
4,client17,maurits-dijk-01decb0eclient171-zrmdp,hfl-train,870.9570000000003,exp1,5,230,1000.0,10,09-05-26-225009,0.04832393794900153
23,client17,maurits-dijk-01decb0eclient171-zrmdp,hfl-train-model,831.7830000000013,exp1,5,230,1000.0,10,09-05-26-225009,0.04980390593656328
23,client17,maurits-dijk-01decb0eclient171-zrmdp,sidecar,819.5160000000014,exp1,5,230,1000.0,10,09-05-26-225009,0.08073719056117817
23,client17,maurits-dijk-f7ee15a6client171-cjdxj,hfl-train,858.7619999999988,exp1,5,230,1000.0,10,10-05-26-193034,0.036573414428567125
23,client17,maurits-dijk-f7ee15a6client171-cjdxj,hfl-train-model,823.5750000000007,exp1,5,230,1000.0,10,10-05-26-193034,0.038341669805804085
17,client17,maurits-dijk-f7ee15a6client171-cjdxj,sidecar,700.3680000000004,exp1,5,230,1000.0,10,10-05-26-193034,0.04478773369050501
3,client17,maurits-dijk-f9bdae8bclient171-lbgvh,hfl-train,860.0100000000002,exp1,5,230,1000.0,10,08-05-26-210948,0.03844571274398009
3,client17,maurits-dijk-f9bdae8bclient171-lbgvh,hfl-train-model,820.098,exp1,5,230,1000.0,10,08-05-26-210948,0.039268981315210755
14,client17,maurits-dijk-f9bdae8bclient171-lbgvh,sidecar,675.9480000000003,exp1,5,230,1000.0,10,08-05-26-210948,0.038306006547691424
23,client18,client18-69db77c748-jxcqz,client18,988.2089999999988,exp1,5,230,1000.0,10,10-05-26-193034,0.05926063588781777
