round,namespace,pod_name,container_name,joules,exp,K,Z,sigma_ed,sigma_iid,timestamp,dbscan_label,zscore
18,client1,maurits-dijk-bfb796c5client11-87mlt,sidecar,768.987000000001,exp1,5,400,1000.0,10,11-05-26-013325,-1,2.5798195291154524
8,client10,client10-694b6b97b4-5vk6n,sidecar,856.0349999999999,exp1,5,400,1000.0,10,11-05-26-013325,-1,2.6995210922464037
22,client11,client11-565c48c7c7-jdh7g,sidecar,907.6890000000004,exp1,5,400,1000.0,10,10-05-26-034603,-1,2.520114260713214
23,client12,client12-79bc8d5846-qslll,sidecar,872.3040000000001,exp1,5,400,1000.0,10,09-05-26-115432,-1,2.5670821884078387
24,client18,client18-69db77c748-gr9sq,client18,951.140999999996,exp1,5,400,1000.0,10,09-05-26-115432,-1,2.817195100822951
24,client18,client18-69db77c748-gr9sq,linkerd-proxy,950.9339999999976,exp1,5,400,1000.0,10,09-05-26-115432,-1,2.817091247220219
24,client18,client18-69db77c748-gr9sq,sidecar,949.061999999998,exp1,5,400,1000.0,10,09-05-26-115432,-1,2.817534187244017
21,client19,client19-56fccdb4d9-c6qvh,sidecar,935.6849999999996,exp1,5,400,1000.0,10,11-05-26-013325,-1,2.5903263144763327
11,client6,client6-785d875985-mzcq6,client6,956.241,exp1,5,400,1000.0,10,09-05-26-115432,-1,2.563340395091691
11,client6,client6-785d875985-mzcq6,linkerd-proxy,956.1510000000015,exp1,5,400,1000.0,10,09-05-26-115432,-1,2.5645172663354314
11,client6,client6-785d875985-mzcq6,sidecar,953.6220000000012,exp1,5,400,1000.0,10,09-05-26-115432,-1,2.5661270019252673
