round,namespace,pod_name,container_name,joules
3,client2,client2-86cd6d8cf7-5d6gw,linkerd-proxy,724.5600000000559
3,client2,client2-86cd6d8cf7-5d6gw,sidecar,723.137999999919
3,client3,client3-58c68898cd-8576n,linkerd-proxy,737.216999999946
3,client3,client3-58c68898cd-8576n,sidecar,735.3540000001667
3,client3,client3-58c68898cd-8576n,client3,737.2170000001788
3,client3,client3-58c68898cd-8576n,linkerd-init,0.0
3,client18,client18-69db77c748-ggr7s,client18,706.0829999999842
3,client18,client18-69db77c748-ggr7s,linkerd-proxy,705.816000000108
3,client18,client18-69db77c748-ggr7s,linkerd-init,0.0
3,client18,client18-69db77c748-ggr7s,sidecar,704.6489999999758
3,client7,client7-544486cc98-xbnlj,sidecar,720.8669999998529
3,client7,client7-544486cc98-xbnlj,linkerd-proxy,721.9739999999292
3,client7,client7-544486cc98-xbnlj,client7,722.3190000000177
3,client7,client7-544486cc98-xbnlj,linkerd-init,0.0
3,client11,client11-565c48c7c7-bhp5f,linkerd-proxy,702.765000000014
3,client11,client11-565c48c7c7-bhp5f,client11,702.920999999973
3,client11,client11-565c48c7c7-bhp5f,sidecar,701.2800000000279
3,client11,client11-565c48c7c7-bhp5f,linkerd-init,0.0
3,client19,client19-56fccdb4d9-2l2q6,sidecar,777.2669999999925
3,client19,client19-56fccdb4d9-2l2q6,client19,778.6439999999711
3,client19,client19-56fccdb4d9-2l2q6,linkerd-proxy,778.4159999999683
3,client19,client19-56fccdb4d9-2l2q6,linkerd-init,0.0
3,client1,client1-7b9db886dd-8vd8t,linkerd-init,0.0
3,client1,client1-7b9db886dd-8vd8t,sidecar,724.4100000000326
3,client1,client1-7b9db886dd-8vd8t,client1,726.5699999999488
3,client1,client1-7b9db886dd-8vd8t,linkerd-proxy,726.5100000000093
3,client13,client13-7bf86f4f87-bmwmr,linkerd-proxy,719.3460000000196
3,client13,client13-7bf86f4f87-bmwmr,linkerd-init,0.0
3,client13,client13-7bf86f4f87-bmwmr,sidecar,717.9990000000689
3,client13,client13-7bf86f4f87-bmwmr,client13,719.5109999999404
3,client20,client20-65f8864f77-l5kdx,sidecar,707.6039999999339
3,client20,client20-65f8864f77-l5kdx,client20,708.9960000000428
3,client20,client20-65f8864f77-l5kdx,linkerd-proxy,708.8610000000335
3,server,server-656f98b57f-rlwxb,sidecar,512.6219999999739
3,server,server-656f98b57f-rlwxb,server,514.9470000000438
3,orchestrator,policy-enforcer-cb8dccbd8-z7pmg,sidecar,425.21100000001024
3,orchestrator,orchestrator-555f7b7c9d-vv2z2,orchestrator,105.00300000002608
3,api-gateway,api-gateway-6bf76d45b7-k9j8g,sidecar,425.1779999999562
3,orchestrator,orchestrator-555f7b7c9d-vv2z2,sidecar,425.225999999966
3,api-gateway,api-gateway-6bf76d45b7-k9j8g,api-gateway,187.67999999999302
3,orchestrator,policy-enforcer-cb8dccbd8-z7pmg,policy-enforcer,159.7949999999837
3,client17,client17-69b85b5ccf-vqwrf,client17,867.4350000000559
3,client17,client17-69b85b5ccf-vqwrf,sidecar,865.5810000000056
3,client15,client15-79c969ddf-jsj98,client15,878.2860000000801
3,client15,client15-79c969ddf-jsj98,sidecar,876.6540000000969
3,client5,client5-7d5ff7f8b4-vtj9q,sidecar,789.4650000000838
3,client5,client5-7d5ff7f8b4-vtj9q,client5,791.0579999999609
3,client17,maurits-dijk-a51e0be5client171-4w5xg,hfl-train,0.0
3,client17,maurits-dijk-a51e0be5client171-4w5xg,sidecar,0.0
3,client17,maurits-dijk-a51e0be5client171-4w5xg,hfl-train-model,0.0
3,client9,maurits-dijk-a51e0be5client91-hvvmg,sidecar,0.0
3,client9,maurits-dijk-a51e0be5client91-hvvmg,hfl-train,0.0
3,client9,maurits-dijk-a51e0be5client91-hvvmg,hfl-train-model,0.0
3,client5,maurits-dijk-a51e0be5client51-55jvj,hfl-train,0.0
3,client5,maurits-dijk-a51e0be5client51-55jvj,sidecar,0.0
3,client5,maurits-dijk-a51e0be5client51-55jvj,hfl-train-model,0.0
3,client1,maurits-dijk-a51e0be5client11-jfcr5,sidecar,0.0
3,client1,maurits-dijk-a51e0be5client11-jfcr5,hfl-train,0.0
3,client1,maurits-dijk-a51e0be5client11-jfcr5,hfl-train-model,0.0
3,client13,maurits-dijk-a51e0be5client131-bbdtg,hfl-train-model,0.0
3,client13,maurits-dijk-a51e0be5client131-bbdtg,hfl-train,0.0
3,client13,maurits-dijk-a51e0be5client131-bbdtg,sidecar,0.0
4,client20,client20-65f8864f77-l5kdx,linkerd-init,0.0
4,server,server-656f98b57f-rlwxb,linkerd-proxy,623.8350000000792
4,server,server-656f98b57f-rlwxb,linkerd-init,0.0
4,client8,client8-5845965f99-vwgpx,linkerd-proxy,844.7760000000708
4,client8,client8-5845965f99-vwgpx,client8,845.3040000000037
4,client8,client8-5845965f99-vwgpx,linkerd-init,0.0
4,client8,client8-5845965f99-vwgpx,sidecar,843.5400000000373
4,client14,client14-856b5b5576-k4dxn,client14,729.2909999999683
4,client14,client14-856b5b5576-k4dxn,linkerd-proxy,729.0510000000941
4,client14,client14-856b5b5576-k4dxn,linkerd-init,0.0
4,client14,client14-856b5b5576-k4dxn,sidecar,727.7669999998761
4,client10,client10-694b6b97b4-fmmw2,sidecar,670.1040000000503
4,client10,client10-694b6b97b4-fmmw2,client10,672.3719999999739
4,client10,client10-694b6b97b4-fmmw2,linkerd-init,0.0
4,client10,client10-694b6b97b4-fmmw2,linkerd-proxy,672.3120000000345
4,orchestrator,orchestrator-555f7b7c9d-vv2z2,linkerd-proxy,355.8960000000079
4,api-gateway,api-gateway-6bf76d45b7-k9j8g,linkerd-proxy,356.0129999999772
4,api-gateway,api-gateway-6bf76d45b7-k9j8g,linkerd-init,0.0
4,orchestrator,policy-enforcer-cb8dccbd8-z7pmg,linkerd-proxy,355.87799999996787
4,orchestrator,orchestrator-555f7b7c9d-vv2z2,linkerd-init,0.0
4,orchestrator,policy-enforcer-cb8dccbd8-z7pmg,linkerd-init,0.0
4,client6,client6-785d875985-p6wj7,linkerd-proxy,693.6990000000224
4,client6,client6-785d875985-p6wj7,sidecar,691.9350000000559
4,client6,client6-785d875985-p6wj7,client6,693.8940000000875
4,client6,client6-785d875985-p6wj7,linkerd-init,0.0
4,client4,client4-744474fb99-7r6nj,client4,736.5210000000661
4,client4,client4-744474fb99-7r6nj,sidecar,734.420999999973
4,client4,client4-744474fb99-7r6nj,linkerd-proxy,736.3260000000009
4,client4,client4-744474fb99-7r6nj,linkerd-init,0.0
4,client17,client17-69b85b5ccf-vqwrf,linkerd-init,0.0
4,client17,client17-69b85b5ccf-vqwrf,linkerd-proxy,815.5680000000866
4,client15,client15-79c969ddf-jsj98,linkerd-init,0.0
4,client15,client15-79c969ddf-jsj98,linkerd-proxy,695.1629999999423
4,client9,client9-d68fb99b4-27ck8,client9,764.8469999999506
4,client9,client9-d68fb99b4-27ck8,sidecar,762.8339999999152
4,client9,client9-d68fb99b4-27ck8,linkerd-proxy,764.7870000000112
4,client9,client9-d68fb99b4-27ck8,linkerd-init,0.0
4,client5,client5-7d5ff7f8b4-vtj9q,linkerd-proxy,662.5590000000084
4,client5,client5-7d5ff7f8b4-vtj9q,linkerd-init,0.0
4,client12,client12-79bc8d5846-jnjhx,client12,670.7129999999888
4,client12,client12-79bc8d5846-jnjhx,linkerd-init,0.0
4,client12,client12-79bc8d5846-jnjhx,sidecar,668.5470000000205
4,client12,client12-79bc8d5846-jnjhx,linkerd-proxy,670.6080000000075
4,client16,client16-6dc7f87f54-mhgpm,linkerd-proxy,737.8349999999627
4,client16,client16-6dc7f87f54-mhgpm,sidecar,736.6469999998808
4,client16,client16-6dc7f87f54-mhgpm,client16,738.1080000001239
4,client16,client16-6dc7f87f54-mhgpm,linkerd-init,0.0
4,client2,client2-86cd6d8cf7-5d6gw,linkerd-init,0.0
4,client2,client2-86cd6d8cf7-5d6gw,client2,665.027999999933
4,client2,client2-86cd6d8cf7-5d6gw,linkerd-proxy,664.9289999998873
4,client2,client2-86cd6d8cf7-5d6gw,sidecar,663.5310000000754
4,client3,client3-58c68898cd-8576n,linkerd-proxy,760.7160000000149
4,client3,client3-58c68898cd-8576n,sidecar,759.0479999998352
4,client3,client3-58c68898cd-8576n,client3,760.9589999999152
4,client3,client3-58c68898cd-8576n,linkerd-init,0.0
4,client18,client18-69db77c748-ggr7s,client18,736.1219999999739
4,client18,client18-69db77c748-ggr7s,linkerd-proxy,736.0049999998882
4,client18,client18-69db77c748-ggr7s,linkerd-init,0.0
4,client18,client18-69db77c748-ggr7s,sidecar,734.625
4,client7,client7-544486cc98-xbnlj,sidecar,693.5940000001574
4,client7,client7-544486cc98-xbnlj,linkerd-proxy,694.6739999999991
4,client7,client7-544486cc98-xbnlj,client7,694.8810000000522
4,client7,client7-544486cc98-xbnlj,linkerd-init,0.0
4,client11,client11-565c48c7c7-bhp5f,linkerd-proxy,887.1600000000326
4,client11,client11-565c48c7c7-bhp5f,client11,887.5529999999562
4,client11,client11-565c48c7c7-bhp5f,sidecar,885.4740000000456
4,client11,client11-565c48c7c7-bhp5f,linkerd-init,0.0
4,client19,client19-56fccdb4d9-2l2q6,sidecar,965.027999999933
4,client19,client19-56fccdb4d9-2l2q6,client19,966.5219999999972
4,client19,client19-56fccdb4d9-2l2q6,linkerd-proxy,966.3449999998556
4,client19,client19-56fccdb4d9-2l2q6,linkerd-init,0.0
4,client1,client1-7b9db886dd-8vd8t,linkerd-init,0.0
4,client1,client1-7b9db886dd-8vd8t,sidecar,850.2930000000633
4,client1,client1-7b9db886dd-8vd8t,client1,852.1200000001118
4,client1,client1-7b9db886dd-8vd8t,linkerd-proxy,852.0570000000298
4,client13,client13-7bf86f4f87-bmwmr,linkerd-proxy,895.9379999999655
4,client13,client13-7bf86f4f87-bmwmr,linkerd-init,0.0
4,client13,client13-7bf86f4f87-bmwmr,sidecar,894.3509999999078
4,client13,client13-7bf86f4f87-bmwmr,client13,896.1330000000307
4,client20,client20-65f8864f77-l5kdx,sidecar,913.3050000000512
4,client20,client20-65f8864f77-l5kdx,client20,914.7510000000475
4,client20,client20-65f8864f77-l5kdx,linkerd-proxy,914.7630000000354
4,server,server-656f98b57f-rlwxb,sidecar,621.7380000000121
4,server,server-656f98b57f-rlwxb,server,623.9699999999721
4,orchestrator,policy-enforcer-cb8dccbd8-z7pmg,sidecar,355.31099999998696
4,orchestrator,orchestrator-555f7b7c9d-vv2z2,orchestrator,90.84299999999348
4,api-gateway,api-gateway-6bf76d45b7-k9j8g,sidecar,355.34399999998277
4,orchestrator,orchestrator-555f7b7c9d-vv2z2,sidecar,355.32600000000093
4,api-gateway,api-gateway-6bf76d45b7-k9j8g,api-gateway,164.56200000000536
4,orchestrator,policy-enforcer-cb8dccbd8-z7pmg,policy-enforcer,132.2490000000107
4,client17,client17-69b85b5ccf-vqwrf,client17,815.6760000000941
4,client17,client17-69b85b5ccf-vqwrf,sidecar,814.4340000000084
4,client15,client15-79c969ddf-jsj98,client15,695.3399999999674
4,client15,client15-79c969ddf-jsj98,sidecar,694.0559999999823
4,client5,client5-7d5ff7f8b4-vtj9q,sidecar,661.4849999998696
4,client5,client5-7d5ff7f8b4-vtj9q,client5,662.7600000000093
4,client17,maurits-dijk-a51e0be5client171-4w5xg,hfl-train,0.0
4,client17,maurits-dijk-a51e0be5client171-4w5xg,sidecar,0.0
4,client17,maurits-dijk-a51e0be5client171-4w5xg,hfl-train-model,0.0
4,client9,maurits-dijk-a51e0be5client91-hvvmg,sidecar,0.0
4,client9,maurits-dijk-a51e0be5client91-hvvmg,hfl-train,0.0
4,client9,maurits-dijk-a51e0be5client91-hvvmg,hfl-train-model,0.0
4,client5,maurits-dijk-a51e0be5client51-55jvj,hfl-train,0.0
4,client5,maurits-dijk-a51e0be5client51-55jvj,sidecar,0.0
4,client5,maurits-dijk-a51e0be5client51-55jvj,hfl-train-model,0.0
4,client1,maurits-dijk-a51e0be5client11-jfcr5,sidecar,0.0
4,client1,maurits-dijk-a51e0be5client11-jfcr5,hfl-train,0.0
4,client1,maurits-dijk-a51e0be5client11-jfcr5,hfl-train-model,0.0
4,client13,maurits-dijk-a51e0be5client131-bbdtg,hfl-train-model,0.0
4,client13,maurits-dijk-a51e0be5client131-bbdtg,hfl-train,0.0
4,client13,maurits-dijk-a51e0be5client131-bbdtg,sidecar,0.0
5,client20,client20-65f8864f77-l5kdx,linkerd-init,0.0
5,server,server-656f98b57f-rlwxb,linkerd-proxy,512.966999999946
5,server,server-656f98b57f-rlwxb,linkerd-init,0.0
5,client8,client8-5845965f99-vwgpx,linkerd-proxy,860.814000000013
5,client8,client8-5845965f99-vwgpx,client8,861.1770000000251
5,client8,client8-5845965f99-vwgpx,linkerd-init,0.0
5,client8,client8-5845965f99-vwgpx,sidecar,859.7849999999162
5,client14,client14-856b5b5576-k4dxn,client14,729.4860000000335
5,client14,client14-856b5b5576-k4dxn,linkerd-proxy,729.2760000000708
5,client14,client14-856b5b5576-k4dxn,linkerd-init,0.0
5,client14,client14-856b5b5576-k4dxn,sidecar,727.9890000000596
5,client10,client10-694b6b97b4-fmmw2,sidecar,659.7150000000838
5,client10,client10-694b6b97b4-fmmw2,client10,661.778999999864
5,client10,client10-694b6b97b4-fmmw2,linkerd-init,0.0
5,client10,client10-694b6b97b4-fmmw2,linkerd-proxy,661.5389999999898
5,orchestrator,orchestrator-555f7b7c9d-vv2z2,linkerd-proxy,354.2700000000186
5,api-gateway,api-gateway-6bf76d45b7-k9j8g,linkerd-proxy,354.4349999999977
5,api-gateway,api-gateway-6bf76d45b7-k9j8g,linkerd-init,0.0
5,orchestrator,policy-enforcer-cb8dccbd8-z7pmg,linkerd-proxy,354.2700000000186
5,orchestrator,orchestrator-555f7b7c9d-vv2z2,linkerd-init,0.0
5,orchestrator,policy-enforcer-cb8dccbd8-z7pmg,linkerd-init,0.0
5,client6,client6-785d875985-p6wj7,linkerd-proxy,861.3209999999963
5,client6,client6-785d875985-p6wj7,sidecar,858.8789999999572
5,client6,client6-785d875985-p6wj7,client6,861.515999999945
5,client6,client6-785d875985-p6wj7,linkerd-init,0.0
5,client4,client4-744474fb99-7r6nj,client4,749.8649999999907
5,client4,client4-744474fb99-7r6nj,sidecar,747.3869999999879
5,client4,client4-744474fb99-7r6nj,linkerd-proxy,749.8800000000047
5,client4,client4-744474fb99-7r6nj,linkerd-init,0.0
5,client17,client17-69b85b5ccf-vqwrf,linkerd-init,0.0
5,client17,client17-69b85b5ccf-vqwrf,linkerd-proxy,922.0199999999022
5,client15,client15-79c969ddf-jsj98,linkerd-init,0.0
5,client15,client15-79c969ddf-jsj98,linkerd-proxy,845.2380000001285
5,client9,client9-d68fb99b4-27ck8,client9,923.9910000000382
5,client9,client9-d68fb99b4-27ck8,sidecar,922.1190000000643
5,client9,client9-d68fb99b4-27ck8,linkerd-proxy,923.9009999999544
5,client9,client9-d68fb99b4-27ck8,linkerd-init,0.0
5,client5,client5-7d5ff7f8b4-vtj9q,linkerd-proxy,853.1070000000764
5,client5,client5-7d5ff7f8b4-vtj9q,linkerd-init,0.0
5,client12,client12-79bc8d5846-jnjhx,client12,921.4919999999693
5,client12,client12-79bc8d5846-jnjhx,linkerd-init,0.0
5,client12,client12-79bc8d5846-jnjhx,sidecar,918.8819999999832
5,client12,client12-79bc8d5846-jnjhx,linkerd-proxy,921.35699999996
5,client16,client16-6dc7f87f54-mhgpm,linkerd-proxy,872.3880000000354
5,client16,client16-6dc7f87f54-mhgpm,sidecar,870.9120000000112
5,client16,client16-6dc7f87f54-mhgpm,client16,872.7539999999572
5,client16,client16-6dc7f87f54-mhgpm,linkerd-init,0.0
5,client2,client2-86cd6d8cf7-5d6gw,linkerd-init,0.0
5,client2,client2-86cd6d8cf7-5d6gw,client2,798.3270000000484
5,client2,client2-86cd6d8cf7-5d6gw,linkerd-proxy,798.185999999987
5,client2,client2-86cd6d8cf7-5d6gw,sidecar,796.4579999999842
5,client3,client3-58c68898cd-8576n,linkerd-proxy,891.2790000000969
5,client3,client3-58c68898cd-8576n,sidecar,889.1790000001201
5,client3,client3-58c68898cd-8576n,client3,891.3539999999339
5,client3,client3-58c68898cd-8576n,linkerd-init,0.0
5,client18,client18-69db77c748-ggr7s,client18,845.9280000000726
5,client18,client18-69db77c748-ggr7s,linkerd-proxy,845.7150000000838
5,client18,client18-69db77c748-ggr7s,linkerd-init,0.0
5,client18,client18-69db77c748-ggr7s,sidecar,844.1489999999758
5,client7,client7-544486cc98-xbnlj,sidecar,880.0829999998678
5,client7,client7-544486cc98-xbnlj,linkerd-proxy,881.3939999999711
5,client7,client7-544486cc98-xbnlj,client7,881.8169999999227
5,client7,client7-544486cc98-xbnlj,linkerd-init,0.0
5,client11,client11-565c48c7c7-bhp5f,linkerd-proxy,710.7719999999972
5,client11,client11-565c48c7c7-bhp5f,client11,710.984999999986
5,client11,client11-565c48c7c7-bhp5f,sidecar,709.314000000013
5,client11,client11-565c48c7c7-bhp5f,linkerd-init,0.0
5,client19,client19-56fccdb4d9-2l2q6,sidecar,802.8030000000726
5,client19,client19-56fccdb4d9-2l2q6,client19,804.2700000000186
5,client19,client19-56fccdb4d9-2l2q6,linkerd-proxy,804.2100000000792
5,client19,client19-56fccdb4d9-2l2q6,linkerd-init,0.0
5,client1,client1-7b9db886dd-8vd8t,linkerd-init,0.0
5,client1,client1-7b9db886dd-8vd8t,sidecar,684.1080000000075
5,client1,client1-7b9db886dd-8vd8t,client1,685.7669999999925
5,client1,client1-7b9db886dd-8vd8t,linkerd-proxy,685.6319999999832
5,client13,client13-7bf86f4f87-bmwmr,linkerd-proxy,705.222000000067
5,client13,client13-7bf86f4f87-bmwmr,linkerd-init,0.0
5,client13,client13-7bf86f4f87-bmwmr,sidecar,703.89300000004
5,client13,client13-7bf86f4f87-bmwmr,client13,705.4019999998854
5,client20,client20-65f8864f77-l5kdx,sidecar,774.5189999999711
5,client20,client20-65f8864f77-l5kdx,client20,775.7759999999544
5,client20,client20-65f8864f77-l5kdx,linkerd-proxy,775.6319999999832
5,server,server-656f98b57f-rlwxb,sidecar,511.1699999999837
5,server,server-656f98b57f-rlwxb,server,513.6630000000005
5,orchestrator,policy-enforcer-cb8dccbd8-z7pmg,sidecar,353.7179999999935
5,orchestrator,orchestrator-555f7b7c9d-vv2z2,orchestrator,87.13499999998021
5,api-gateway,api-gateway-6bf76d45b7-k9j8g,sidecar,353.7180000000517
5,orchestrator,orchestrator-555f7b7c9d-vv2z2,sidecar,353.7029999999795
5,api-gateway,api-gateway-6bf76d45b7-k9j8g,api-gateway,183.55499999999302
5,orchestrator,policy-enforcer-cb8dccbd8-z7pmg,policy-enforcer,121.87200000000303
5,client17,client17-69b85b5ccf-vqwrf,client17,922.2029999999795
5,client17,client17-69b85b5ccf-vqwrf,sidecar,920.469000000041
5,client15,client15-79c969ddf-jsj98,client15,845.5229999999283
5,client15,client15-79c969ddf-jsj98,sidecar,843.7109999998938
5,client5,client5-7d5ff7f8b4-vtj9q,sidecar,851.7240000000456
5,client5,client5-7d5ff7f8b4-vtj9q,client5,853.2840000001015
5,client17,maurits-dijk-a51e0be5client171-4w5xg,hfl-train,0.0
5,client17,maurits-dijk-a51e0be5client171-4w5xg,sidecar,0.0
5,client17,maurits-dijk-a51e0be5client171-4w5xg,hfl-train-model,0.0
5,client9,maurits-dijk-a51e0be5client91-hvvmg,sidecar,0.0
5,client9,maurits-dijk-a51e0be5client91-hvvmg,hfl-train,0.0
5,client9,maurits-dijk-a51e0be5client91-hvvmg,hfl-train-model,0.0
5,client5,maurits-dijk-a51e0be5client51-55jvj,hfl-train,0.0
5,client5,maurits-dijk-a51e0be5client51-55jvj,sidecar,0.0
5,client5,maurits-dijk-a51e0be5client51-55jvj,hfl-train-model,0.0
5,client1,maurits-dijk-a51e0be5client11-jfcr5,sidecar,0.0
5,client1,maurits-dijk-a51e0be5client11-jfcr5,hfl-train,0.0
5,client1,maurits-dijk-a51e0be5client11-jfcr5,hfl-train-model,0.0
5,client13,maurits-dijk-a51e0be5client131-bbdtg,hfl-train-model,0.0
5,client13,maurits-dijk-a51e0be5client131-bbdtg,hfl-train,0.0
5,client13,maurits-dijk-a51e0be5client131-bbdtg,sidecar,0.0
6,client20,client20-65f8864f77-l5kdx,linkerd-init,0.0
6,server,server-656f98b57f-rlwxb,linkerd-proxy,624.195000000007
6,server,server-656f98b57f-rlwxb,linkerd-init,0.0
6,client8,client8-5845965f99-vwgpx,linkerd-proxy,992.0429999999469
6,client8,client8-5845965f99-vwgpx,client8,992.4599999999627
6,client8,client8-5845965f99-vwgpx,linkerd-init,0.0
6,client8,client8-5845965f99-vwgpx,sidecar,990.7109999998938
6,client14,client14-856b5b5576-k4dxn,client14,875.6010000000242
6,client14,client14-856b5b5576-k4dxn,linkerd-proxy,875.3129999998491
6,client14,client14-856b5b5576-k4dxn,linkerd-init,0.0
6,client14,client14-856b5b5576-k4dxn,sidecar,873.6240000000689
6,client10,client10-694b6b97b4-fmmw2,sidecar,779.9759999999078
6,client10,client10-694b6b97b4-fmmw2,client10,781.9890000000596
6,client10,client10-694b6b97b4-fmmw2,linkerd-init,0.0
6,client10,client10-694b6b97b4-fmmw2,linkerd-proxy,781.9740000000456
6,orchestrator,orchestrator-555f7b7c9d-vv2z2,linkerd-proxy,420.63000000000466
6,api-gateway,api-gateway-6bf76d45b7-k9j8g,linkerd-proxy,420.6360000000568
6,api-gateway,api-gateway-6bf76d45b7-k9j8g,linkerd-init,0.0
6,orchestrator,policy-enforcer-cb8dccbd8-z7pmg,linkerd-proxy,420.60600000002887
6,orchestrator,orchestrator-555f7b7c9d-vv2z2,linkerd-init,0.0
6,orchestrator,policy-enforcer-cb8dccbd8-z7pmg,linkerd-init,0.0
6,client6,client6-785d875985-p6wj7,linkerd-proxy,689.762999999919
6,client6,client6-785d875985-p6wj7,sidecar,687.8730000000214
6,client6,client6-785d875985-p6wj7,client6,689.8680000000168
6,client6,client6-785d875985-p6wj7,linkerd-init,0.0
6,client4,client4-744474fb99-7r6nj,client4,654.7889999999898
6,client4,client4-744474fb99-7r6nj,sidecar,652.9349999999395
6,client4,client4-744474fb99-7r6nj,linkerd-proxy,654.8790000000736
6,client4,client4-744474fb99-7r6nj,linkerd-init,0.0
6,client17,client17-69b85b5ccf-vqwrf,linkerd-init,0.0
6,client17,client17-69b85b5ccf-vqwrf,linkerd-proxy,759.234000000055
6,client15,client15-79c969ddf-jsj98,linkerd-init,0.0
6,client15,client15-79c969ddf-jsj98,linkerd-proxy,720.8639999998268
6,client9,client9-d68fb99b4-27ck8,client9,705.4409999999916
6,client9,client9-d68fb99b4-27ck8,sidecar,703.4189999999944
6,client9,client9-d68fb99b4-27ck8,linkerd-proxy,705.2099999999627
6,client9,client9-d68fb99b4-27ck8,linkerd-init,0.0
6,client5,client5-7d5ff7f8b4-vtj9q,linkerd-proxy,696.2399999999907
6,client5,client5-7d5ff7f8b4-vtj9q,linkerd-init,0.0
6,client12,client12-79bc8d5846-jnjhx,client12,667.2390000000596
6,client12,client12-79bc8d5846-jnjhx,linkerd-init,0.0
6,client12,client12-79bc8d5846-jnjhx,sidecar,665.0460000000894
6,client12,client12-79bc8d5846-jnjhx,linkerd-proxy,667.1490000000922
6,client16,client16-6dc7f87f54-mhgpm,linkerd-proxy,744.4920000000857
6,client16,client16-6dc7f87f54-mhgpm,sidecar,742.9679999999935
6,client16,client16-6dc7f87f54-mhgpm,client16,744.5519999999087
6,client16,client16-6dc7f87f54-mhgpm,linkerd-init,0.0
6,client2,client2-86cd6d8cf7-5d6gw,linkerd-init,0.0
6,client2,client2-86cd6d8cf7-5d6gw,client2,658.4039999999804
6,client2,client2-86cd6d8cf7-5d6gw,linkerd-proxy,658.2900000000373
6,client2,client2-86cd6d8cf7-5d6gw,sidecar,656.951999999932
6,client3,client3-58c68898cd-8576n,linkerd-proxy,713.6519999998854
6,client3,client3-58c68898cd-8576n,sidecar,712.1489999998594
6,client3,client3-58c68898cd-8576n,client3,713.7300000000978
6,client3,client3-58c68898cd-8576n,linkerd-init,0.0
6,client18,client18-69db77c748-ggr7s,client18,697.3829999999143
6,client18,client18-69db77c748-ggr7s,linkerd-proxy,697.3439999999246
6,client18,client18-69db77c748-ggr7s,linkerd-init,0.0
6,client18,client18-69db77c748-ggr7s,sidecar,695.9939999999478
6,client7,client7-544486cc98-xbnlj,sidecar,735.4890000000596
6,client7,client7-544486cc98-xbnlj,linkerd-proxy,736.5659999999916
6,client7,client7-544486cc98-xbnlj,client7,736.9110000000801
6,client7,client7-544486cc98-xbnlj,linkerd-init,0.0
6,client11,client11-565c48c7c7-bhp5f,linkerd-proxy,780.0239999999758
6,client11,client11-565c48c7c7-bhp5f,client11,780.3090000000084
6,client11,client11-565c48c7c7-bhp5f,sidecar,778.6889999998966
6,client11,client11-565c48c7c7-bhp5f,linkerd-init,0.0
6,client19,client19-56fccdb4d9-2l2q6,sidecar,753.8850000000093
6,client19,client19-56fccdb4d9-2l2q6,client19,755.4270000000251
6,client19,client19-56fccdb4d9-2l2q6,linkerd-proxy,755.313000000082
6,client19,client19-56fccdb4d9-2l2q6,linkerd-init,0.0
6,client1,client1-7b9db886dd-8vd8t,linkerd-init,0.0
6,client1,client1-7b9db886dd-8vd8t,sidecar,689.1629999999423
6,client1,client1-7b9db886dd-8vd8t,client1,690.7770000000019
6,client1,client1-7b9db886dd-8vd8t,linkerd-proxy,690.6119999999646
6,client13,client13-7bf86f4f87-bmwmr,linkerd-proxy,907.6589999999851
6,client13,client13-7bf86f4f87-bmwmr,linkerd-init,0.0
6,client13,client13-7bf86f4f87-bmwmr,sidecar,905.9520000000484
6,client13,client13-7bf86f4f87-bmwmr,client13,907.7639999999665
6,client20,client20-65f8864f77-l5kdx,sidecar,892.5840000000317
6,client20,client20-65f8864f77-l5kdx,client20,894.1109999999171
6,client20,client20-65f8864f77-l5kdx,linkerd-proxy,894.0060000000522
6,server,server-656f98b57f-rlwxb,sidecar,621.5610000000452
6,server,server-656f98b57f-rlwxb,server,624.5130000000354
6,orchestrator,policy-enforcer-cb8dccbd8-z7pmg,sidecar,419.844000000041
6,orchestrator,orchestrator-555f7b7c9d-vv2z2,orchestrator,106.55100000000675
6,api-gateway,api-gateway-6bf76d45b7-k9j8g,sidecar,419.8410000000149
6,orchestrator,orchestrator-555f7b7c9d-vv2z2,sidecar,419.8890000000247
6,api-gateway,api-gateway-6bf76d45b7-k9j8g,api-gateway,229.30500000002212
6,orchestrator,policy-enforcer-cb8dccbd8-z7pmg,policy-enforcer,144.07199999998556
6,client17,client17-69b85b5ccf-vqwrf,client17,759.4259999999776
6,client17,client17-69b85b5ccf-vqwrf,sidecar,757.8989999999758
6,client15,client15-79c969ddf-jsj98,client15,721.0650000000605
6,client15,client15-79c969ddf-jsj98,sidecar,719.658000000054
6,client5,client5-7d5ff7f8b4-vtj9q,sidecar,695.0370000000112
6,client5,client5-7d5ff7f8b4-vtj9q,client5,696.3479999999981
6,client17,maurits-dijk-a51e0be5client171-4w5xg,hfl-train,0.0
6,client17,maurits-dijk-a51e0be5client171-4w5xg,sidecar,0.0
6,client17,maurits-dijk-a51e0be5client171-4w5xg,hfl-train-model,0.0
6,client9,maurits-dijk-a51e0be5client91-hvvmg,sidecar,0.0
6,client9,maurits-dijk-a51e0be5client91-hvvmg,hfl-train,0.0
6,client9,maurits-dijk-a51e0be5client91-hvvmg,hfl-train-model,0.0
6,client5,maurits-dijk-a51e0be5client51-55jvj,hfl-train,0.0
6,client5,maurits-dijk-a51e0be5client51-55jvj,sidecar,0.0
6,client5,maurits-dijk-a51e0be5client51-55jvj,hfl-train-model,0.0
6,client1,maurits-dijk-a51e0be5client11-jfcr5,sidecar,0.0
