,namespace,pod_name,container_name,joules
0,client2,client2-86cd6d8cf7-tvht9,linkerd-init,0.0
1,client20,client20-65f8864f77-wwm4v,client20,1206.0772777777777
2,client20,client20-65f8864f77-wwm4v,linkerd-proxy,1201.6331000000002
3,client20,client20-65f8864f77-wwm4v,sidecar,1198.9261333333334
4,client20,client20-65f8864f77-wwm4v,linkerd-init,0.0
5,client7,client7-544486cc98-5cbmq,client7,1502.3881749999996
6,client7,client7-544486cc98-5cbmq,sidecar,1499.4873374999997
7,client7,client7-544486cc98-5cbmq,linkerd-proxy,1501.4922749999996
8,client7,client7-544486cc98-5cbmq,linkerd-init,0.0
9,client9,client9-d68fb99b4-9mtb9,linkerd-init,0.0
10,client14,client14-856b5b5576-h44rx,sidecar,1241.0057375
11,client14,client14-856b5b5576-h44rx,client14,1244.0438499999998
12,client14,client14-856b5b5576-h44rx,linkerd-proxy,1243.61035
13,client14,client14-856b5b5576-h44rx,linkerd-init,0.0
14,client3,client3-58c68898cd-fmjq9,linkerd-init,0.0
15,client3,client3-58c68898cd-fmjq9,client3,1462.8024
16,client3,client3-58c68898cd-fmjq9,linkerd-proxy,1462.3797375000001
17,client3,client3-58c68898cd-fmjq9,sidecar,1459.3958125000001
18,client16,client16-6dc7f87f54-gb7hn,linkerd-proxy,1195.28955
19,client16,client16-6dc7f87f54-gb7hn,sidecar,1077.7062875000001
20,client16,client16-6dc7f87f54-gb7hn,linkerd-init,0.0
21,client16,client16-6dc7f87f54-gb7hn,client16,1195.8242
22,client11,client11-565c48c7c7-pf7k2,linkerd-init,0.0
23,client11,client11-565c48c7c7-pf7k2,linkerd-proxy,1429.0652625
24,api-gateway,api-gateway-6bf76d45b7-wgh58,linkerd-init,0.0
25,api-gateway,api-gateway-6bf76d45b7-wgh58,linkerd-proxy,625.7500249999999
26,orchestrator,orchestrator-555f7b7c9d-gs72s,linkerd-proxy,620.8009
27,orchestrator,orchestrator-555f7b7c9d-gs72s,linkerd-init,0.0
28,orchestrator,policy-enforcer-cb8dccbd8-6r8rd,linkerd-init,0.0
29,orchestrator,policy-enforcer-cb8dccbd8-6r8rd,linkerd-proxy,620.1109124999999
30,client15,client15-79c969ddf-7njh6,linkerd-proxy,1348.8424749999997
31,client15,client15-79c969ddf-7njh6,sidecar,1345.4936874999999
32,client15,client15-79c969ddf-7njh6,client15,1349.1242499999998
33,client15,client15-79c969ddf-7njh6,linkerd-init,0.0
34,client12,client12-79bc8d5846-tbms4,client12,1429.1953125000002
35,client12,client12-79bc8d5846-tbms4,sidecar,1426.0235375000002
36,client12,client12-79bc8d5846-tbms4,linkerd-proxy,1428.8340625000003
37,client12,client12-79bc8d5846-tbms4,linkerd-init,0.0
38,client5,client5-7d5ff7f8b4-5pqb7,linkerd-init,0.0
39,client5,client5-7d5ff7f8b4-5pqb7,sidecar,1101.2742374999998
40,client5,client5-7d5ff7f8b4-5pqb7,client5,1111.94195
41,client5,client5-7d5ff7f8b4-5pqb7,linkerd-proxy,1103.8752375
42,server,server-656f98b57f-9z444,sidecar,995.8972111111112
43,server,server-656f98b57f-9z444,server,1006.3076333333333
44,server,server-656f98b57f-9z444,linkerd-init,0.0
45,server,server-656f98b57f-9z444,linkerd-proxy,999.2753
46,client18,client18-69db77c748-m24qx,client18,1307.0314
47,client18,client18-69db77c748-m24qx,sidecar,1304.6455444444446
48,client18,client18-69db77c748-m24qx,linkerd-init,0.0
49,client18,client18-69db77c748-m24qx,linkerd-proxy,1306.9029555555555
50,client4,client4-744474fb99-j5btd,linkerd-init,0.0
51,client4,client4-744474fb99-j5btd,client4,1365.752988888889
52,client4,client4-744474fb99-j5btd,linkerd-proxy,1365.3805000000002
53,client4,client4-744474fb99-j5btd,sidecar,1362.5836222222224
54,client6,client6-785d875985-nthdq,linkerd-init,0.0
55,client6,client6-785d875985-nthdq,client6,1359.712888888889
56,client6,client6-785d875985-nthdq,linkerd-proxy,1359.221588888889
57,client6,client6-785d875985-nthdq,sidecar,1357.0669333333335
58,client13,client13-7bf86f4f87-tphnt,client13,1333.4813222222224
59,client13,client13-7bf86f4f87-tphnt,linkerd-proxy,1332.9675444444447
60,client13,client13-7bf86f4f87-tphnt,sidecar,1191.1520333333335
61,client13,client13-7bf86f4f87-tphnt,linkerd-init,0.0
62,client19,client19-56fccdb4d9-ft97c,client19,1295.7604000000001
63,client19,client19-56fccdb4d9-ft97c,linkerd-init,0.0
64,client19,client19-56fccdb4d9-ft97c,sidecar,1237.986088888889
65,client19,client19-56fccdb4d9-ft97c,linkerd-proxy,1295.2530444444446
66,client1,client1-7b9db886dd-9dsrk,client1,1341.9490222222223
67,client1,client1-7b9db886dd-9dsrk,sidecar,1339.2902222222224
68,client1,client1-7b9db886dd-9dsrk,linkerd-proxy,1341.7081888888888
69,client1,client1-7b9db886dd-9dsrk,linkerd-init,0.0
70,client17,client17-69b85b5ccf-qcpdz,client17,1348.384088888889
71,client17,client17-69b85b5ccf-qcpdz,sidecar,1149.6612666666667
72,client17,client17-69b85b5ccf-qcpdz,linkerd-proxy,1348.0212333333332
73,client17,client17-69b85b5ccf-qcpdz,linkerd-init,0.0
74,client10,client10-694b6b97b4-8gxl6,linkerd-init,0.0
75,client10,client10-694b6b97b4-8gxl6,linkerd-proxy,1149.5553
76,client10,client10-694b6b97b4-8gxl6,sidecar,1145.7180222222223
77,client10,client10-694b6b97b4-8gxl6,client10,1154.6513333333335
78,client8,client8-5845965f99-rdqrx,sidecar,1288.9624777777776
79,client8,client8-5845965f99-rdqrx,client8,1386.849988888889
80,client8,client8-5845965f99-rdqrx,linkerd-proxy,1386.1146444444444
81,client8,client8-5845965f99-rdqrx,linkerd-init,0.0
82,client2,client2-86cd6d8cf7-tvht9,sidecar,1212.8463
83,client2,client2-86cd6d8cf7-tvht9,client2,1219.3166888888888
84,client2,client2-86cd6d8cf7-tvht9,linkerd-proxy,1215.9450222222224
85,client9,client9-d68fb99b4-9mtb9,sidecar,1127.6707749999998
86,client9,client9-d68fb99b4-9mtb9,linkerd-proxy,1130.922025
87,client9,client9-d68fb99b4-9mtb9,client9,1135.314825
88,client11,client11-565c48c7c7-pf7k2,sidecar,1250.9076
89,client11,client11-565c48c7c7-pf7k2,client11,1429.3362
90,orchestrator,orchestrator-555f7b7c9d-gs72s,orchestrator,505.36346249999997
91,orchestrator,policy-enforcer-cb8dccbd8-6r8rd,sidecar,618.5178
92,orchestrator,orchestrator-555f7b7c9d-gs72s,sidecar,621.111575
93,api-gateway,api-gateway-6bf76d45b7-wgh58,sidecar,618.582825
94,api-gateway,api-gateway-6bf76d45b7-wgh58,api-gateway,646.2943124999999
95,orchestrator,policy-enforcer-cb8dccbd8-6r8rd,policy-enforcer,519.1379249999999
96,client5,maurits-dijk-bd2f84bfclient51-47x4h,hfl-train-model,1102.5928
97,client5,maurits-dijk-bd2f84bfclient51-47x4h,sidecar,1100.1941
