Unnamed: 0,GlobalAccuracy,AggregationTime,TotalTrainingTime,RoundDuration,K,Z,sigma_ed,sigma_iid,timestamp
2,0.235978795328826,504.8178689321503,6982.774628093466,165323944689,5,100,1.7,6,19-03-26-155306
3,0.2928318992009834,468.11377606354654,7054.351530852728,165734154346,5,100,1.7,6,19-03-26-155306
4,0.3664720344191764,501.36443390510976,7355.496533913538,164565319124,5,100,1.7,6,19-03-26-155306
5,0.3529886293792256,521.9220630824566,7116.640089894645,165623937924,5,100,1.7,6,19-03-26-155306
6,0.2950215119852489,491.46386492066085,7201.639831182547,164115868698,5,100,1.7,6,19-03-26-155306
7,0.3360863552550707,551.9007409457117,7095.888126990758,165853418685,5,100,1.7,6,19-03-26-155306
8,0.2933696988322065,522.0452259527519,7285.843403893523,165716599863,5,100,1.7,6,19-03-26-155306
9,0.4176014136447449,537.559662014246,6663.37965009734,164981250443,5,100,1.7,6,19-03-26-155306
10,0.4170636140135218,465.5042589874938,7304.076223983429,164623287440,5,100,1.7,6,19-03-26-155306
11,0.4308543331284573,543.0751299718395,7065.382744884118,165867313401,5,100,1.7,6,19-03-26-155306
12,0.4650814382298709,513.4270139969885,7327.462003217079,163839614730,5,100,1.7,6,19-03-26-155306
13,0.4799477566072526,479.3990571051836,7065.457062097266,164920297385,5,100,1.7,6,19-03-26-155306
14,0.4531730178242164,489.9901549797505,7273.063562111929,163946483649,5,100,1.7,6,19-03-26-155306
15,0.4532882606023355,567.2500089276582,7041.487852111459,164638268955,5,100,1.7,6,19-03-26-155306
16,0.4744545175169022,519.4930100115016,7126.319781993516,164872279776,5,100,1.7,6,19-03-26-155306
17,0.4478718500307314,484.2692039674148,7475.99167493172,166248294673,5,100,1.7,6,19-03-26-155306
18,0.491279963122311,505.5834240047261,7206.696072011255,166017987128,5,100,1.7,6,19-03-26-155306
19,0.429740319606638,553.3476690761745,7193.34311701823,165022027656,5,100,1.7,6,19-03-26-155306
20,0.4604717271051014,528.0846890527755,7566.55920506455,164654800032,5,100,1.7,6,19-03-26-155306
21,0.4725338045482483,574.2880840552971,7259.517487022094,164645813227,5,100,1.7,6,19-03-26-155306
22,0.4083435771358328,484.91607210598886,7258.516244939528,163302338242,5,100,1.7,6,19-03-26-155306
23,0.4437615242778119,525.1996520673856,7030.109644983895,164416588643,5,100,1.7,6,19-03-26-155306
24,0.4268208358942839,498.64478898234665,7167.30214911513,164996569579,5,100,1.7,6,19-03-26-155306
0,0.1968730792870313,671.3649060111493,2327.3380390601237,153924305092,5,100,1.7,3,18-03-26-192716
1,0.1412108174554394,571.6141180600971,2254.393483977765,152215369382,5,100,1.7,3,18-03-26-192716
2,0.163759987707437,495.5875138984993,2104.919270030223,152470781980,5,100,1.7,3,18-03-26-192716
3,0.2010218192993239,545.4565649852157,2115.1351118460298,154439814083,5,100,1.7,3,18-03-26-192716
4,0.2304471419791026,545.9477110998705,2199.195919907652,152695061533,5,100,1.7,3,18-03-26-192716
5,0.2057083589428396,499.7214929899201,2141.103929956444,152796645332,5,100,1.7,3,18-03-26-192716
6,0.2324830977258758,498.5173519235104,2067.3058059765026,153694606632,5,100,1.7,3,18-03-26-192716
7,0.2546097111247695,510.8314290409908,2263.402006938122,151854140017,5,100,1.7,3,18-03-26-192716
8,0.2505762138905962,546.9749320764095,2035.274624009617,153135991357,5,100,1.7,3,18-03-26-192716
9,0.2521511985248924,495.67972507793456,1989.646814065054,153298577510,5,100,1.7,3,18-03-26-192716
10,0.2718577135832821,484.6637339796871,2019.062660052441,152299374519,5,100,1.7,3,18-03-26-192716
11,0.2706284572833435,524.0600520046428,2148.412538925186,152315615394,5,100,1.7,3,18-03-26-192716
12,0.2735863552550707,552.186349988915,2006.3116328092287,153170349966,5,100,1.7,3,18-03-26-192716
13,0.2838045482483097,511.3776531070471,2279.9304417567328,151804761879,5,100,1.7,3,18-03-26-192716
14,0.2842655193607867,544.4664100650698,2122.711651143618,152469644760,5,100,1.7,3,18-03-26-192716
15,0.2795021511985249,521.7646800447255,2069.579405011609,152451765898,5,100,1.7,3,18-03-26-192716
16,0.2898355869698832,509.97071096207947,2042.6160390488803,153667138399,5,100,1.7,3,18-03-26-192716
17,0.2920636140135218,457.8621160471812,1997.450910974294,152689287886,5,100,1.7,3,18-03-26-192716
18,0.2846880762138906,552.5726849446073,2201.435936964117,152374628761,5,100,1.7,3,18-03-26-192716
19,0.2920636140135218,477.0003979792818,1952.3605359718204,151077745724,5,100,1.7,3,18-03-26-192716
20,0.288759987707437,538.8890450121835,2051.86551110819,150599710625,5,100,1.7,3,18-03-26-192716
21,0.2911416717885679,480.4197440389544,2091.092713875696,152670912293,5,100,1.7,3,18-03-26-192716
22,0.2878380454824831,509.0684980386868,2087.050825008191,152141643118,5,100,1.7,3,18-03-26-192716
23,0.2944452980946527,519.620151957497,2041.951646911912,151781313098,5,100,1.7,3,18-03-26-192716
24,0.2959434542102028,531.777017051354,2078.580438042991,151583222365,5,100,1.7,3,18-03-26-192716
0,0.0920021511985249,569.2714900942519,2654.927494935692,162410355046,5,100,1.7,3,19-03-26-131627
1,0.1020282728948985,479.50140095781535,2563.798426068388,164773415575,5,100,1.7,3,19-03-26-131627
2,0.1387138905961893,493.7719879671931,2481.8087519379333,163271789264,5,100,1.7,3,19-03-26-131627
3,0.1388291333743085,542.0773290097713,2349.209951935336,163839044807,5,100,1.7,3,19-03-26-131627
4,0.1481253841425937,531.9663609843701,2425.4801109200343,162949229716,5,100,1.7,3,19-03-26-131627
0,0.1772049784880147,623.4450970077887,3381.3905261922628,157151537006,5,100,1.7,3,19-03-26-124404
1,0.201559618930547,554.1529300389811,3177.080339868553,154850083728,5,100,1.7,3,19-03-26-124404
2,0.1953365089121082,516.2428100593388,3308.0649349140003,157401132080,5,100,1.7,3,19-03-26-124404
3,0.2417409342347879,526.491267955862,3107.0860171457757,156325199094,5,100,1.7,3,19-03-26-124404
4,0.2570682237246466,464.18131107930094,3246.137595968321,155563207996,5,100,1.7,3,19-03-26-124404
0,0.1408266748617086,614.6904500201344,7406.052504084073,153653048541,5,100,1000.0,6,18-03-26-144617
1,0.2958666256914566,597.8340000147,7259.217201150022,152958739451,5,100,1000.0,6,18-03-26-144617
2,0.3544483712354025,529.4034990947694,7071.777981007472,153142125648,5,100,1000.0,6,18-03-26-144617
3,0.4199446834665027,547.8062799666077,7218.074377160519,152725080628,5,100,1000.0,6,18-03-26-144617
4,0.4160264290104487,474.5091360528022,7101.839607930742,153282580065,5,100,1000.0,6,18-03-26-144617
5,0.4460663798401967,558.9372100075707,7523.355634999461,153859303118,5,100,1000.0,6,18-03-26-144617
6,0.4509834050399508,516.1764569347724,7065.098237013444,152803910238,5,100,1000.0,6,18-03-26-144617
7,0.4595113706207744,522.0546839991584,7384.630042943172,154040711919,5,100,1000.0,6,18-03-26-144617
8,0.4749154886293792,471.4702740311623,7415.143345249817,151713049061,5,100,1000.0,6,18-03-26-144617
9,0.4750691456668715,530.7580770459026,7319.476067903452,154024960162,5,100,1000.0,6,18-03-26-144617
10,0.4396127842655193,544.3626920459792,7381.708018947393,152750354566,5,100,1000.0,6,18-03-26-144617
11,0.4060771358328211,472.8730630595237,7167.952668038197,152446880036,5,100,1000.0,6,18-03-26-144617
12,0.3919406883835279,501.6710779163986,7384.565300773829,154352204097,5,100,1000.0,6,18-03-26-144617
13,0.3728103872157345,518.5574929928407,7450.743162073195,152794602885,5,100,1000.0,6,18-03-26-144617
14,0.3322833435771358,554.9463200150058,7516.785495216027,152625970445,5,100,1000.0,6,18-03-26-144617
15,0.3934772587584511,503.79784195683897,7246.86862307135,154310123396,5,100,1000.0,6,18-03-26-144617
16,0.4008143822987093,492.5969630712643,7185.876321978867,152768303813,5,100,1000.0,6,18-03-26-144617
17,0.4508681622618316,560.3115189587697,7392.408489016816,153689061958,5,100,1000.0,6,18-03-26-144617
18,0.4799861708666257,522.5094310007989,7256.597198196687,154067521574,5,100,1000.0,6,18-03-26-144617
19,0.4878226797787339,552.7159470366314,7368.47525194753,152978823811,5,100,1000.0,6,18-03-26-144617
20,0.4954671173939766,515.4281600844115,7229.084011050872,152283465176,5,100,1000.0,6,18-03-26-144617
21,0.5026889981561156,534.0247630374506,7157.988445018418,153779914656,5,100,1000.0,6,18-03-26-144617
22,0.5043023970497849,531.7544350400567,7099.329627933912,152799162769,5,100,1000.0,6,18-03-26-144617
23,0.509181007990166,416.7951210401952,7999.910241924226,151291689199,5,100,1000.0,6,18-03-26-144617
24,0.5124846342962508,521.8341029249132,7118.652338976972,153925627304,5,100,1000.0,6,18-03-26-144617
