,GlobalAccuracy,AggregationTime,TotalTrainingTime,RoundDuration
0,0.16103257529194837,1254.1402231436223,10795.812431024387,160605191561
1,0.18169944683466502,1046.04831780307,10491.461982950568,160977764222
2,0.22806545789797172,1074.4138399604708,10376.904589124024,162935686159
3,0.26102489244007376,992.7779629360884,10166.40684986487,162195259370
4,0.3245620774431469,995.0208768714219,10306.66074808687,160249844040
5,0.3523355869698832,1024.6581120882183,10017.565032700077,161487296999
6,0.4093039336201598,1018.9590381924063,10422.019214369357,161140643342
7,0.451060233558697,998.4335720073432,10263.045721454546,162512831539
8,0.4870159803318992,1067.2429921105504,9957.713101990521,159338030430
9,0.5138291333743086,1018.5405069496483,10034.613979747519,159640702444
10,0.5312692071296865,1062.4424540437758,10158.159340033308,161847958753
11,0.4920098340503995,1051.4783409889787,9957.284920383245,161117991928
12,0.5108712354025814,1009.8414381500334,10156.109648756683,161259381354
13,0.5044560540872772,1038.4949820581824,10557.491849875078,163092164013
14,0.5637676705593117,1060.3479370474815,10637.186525389552,160819504098
15,0.4943915181315304,1143.534769071266,9985.409604152665,160898242138
16,0.517440073755378,1127.4175769649446,10254.326003137976,159179647321
17,0.4803318992009834,1039.4803660456091,10406.406054273248,159003961963
18,0.43799938537185,1047.9090698063374,10282.38883963786,161391231878
19,0.3812615242778119,1034.8666270729154,10010.93887235038,160170984630
20,0.3138444990780578,1022.1087469253689,9962.252009194344,158897194332
21,0.34511370620774434,1022.1073830034584,10497.627855744213,159959037027
22,0.3761140135218193,1101.4388429466635,10036.556581733748,160953922038
23,0.46120159803318994,962.0191599242389,9933.041620068252,159960933405
24,0.489820221266134,1006.7601441405714,10364.825529279187,161151314035
