,namespace,pod_name,container_name,joules
0,orchestrator,orchestrator-555f7b7c9d-m4n2x,linkerd-init,0.0
1,orchestrator,policy-enforcer-cb8dccbd8-bp7zm,linkerd-init,0.0
2,orchestrator,policy-enforcer-cb8dccbd8-bp7zm,linkerd-proxy,8808.374511718748
3,orchestrator,orchestrator-555f7b7c9d-m4n2x,linkerd-proxy,8807.762988281249
4,client7,client7-544486cc98-jwmrh,linkerd-init,0.0
5,client7,client7-544486cc98-jwmrh,sidecar,17847.7111328125
6,client7,client7-544486cc98-jwmrh,linkerd-proxy,17875.45068359375
7,client7,client7-544486cc98-jwmrh,client7,17883.542773437497
8,client5,client5-7d5ff7f8b4-m5sjg,client5,16789.56064453125
9,client5,client5-7d5ff7f8b4-m5sjg,sidecar,14701.5138671875
10,client5,client5-7d5ff7f8b4-m5sjg,linkerd-proxy,16680.2341796875
11,client5,client5-7d5ff7f8b4-m5sjg,linkerd-init,0.0
12,client8,client8-5845965f99-qmkgv,linkerd-init,0.0
13,client8,client8-5845965f99-qmkgv,sidecar,16853.03798828125
14,client8,client8-5845965f99-qmkgv,linkerd-proxy,17306.5673828125
15,client8,client8-5845965f99-qmkgv,client8,17312.9005859375
16,client13,client13-7bf86f4f87-kwgnq,linkerd-init,0.0
17,client13,client13-7bf86f4f87-kwgnq,client13,16249.86396484375
18,client13,client13-7bf86f4f87-kwgnq,sidecar,14793.051660156249
19,client13,client13-7bf86f4f87-kwgnq,linkerd-proxy,16151.690234374999
20,server,server-656f98b57f-dtn76,linkerd-init,0.0
21,server,server-656f98b57f-dtn76,linkerd-proxy,11841.24619140625
22,client4,client4-744474fb99-hrpc7,sidecar,17872.453613281246
23,client4,client4-744474fb99-hrpc7,client4,17912.962499999998
24,client4,client4-744474fb99-hrpc7,linkerd-init,0.0
25,client4,client4-744474fb99-hrpc7,linkerd-proxy,17907.861425781248
26,client16,client16-6dc7f87f54-zc4xg,sidecar,17747.179101562495
27,client16,client16-6dc7f87f54-zc4xg,client16,18175.8751953125
28,client16,client16-6dc7f87f54-zc4xg,linkerd-proxy,18170.577343749996
29,client16,client16-6dc7f87f54-zc4xg,linkerd-init,0.0
30,client3,client3-58c68898cd-k9k84,linkerd-proxy,18208.836914062496
31,client3,client3-58c68898cd-k9k84,sidecar,18173.02041015625
