Round,ClientID,ClientAccuracy,ClientTrainingTime,K,Z,sigma_ed,sigma_iid,timestamp
20,client1,0.7917301291814746,6851.671132957563,5,30,1000.0,10,02-03-26-211419
20,client9,0.7477160528854339,6927.858159178868,5,30,1000.0,10,02-03-26-211419
21,client5,0.6328856788172893,7682.007787050679,5,30,1000.0,10,02-03-26-211419
21,client17,0.8027543563799887,6746.846199966967,5,30,1000.0,10,02-03-26-211419
21,client13,0.7972172552525704,8439.334641909227,5,30,1000.0,10,02-03-26-211419
21,client1,0.7555141873977549,6858.892441028729,5,30,1000.0,10,02-03-26-211419
21,client9,0.7561141689837144,7098.58374693431,5,30,1000.0,10,02-03-26-211419
22,client5,0.6373998420042885,7256.318805972114,5,30,1000.0,10,02-03-26-211419
22,client17,0.7374367622259697,6772.229976020753,5,30,1000.0,10,02-03-26-211419
22,client13,0.7357510058113544,8507.228900911286,5,30,1000.0,10,02-03-26-211419
22,client1,0.7461499407683195,6858.097007032484,5,30,1000.0,10,02-03-26-211419
22,client9,0.7675197185496226,6998.37056803517,5,30,1000.0,10,02-03-26-211419
23,client5,0.805326712560659,7364.600333850831,5,30,1000.0,10,02-03-26-211419
23,client17,0.6744800449690838,6480.830209096894,5,30,1000.0,10,02-03-26-211419
23,client13,0.6862986142154671,8686.368562979624,5,30,1000.0,10,02-03-26-211419
23,client1,0.7478986856208044,7259.335225913674,5,30,1000.0,10,02-03-26-211419
23,client9,0.5768030414798843,7365.339820971712,5,30,1000.0,10,02-03-26-211419
24,client5,0.8276153932964677,7470.872358884662,5,30,1000.0,10,02-03-26-211419
24,client17,0.731309724564362,6439.339887816459,5,30,1000.0,10,02-03-26-211419
24,client13,0.7296602592758158,8710.113730980083,5,30,1000.0,10,02-03-26-211419
24,client1,0.7125289107011903,6692.306377924979,5,30,1000.0,10,02-03-26-211419
24,client9,0.7729104011802758,7347.229527076706,5,30,1000.0,10,02-03-26-211419
0,client5,0.1724373576309795,1753.01136309281,5,120,1000.0,10,03-03-26-004803
0,client17,0.1481818181818182,1743.4906880371273,5,120,1000.0,10,03-03-26-004803
0,client13,0.1614641814507074,2386.1719658598304,5,120,1000.0,10,03-03-26-004803
0,client1,0.1847701806540132,1799.2691481485963,5,120,1000.0,10,03-03-26-004803
0,client9,0.1431747443308137,1933.37161000818,5,120,1000.0,10,03-03-26-004803
1,client5,0.2211845102505694,1626.170421950519,5,120,1000.0,10,03-03-26-004803
1,client17,0.211590909090909,1952.633457956836,5,120,1000.0,10,03-03-26-004803
1,client13,0.2346732539860768,2300.0642620027065,5,120,1000.0,10,03-03-26-004803
1,client1,0.2362222730391036,1781.4743840135634,5,120,1000.0,10,03-03-26-004803
1,client9,0.2690084481991996,1809.773236978799,5,120,1000.0,10,03-03-26-004803
2,client5,0.1940774487471526,1830.5786941200492,5,120,1000.0,10,03-03-26-004803
2,client17,0.3645454545454545,1695.4067500773815,5,120,1000.0,10,03-03-26-004803
2,client13,0.3595328991690995,2235.394389135763,5,120,1000.0,10,03-03-26-004803
2,client1,0.2991081637319918,1745.352621888742,5,120,1000.0,10,03-03-26-004803
2,client9,0.2996887505558026,1880.5783421266824,5,120,1000.0,10,03-03-26-004803
3,client5,0.35125284738041,1825.232597067952,5,120,1000.0,10,03-03-26-004803
3,client17,0.4843181818181818,1702.5397580582649,5,120,1000.0,10,03-03-26-004803
3,client13,0.4367841904334156,2376.6789759974927,5,120,1000.0,10,03-03-26-004803
3,client1,0.4271667047793276,1712.2356730978936,5,120,1000.0,10,03-03-26-004803
3,client9,0.3930635838150289,2464.3525548744947,5,120,1000.0,10,03-03-26-004803
4,client5,0.434624145785877,1987.0426368433984,5,120,1000.0,10,03-03-26-004803
4,client17,0.5,1811.401595827192,5,120,1000.0,10,03-03-26-004803
4,client13,0.4978666067819448,2226.9228980876505,5,120,1000.0,10,03-03-26-004803
4,client1,0.5014863937800137,1692.0693169813603,5,120,1000.0,10,03-03-26-004803
4,client9,0.4086260560248999,2448.209292953834,5,120,1000.0,10,03-03-26-004803
5,client5,0.5492027334851937,1923.1602801010013,5,120,1000.0,10,03-03-26-004803
5,client17,0.5404545454545454,1665.9544499125332,5,120,1000.0,10,03-03-26-004803
5,client13,0.5129126431619133,2191.5268059819937,5,120,1000.0,10,03-03-26-004803
5,client1,0.5172650354447748,1735.9316719230264,5,120,1000.0,10,03-03-26-004803
5,client9,0.4517563361493997,1721.4725150261074,5,120,1000.0,10,03-03-26-004803
6,client5,0.5954441913439635,1811.5839699748904,5,120,1000.0,10,03-03-26-004803
6,client17,0.5722727272727273,1628.1066718511283,5,120,1000.0,10,03-03-26-004803
6,client13,0.526386705591736,2193.9777340739965,5,120,1000.0,10,03-03-26-004803
6,client1,0.5769494626114795,1726.3890889007598,5,120,1000.0,10,03-03-26-004803
6,client9,0.5151178301467318,2121.6486310586333,5,120,1000.0,10,03-03-26-004803
7,client5,0.6136674259681093,1935.9044169541448,5,120,1000.0,10,03-03-26-004803
7,client17,0.5797727272727272,1798.800959950313,5,120,1000.0,10,03-03-26-004803
7,client13,0.5816303615540085,2189.4634331110865,5,120,1000.0,10,03-03-26-004803
7,client1,0.6176537845872399,1995.131433010101,5,120,1000.0,10,03-03-26-004803
7,client9,0.4513116940862605,1811.5584501065316,5,120,1000.0,10,03-03-26-004803
8,client5,0.6302961275626424,1837.876809062436,5,120,1000.0,10,03-03-26-004803
8,client17,0.5622727272727273,1893.5853198636323,5,120,1000.0,10,03-03-26-004803
8,client13,0.5856725802829553,2119.687319966033,5,120,1000.0,10,03-03-26-004803
8,client1,0.6530985593414133,1737.160262884572,5,120,1000.0,10,03-03-26-004803
8,client9,0.4259670964873277,1718.2197298388928,5,120,1000.0,10,03-03-26-004803
9,client5,0.65125284738041,2024.1675809957087,5,120,1000.0,10,03-03-26-004803
9,client17,0.6104545454545455,2007.1243438869717,5,120,1000.0,10,03-03-26-004803
9,client13,0.5335728722209746,2331.382049014792,5,120,1000.0,10,03-03-26-004803
9,client1,0.6348044820489367,1745.5392370466143,5,120,1000.0,10,03-03-26-004803
9,client9,0.4684304135171187,1655.6895889807492,5,120,1000.0,10,03-03-26-004803
10,client5,0.5198177676537585,1889.055073959753,5,120,1000.0,10,03-03-26-004803
10,client17,0.5840909090909091,1783.0241399351507,5,120,1000.0,10,03-03-26-004803
10,client13,0.3927689198293285,2180.9363218490034,5,120,1000.0,10,03-03-26-004803
10,client1,0.5844957694946261,1801.8244199920448,5,120,1000.0,10,03-03-26-004803
10,client9,0.1611827478879502,1716.067569795996,5,120,1000.0,10,03-03-26-004803
11,client5,0.2619589977220957,1995.768984081224,5,120,1000.0,10,03-03-26-004803
11,client17,0.3313636363636363,1791.9404779095205,5,120,1000.0,10,03-03-26-004803
11,client13,0.239164608129351,2248.587223002687,5,120,1000.0,10,03-03-26-004803
11,client1,0.462840155499657,1775.915278121829,5,120,1000.0,10,03-03-26-004803
11,client9,0.2087594486438417,1766.49363595061,5,120,1000.0,10,03-03-26-004803
12,client5,0.2195899772209567,1955.156759126112,5,120,1000.0,10,03-03-26-004803
12,client17,0.2034090909090909,1796.899262117222,5,120,1000.0,10,03-03-26-004803
12,client13,0.1843700875814058,2180.8581289369613,5,120,1000.0,10,03-03-26-004803
