Round,ClientID,ClientAccuracy,ClientTrainingTime,clients,rounds,timestamp,experiment
4,client10,0.5924925735889819,647.2539152018726,3,30,12-01-26-153806,C3_R30_12-01-26-153806
5,client5,0.5845133236704203,790.1735720224679,3,30,12-01-26-153806,C3_R30_12-01-26-153806
5,client2,0.5986754966887418,496.92382011562586,3,30,12-01-26-153806,C3_R30_12-01-26-153806
5,client10,0.5426681069403186,635.2188899181783,3,30,12-01-26-153806,C3_R30_12-01-26-153806
6,client5,0.5425911472850931,775.5499850027263,3,30,12-01-26-153806,C3_R30_12-01-26-153806
6,client2,0.584484389782403,501.36415706947446,3,30,12-01-26-153806,C3_R30_12-01-26-153806
6,client10,0.5481366459627329,712.2893068008125,3,30,12-01-26-153806,C3_R30_12-01-26-153806
7,client5,0.588359906344074,773.2893978245556,3,30,12-01-26-153806,C3_R30_12-01-26-153806
7,client2,0.5729422894985808,568.6699668876827,3,30,12-01-26-153806,C3_R30_12-01-26-153806
7,client10,0.5732514177693762,636.788098141551,3,30,12-01-26-153806,C3_R30_12-01-26-153806
8,client5,0.593265692942357,812.2167591936886,3,30,12-01-26-153806,C3_R30_12-01-26-153806
8,client2,0.5919583727530747,519.1324399784207,3,30,12-01-26-153806,C3_R30_12-01-26-153806
8,client10,0.5581960572508776,647.4605090916157,3,30,12-01-26-153806,C3_R30_12-01-26-153806
9,client5,0.6014605864644887,782.6454536989331,3,30,12-01-26-153806,C3_R30_12-01-26-153806
9,client2,0.5821192052980132,550.3734978847206,3,30,12-01-26-153806,C3_R30_12-01-26-153806
9,client10,0.546583850931677,653.682401869446,3,30,12-01-26-153806,C3_R30_12-01-26-153806
10,client5,0.5596499052291225,786.5651240572333,3,30,12-01-26-153806,C3_R30_12-01-26-153806
10,client2,0.5913907284768212,497.1215631812811,3,30,12-01-26-153806,C3_R30_12-01-26-153806
10,client10,0.5916149068322981,639.6978609263897,3,30,12-01-26-153806,C3_R30_12-01-26-153806
11,client5,0.6007916155647229,766.8196172453463,3,30,12-01-26-153806,C3_R30_12-01-26-153806
11,client2,0.6006622516556291,519.013951998204,3,30,12-01-26-153806,C3_R30_12-01-26-153806
11,client10,0.5998514717796382,639.7443790920079,3,30,12-01-26-153806,C3_R30_12-01-26-153806
12,client5,0.5930427026424351,782.5884018093348,3,30,12-01-26-153806,C3_R30_12-01-26-153806
12,client2,0.5975402081362347,508.6513264104724,3,30,12-01-26-153806,C3_R30_12-01-26-153806
12,client10,0.5912773426951121,640.0807332247496,3,30,12-01-26-153806,C3_R30_12-01-26-153806
13,client5,0.54794291448322,758.6520696058869,3,30,12-01-26-153806,C3_R30_12-01-26-153806
13,client2,0.5789971617786187,507.30141066014767,3,30,12-01-26-153806,C3_R30_12-01-26-153806
13,client10,0.6031596003240616,661.8050932884216,3,30,12-01-26-153806,C3_R30_12-01-26-153806
14,client5,0.5885271490690155,777.0561408251524,3,30,12-01-26-153806,C3_R30_12-01-26-153806
14,client2,0.5687795648060548,537.0011711493134,3,30,12-01-26-153806,C3_R30_12-01-26-153806
14,client10,0.5390224142587091,631.8941828794777,3,30,12-01-26-153806,C3_R30_12-01-26-153806
15,client5,0.5600401382539859,770.6526489928365,3,30,12-01-26-153806,C3_R30_12-01-26-153806
15,client2,0.5888363292336802,519.756490830332,3,30,12-01-26-153806,C3_R30_12-01-26-153806
15,client10,0.5920874966243587,667.6536570303142,3,30,12-01-26-153806,C3_R30_12-01-26-153806
16,client5,0.588582896643996,766.6393201798201,3,30,12-01-26-153806,C3_R30_12-01-26-153806
16,client2,0.5893093661305582,524.6044979430735,3,30,12-01-26-153806,C3_R30_12-01-26-153806
16,client10,0.572576289495004,673.1144059449434,3,30,12-01-26-153806,C3_R30_12-01-26-153806
17,client5,0.5798305273720593,785.3603600524366,3,30,12-01-26-153806,C3_R30_12-01-26-153806
17,client2,0.569441816461684,558.084589894861,3,30,12-01-26-153806,C3_R30_12-01-26-153806
17,client10,0.5843910342965163,653.128799982369,3,30,12-01-26-153806,C3_R30_12-01-26-153806
18,client5,0.5818931876463374,825.8428596891463,3,30,12-01-26-153806,C3_R30_12-01-26-153806
18,client2,0.5684957426679281,512.2325629927218,3,30,12-01-26-153806,C3_R30_12-01-26-153806
18,client10,0.5825006751282744,640.781101770699,3,30,12-01-26-153806,C3_R30_12-01-26-153806
19,client5,0.5721931095997325,782.0615242235363,3,30,12-01-26-153806,C3_R30_12-01-26-153806
19,client2,0.5717123935666982,521.9344771467149,3,30,12-01-26-153806,C3_R30_12-01-26-153806
19,client10,0.6006616257088847,620.8743182942271,3,30,12-01-26-153806,C3_R30_12-01-26-153806
20,client5,0.5878024305942692,782.0301949977875,3,30,12-01-26-153806,C3_R30_12-01-26-153806
20,client2,0.5858088930936614,511.5318140015006,3,30,12-01-26-153806,C3_R30_12-01-26-153806
20,client10,0.5450310559006211,629.4398820027709,3,30,12-01-26-153806,C3_R30_12-01-26-153806
21,client5,0.5631062548779128,755.2275890484452,3,30,12-01-26-153806,C3_R30_12-01-26-153806
21,client2,0.575685903500473,554.5366844162345,3,30,12-01-26-153806,C3_R30_12-01-26-153806
21,client10,0.585201188225763,644.8730970732868,3,30,12-01-26-153806,C3_R30_12-01-26-153806
22,client5,0.6018508194893523,787.7877480350435,3,30,12-01-26-153806,C3_R30_12-01-26-153806
22,client2,0.58240302743614,554.4594097882509,3,30,12-01-26-153806,C3_R30_12-01-26-153806
22,client10,0.5919524709694842,680.1649909466505,3,30,12-01-26-153806,C3_R30_12-01-26-153806
23,client5,0.5757052068235031,746.9897703267634,3,30,12-01-26-153806,C3_R30_12-01-26-153806
23,client2,0.5992431409649953,497.7406817488372,3,30,12-01-26-153806,C3_R30_12-01-26-153806
23,client10,0.6011342155009451,655.3167658858001,3,30,12-01-26-153806,C3_R30_12-01-26-153806
24,client5,0.5781581001226447,772.2058743238449,3,30,12-01-26-153806,C3_R30_12-01-26-153806
24,client2,0.6017975402081363,529.0391691960394,3,30,12-01-26-153806,C3_R30_12-01-26-153806
24,client10,0.5989062921955172,635.324533097446,3,30,12-01-26-153806,C3_R30_12-01-26-153806
25,client5,0.5727505853495373,788.0693478509784,3,30,12-01-26-153806,C3_R30_12-01-26-153806
25,client2,0.6001892147587512,505.0944988615811,3,30,12-01-26-153806,C3_R30_12-01-26-153806
25,client10,0.6061976775587362,625.52858190611,3,30,12-01-26-153806,C3_R30_12-01-26-153806
26,client5,0.5957185862414985,805.8730619959533,3,30,12-01-26-153806,C3_R30_12-01-26-153806
26,client2,0.5869441816461684,519.1787695512176,3,30,12-01-26-153806,C3_R30_12-01-26-153806
26,client10,0.5816905211990279,634.5862792804837,3,30,12-01-26-153806,C3_R30_12-01-26-153806
27,client5,0.5985059649905229,776.253686286509,3,30,12-01-26-153806,C3_R30_12-01-26-153806
27,client2,0.5742667928098392,502.8824592009187,3,30,12-01-26-153806,C3_R30_12-01-26-153806
27,client10,0.5964083175803403,641.3849708624184,3,30,12-01-26-153806,C3_R30_12-01-26-153806
28,client5,0.6043594603634742,774.0779998712242,3,30,12-01-26-153806,C3_R30_12-01-26-153806
28,client2,0.5904446546830653,550.0666340813041,3,30,12-01-26-153806,C3_R30_12-01-26-153806
28,client10,0.5996489332973265,653.7998160347342,3,30,12-01-26-153806,C3_R30_12-01-26-153806
29,client5,0.5892518675437618,771.1593760177493,3,30,12-01-26-153806,C3_R30_12-01-26-153806
29,client2,0.5992431409649953,541.9882661662996,3,30,12-01-26-153806,C3_R30_12-01-26-153806
29,client10,0.597893599783959,605.2443771623075,3,30,12-01-26-153806,C3_R30_12-01-26-153806
0,client7,0.5110053539559786,75.0216101296246,3,30,13-01-26-170345,C3_R30_13-01-26-170345
0,client8,0.4916136495083864,74.3855251930654,3,30,13-01-26-170345,C3_R30_13-01-26-170345
0,client16,0.4967855055523086,103.77809312194586,3,30,13-01-26-170345,C3_R30_13-01-26-170345
1,client7,0.5437239738251041,72.34786124899983,3,30,13-01-26-170345,C3_R30_13-01-26-170345
1,client8,0.5211104684788895,78.34751624614,3,30,13-01-26-170345,C3_R30_13-01-26-170345
1,client16,0.5330216247808299,97.23110776394606,3,30,13-01-26-170345,C3_R30_13-01-26-170345
2,client7,0.5258774538964902,75.54044481366873,3,30,13-01-26-170345,C3_R30_13-01-26-170345
2,client8,0.5135916714864083,80.54521400481462,3,30,13-01-26-170345,C3_R30_13-01-26-170345
2,client16,0.5511396843950906,99.88634893670678,3,30,13-01-26-170345,C3_R30_13-01-26-170345
3,client7,0.5556216537775134,71.98387011885643,3,30,13-01-26-170345,C3_R30_13-01-26-170345
3,client8,0.5396182764603817,86.01672807708383,3,30,13-01-26-170345,C3_R30_13-01-26-170345
3,client16,0.5523085914669784,94.36295041814446,3,30,13-01-26-170345,C3_R30_13-01-26-170345
4,client7,0.5496728138013087,74.5152197778225,3,30,13-01-26-170345,C3_R30_13-01-26-170345
4,client8,0.5101214574898786,80.59734338894486,3,30,13-01-26-170345,C3_R30_13-01-26-170345
4,client16,0.559322033898305,98.33371313288808,3,30,13-01-26-170345,C3_R30_13-01-26-170345
5,client7,0.5389649018441404,71.76472572609782,3,30,13-01-26-170345,C3_R30_13-01-26-170345
5,client8,0.5494505494505495,80.79288387671113,3,30,13-01-26-170345,C3_R30_13-01-26-170345
5,client16,0.5604909409701929,101.38506395742296,3,30,13-01-26-170345,C3_R30_13-01-26-170345
6,client7,0.537180249851279,71.75510562956333,3,30,13-01-26-170345,C3_R30_13-01-26-170345
6,client8,0.5303643724696356,80.95066202804446,3,30,13-01-26-170345,C3_R30_13-01-26-170345
6,client16,0.5458796025715955,98.02728798240425,3,30,13-01-26-170345,C3_R30_13-01-26-170345
7,client7,0.544913741820345,73.03987303748727,3,30,13-01-26-170345,C3_R30_13-01-26-170345
7,client8,0.5870445344129555,85.11148113757372,3,30,13-01-26-170345,C3_R30_13-01-26-170345
7,client16,0.5330216247808299,100.14746803790332,3,30,13-01-26-170345,C3_R30_13-01-26-170345
8,client7,0.5764425936942297,79.13345657289028,3,30,13-01-26-170345,C3_R30_13-01-26-170345
8,client8,0.5263157894736842,86.85523690655828,3,30,13-01-26-170345,C3_R30_13-01-26-170345
8,client16,0.5774400935125658,102.08105761557816,3,30,13-01-26-170345,C3_R30_13-01-26-170345
9,client7,0.5443188578227246,78.71041493490338,3,30,13-01-26-170345,C3_R30_13-01-26-170345
9,client8,0.5465587044534413,83.03382201120257,3,30,13-01-26-170345,C3_R30_13-01-26-170345
9,client16,0.5715955581531268,96.23208874836564,3,30,13-01-26-170345,C3_R30_13-01-26-170345
10,client7,0.5478881618084473,75.76366793364286,3,30,13-01-26-170345,C3_R30_13-01-26-170345
10,client8,0.5124349334875651,82.95801794156432,3,30,13-01-26-170345,C3_R30_13-01-26-170345
10,client16,0.55406195207481,95.04285268485546,3,30,13-01-26-170345,C3_R30_13-01-26-170345
11,client7,0.578227245687091,85.88742092251778,3,30,13-01-26-170345,C3_R30_13-01-26-170345
11,client8,0.6038172353961828,79.5964440330863,3,30,13-01-26-170345,C3_R30_13-01-26-170345
11,client16,0.5587375803623612,94.32512894272804,3,30,13-01-26-170345,C3_R30_13-01-26-170345
12,client7,0.529446757882213,72.73374311625957,3,30,13-01-26-170345,C3_R30_13-01-26-170345
12,client8,0.5390399074609601,76.11017487943172,3,30,13-01-26-170345,C3_R30_13-01-26-170345
12,client16,0.5739333722969024,101.82377696037292,3,30,13-01-26-170345,C3_R30_13-01-26-170345
13,client7,0.5728732897085068,78.13849998638034,3,30,13-01-26-170345,C3_R30_13-01-26-170345
13,client8,0.5367264314632736,83.7407330982387,3,30,13-01-26-170345,C3_R30_13-01-26-170345
13,client16,0.5587375803623612,96.0252210497856,3,30,13-01-26-170345,C3_R30_13-01-26-170345
14,client7,0.5193337299226651,70.69646986201406,3,30,13-01-26-170345,C3_R30_13-01-26-170345
14,client8,0.523423944476576,79.49752733111382,3,30,13-01-26-170345,C3_R30_13-01-26-170345
14,client16,0.5973115137346581,93.94752187654376,3,30,13-01-26-170345,C3_R30_13-01-26-170345
15,client7,0.5556216537775134,69.43224184215069,3,30,13-01-26-170345,C3_R30_13-01-26-170345
15,client8,0.5621746674378253,76.48563710972667,3,30,13-01-26-170345,C3_R30_13-01-26-170345
15,client16,0.527177089421391,99.0341641008854,3,30,13-01-26-170345,C3_R30_13-01-26-170345
16,client7,0.5936942296252231,71.12933974713087,3,30,13-01-26-170345,C3_R30_13-01-26-170345
16,client8,0.5430884904569115,77.2741106338799,3,30,13-01-26-170345,C3_R30_13-01-26-170345
16,client16,0.5277615429573349,99.31608196347952,3,30,13-01-26-170345,C3_R30_13-01-26-170345
17,client7,0.5324211778703153,72.52361392602324,3,30,13-01-26-170345,C3_R30_13-01-26-170345
17,client8,0.5355696934644303,84.21221608296037,3,30,13-01-26-170345,C3_R30_13-01-26-170345
17,client16,0.5628287551139685,92.5149810500443,3,30,13-01-26-170345,C3_R30_13-01-26-170345
18,client7,0.5466983938132064,82.34884357079864,3,30,13-01-26-170345,C3_R30_13-01-26-170345
18,client8,0.5367264314632736,82.99619192257524,3,30,13-01-26-170345,C3_R30_13-01-26-170345
18,client16,0.592051431911163,94.87116103991866,3,30,13-01-26-170345,C3_R30_13-01-26-170345
19,client7,0.5472932778108269,69.33160219341516,3,30,13-01-26-170345,C3_R30_13-01-26-170345
19,client8,0.5257374204742625,78.47168343141675,3,30,13-01-26-170345,C3_R30_13-01-26-170345
19,client16,0.6014026884862653,106.59316321834922,3,30,13-01-26-170345,C3_R30_13-01-26-170345
20,client7,0.5966686496133254,77.26217899471521,3,30,13-01-26-170345,C3_R30_13-01-26-170345
20,client8,0.5419317524580682,82.13160093873739,3,30,13-01-26-170345,C3_R30_13-01-26-170345
20,client16,0.5441262419637639,95.96020122990012,3,30,13-01-26-170345,C3_R30_13-01-26-170345
21,client7,0.5984533016061868,67.40597216412425,3,30,13-01-26-170345,C3_R30_13-01-26-170345
21,client8,0.5835743204164257,74.8873669654131,3,30,13-01-26-170345,C3_R30_13-01-26-170345
21,client16,0.5587375803623612,89.90615699440241,3,30,13-01-26-170345,C3_R30_13-01-26-170345
22,client7,0.5883402736466389,74.50603367760777,3,30,13-01-26-170345,C3_R30_13-01-26-170345
