Round,ClientID,ClientAccuracy,ClientTrainingTime,clients,rounds,timestamp,experiment
22,client13,0.5877334563062024,237.69604694098237,15,30,16-01-26-165001,C15_R30_16-01-26-165001
22,client20,0.5958217606569255,393.5515289194882,15,30,16-01-26-165001,C15_R30_16-01-26-165001
22,client5,0.588694391793957,758.464468177408,15,30,16-01-26-165001,C15_R30_16-01-26-165001
22,client4,0.580659945004583,99.92588218301536,15,30,16-01-26-165001,C15_R30_16-01-26-165001
22,client1,0.5772571729402475,180.30839413404465,15,30,16-01-26-165001,C15_R30_16-01-26-165001
22,client3,0.5997883597883598,229.962645098567,15,30,16-01-26-165001,C15_R30_16-01-26-165001
22,client12,0.5864922584089696,150.4467111080885,15,30,16-01-26-165001,C15_R30_16-01-26-165001
22,client9,0.583961716937355,296.07200203463435,15,30,16-01-26-165001,C15_R30_16-01-26-165001
22,client10,0.5903996759384283,661.3100548274815,15,30,16-01-26-165001,C15_R30_16-01-26-165001
23,client7,0.6049970255800119,81.03515207767487,15,30,16-01-26-165001,C15_R30_16-01-26-165001
23,client8,0.5957200694042799,73.5222240909934,15,30,16-01-26-165001,C15_R30_16-01-26-165001
23,client6,0.6178994687372292,102.27246722206472,15,30,16-01-26-165001,C15_R30_16-01-26-165001
23,client17,0.5749761222540593,91.53537591919304,15,30,16-01-26-165001,C15_R30_16-01-26-165001
23,client16,0.6066627703097603,94.32604210451244,15,30,16-01-26-165001,C15_R30_16-01-26-165001
23,client13,0.5690569518100069,233.4668580442667,15,30,16-01-26-165001,C15_R30_16-01-26-165001
23,client20,0.5938896268566598,377.9789432883263,15,30,16-01-26-165001,C15_R30_16-01-26-165001
23,client18,0.6119824341279799,138.32236593589187,15,30,16-01-26-165001,C15_R30_16-01-26-165001
23,client5,0.6026870331140596,780.5375279858708,15,30,16-01-26-165001,C15_R30_16-01-26-165001
23,client4,0.5962419798350137,104.40859198570251,15,30,16-01-26-165001,C15_R30_16-01-26-165001
23,client3,0.5813756613756613,236.84879764914515,15,30,16-01-26-165001,C15_R30_16-01-26-165001
23,client1,0.6012108449591997,179.34654606506228,15,30,16-01-26-165001,C15_R30_16-01-26-165001
23,client12,0.5854244527495995,150.79074911773205,15,30,16-01-26-165001,C15_R30_16-01-26-165001
23,client9,0.589907192575406,282.75474021211267,15,30,16-01-26-165001,C15_R30_16-01-26-165001
23,client10,0.5873615987037537,629.955967888236,15,30,16-01-26-165001,C15_R30_16-01-26-165001
24,client6,0.5700858193706579,102.35033417120576,15,30,16-01-26-165001,C15_R30_16-01-26-165001
24,client17,0.5983763132760267,98.32552494481206,15,30,16-01-26-165001,C15_R30_16-01-26-165001
24,client18,0.6113550815558344,133.76428000628948,15,30,16-01-26-165001,C15_R30_16-01-26-165001
24,client13,0.5916532165091076,233.49655326455832,15,30,16-01-26-165001,C15_R30_16-01-26-165001
24,client20,0.6004105784325564,369.0325357019901,15,30,16-01-26-165001,C15_R30_16-01-26-165001
24,client16,0.6072472238457043,98.915483802557,15,30,16-01-26-165001,C15_R30_16-01-26-165001
24,client7,0.6061867935752528,83.31501390784979,15,30,16-01-26-165001,C15_R30_16-01-26-165001
24,client8,0.5986119144013881,75.39036497473717,15,30,16-01-26-165001,C15_R30_16-01-26-165001
24,client5,0.5725833426245959,779.9665257334709,15,30,16-01-26-165001,C15_R30_16-01-26-165001
24,client1,0.6046327981047644,177.6256267912686,15,30,16-01-26-165001,C15_R30_16-01-26-165001
24,client3,0.597037037037037,209.06174834817648,15,30,16-01-26-165001,C15_R30_16-01-26-165001
24,client4,0.5976168652612283,90.92276822775602,15,30,16-01-26-165001,C15_R30_16-01-26-165001
24,client12,0.5971703150026695,157.82101219519973,15,30,16-01-26-165001,C15_R30_16-01-26-165001
24,client10,0.5552254928436403,625.7030316628516,15,30,16-01-26-165001,C15_R30_16-01-26-165001
24,client9,0.5812064965197216,311.3522520288825,15,30,16-01-26-165001,C15_R30_16-01-26-165001
25,client7,0.6073765615704938,77.09012413397431,15,30,16-01-26-165001,C15_R30_16-01-26-165001
25,client8,0.5876229034123771,80.9564059600234,15,30,16-01-26-165001,C15_R30_16-01-26-165001
25,client18,0.6072772898368883,141.82869996875525,15,30,16-01-26-165001,C15_R30_16-01-26-165001
25,client16,0.5809468147282291,98.94664492458104,15,30,16-01-26-165001,C15_R30_16-01-26-165001
25,client17,0.5978987583572111,95.21829290315507,15,30,16-01-26-165001,C15_R30_16-01-26-165001
25,client20,0.5931650766815602,386.7567121051252,15,30,16-01-26-165001,C15_R30_16-01-26-165001
25,client6,0.6219861054352268,103.03022293373942,15,30,16-01-26-165001,C15_R30_16-01-26-165001
25,client5,0.6040249749135913,765.7463038340211,15,30,16-01-26-165001,C15_R30_16-01-26-165001
25,client13,0.5951118284528476,250.6763278506696,15,30,16-01-26-165001,C15_R30_16-01-26-165001
25,client4,0.5678276810265811,90.1323459111154,15,30,16-01-26-165001,C15_R30_16-01-26-165001
25,client1,0.569097130823901,192.6616872660816,15,30,16-01-26-165001,C15_R30_16-01-26-165001
25,client3,0.5845502645502646,212.86586113274095,15,30,16-01-26-165001,C15_R30_16-01-26-165001
25,client12,0.593699946609717,156.93874098360538,15,30,16-01-26-165001,C15_R30_16-01-26-165001
25,client9,0.5920823665893271,287.9250873811543,15,30,16-01-26-165001,C15_R30_16-01-26-165001
25,client10,0.5642722117202268,600.8689338341355,15,30,16-01-26-165001,C15_R30_16-01-26-165001
26,client7,0.5925044616299822,78.52483401075006,15,30,16-01-26-165001,C15_R30_16-01-26-165001
26,client8,0.5714285714285714,77.24233577027917,15,30,16-01-26-165001,C15_R30_16-01-26-165001
26,client6,0.618308132407029,106.98796482756734,15,30,16-01-26-165001,C15_R30_16-01-26-165001
26,client17,0.5888252148997135,94.99577432870863,15,30,16-01-26-165001,C15_R30_16-01-26-165001
26,client16,0.5745178258328463,92.05587208271028,15,30,16-01-26-165001,C15_R30_16-01-26-165001
26,client18,0.5941028858218319,152.76373689994216,15,30,16-01-26-165001,C15_R30_16-01-26-165001
26,client13,0.5808162324187226,237.6411808654666,15,30,16-01-26-165001,C15_R30_16-01-26-165001
26,client20,0.5979954111822243,393.55089608579874,15,30,16-01-26-165001,C15_R30_16-01-26-165001
26,client5,0.6018508194893523,790.0486709550023,15,30,16-01-26-165001,C15_R30_16-01-26-165001
26,client4,0.5934922089825848,100.82071833312511,15,30,16-01-26-165001,C15_R30_16-01-26-165001
26,client1,0.5885759410371151,175.04190700128677,15,30,16-01-26-165001,C15_R30_16-01-26-165001
26,client3,0.6033862433862434,214.91027111187577,15,30,16-01-26-165001,C15_R30_16-01-26-165001
26,client12,0.595835557928457,161.6390743292868,15,30,16-01-26-165001,C15_R30_16-01-26-165001
26,client9,0.5958526682134571,308.1147391349077,15,30,16-01-26-165001,C15_R30_16-01-26-165001
26,client10,0.6043748312179315,636.514572892338,15,30,16-01-26-165001,C15_R30_16-01-26-165001
27,client8,0.5899363794100636,73.47854180261493,15,30,16-01-26-165001,C15_R30_16-01-26-165001
27,client6,0.6199427870862281,102.28095203638075,15,30,16-01-26-165001,C15_R30_16-01-26-165001
27,client17,0.6060171919770774,94.92622315883636,15,30,16-01-26-165001,C15_R30_16-01-26-165001
27,client13,0.5856582891399585,237.29158705100417,15,30,16-01-26-165001,C15_R30_16-01-26-165001
27,client20,0.5889385339934791,377.9159877449274,15,30,16-01-26-165001,C15_R30_16-01-26-165001
27,client7,0.5990481856038072,92.64215407893062,15,30,16-01-26-165001,C15_R30_16-01-26-165001
27,client18,0.548306148055207,139.76463302969933,15,30,16-01-26-165001,C15_R30_16-01-26-165001
27,client16,0.576271186440678,92.40809129551052,15,30,16-01-26-165001,C15_R30_16-01-26-165001
27,client5,0.5899208384435277,776.1209108866751,15,30,16-01-26-165001,C15_R30_16-01-26-165001
27,client3,0.5904761904761905,231.44939495250583,15,30,16-01-26-165001,C15_R30_16-01-26-165001
27,client1,0.6035798894445907,168.7751137651503,15,30,16-01-26-165001,C15_R30_16-01-26-165001
27,client4,0.5852428964252979,94.36286985874176,15,30,16-01-26-165001,C15_R30_16-01-26-165001
27,client9,0.5870069605568445,286.5046230144799,15,30,16-01-26-165001,C15_R30_16-01-26-165001
27,client12,0.596903363587827,164.74841721355915,15,30,16-01-26-165001,C15_R30_16-01-26-165001
27,client10,0.5802052389954091,642.346752807498,15,30,16-01-26-165001,C15_R30_16-01-26-165001
28,client7,0.5930993456276026,83.69114762172103,15,30,16-01-26-165001,C15_R30_16-01-26-165001
28,client18,0.592534504391468,136.89403608441353,15,30,16-01-26-165001,C15_R30_16-01-26-165001
28,client8,0.5714285714285714,73.47046583890915,15,30,16-01-26-165001,C15_R30_16-01-26-165001
28,client16,0.6125073056691993,91.03204403072596,15,30,16-01-26-165001,C15_R30_16-01-26-165001
28,client6,0.5876583571720474,105.07600009441376,15,30,16-01-26-165001,C15_R30_16-01-26-165001
28,client17,0.5912129894937918,106.3487152568996,15,30,16-01-26-165001,C15_R30_16-01-26-165001
28,client13,0.5971869956190915,235.88900920003653,15,30,16-01-26-165001,C15_R30_16-01-26-165001
28,client20,0.5715493297910881,370.0430151075125,15,30,16-01-26-165001,C15_R30_16-01-26-165001
28,client5,0.5917047608429034,788.9820109121501,15,30,16-01-26-165001,C15_R30_16-01-26-165001
28,client1,0.609897341405633,181.56900210306048,15,30,16-01-26-165001,C15_R30_16-01-26-165001
28,client3,0.6002116402116402,227.78918221592903,15,30,16-01-26-165001,C15_R30_16-01-26-165001
28,client4,0.5907424381301558,93.22357922792436,15,30,16-01-26-165001,C15_R30_16-01-26-165001
28,client12,0.596369460758142,175.3359050489962,15,30,16-01-26-165001,C15_R30_16-01-26-165001
28,client9,0.5559744779582366,286.06010507792234,15,30,16-01-26-165001,C15_R30_16-01-26-165001
28,client10,0.592830137726168,610.1982719264925,15,30,16-01-26-165001,C15_R30_16-01-26-165001
29,client7,0.6044021415823915,81.41805930063128,15,30,16-01-26-165001,C15_R30_16-01-26-165001
29,client18,0.6022584692597239,132.3229563422501,15,30,16-01-26-165001,C15_R30_16-01-26-165001
29,client16,0.6066627703097603,95.8759537898004,15,30,16-01-26-165001,C15_R30_16-01-26-165001
29,client8,0.5916714864083286,72.4317766726017,15,30,16-01-26-165001,C15_R30_16-01-26-165001
29,client6,0.6178994687372292,104.09772489219904,15,30,16-01-26-165001,C15_R30_16-01-26-165001
29,client13,0.5944201060640996,230.2531967870891,15,30,16-01-26-165001,C15_R30_16-01-26-165001
29,client5,0.5943806444419668,866.7252641171217,15,30,16-01-26-165001,C15_R30_16-01-26-165001
29,client17,0.5840496657115568,100.8387291803956,15,30,16-01-26-165001,C15_R30_16-01-26-165001
29,client20,0.594734935394276,378.1284331344068,15,30,16-01-26-165001,C15_R30_16-01-26-165001
29,client4,0.5989917506874427,99.82062177732588,15,30,16-01-26-165001,C15_R30_16-01-26-165001
29,client1,0.6025269807844169,189.70922101289037,15,30,16-01-26-165001,C15_R30_16-01-26-165001
29,client3,0.6004232804232804,213.81099987775087,15,30,16-01-26-165001,C15_R30_16-01-26-165001
29,client12,0.5977042178323545,172.64818213880062,15,30,16-01-26-165001,C15_R30_16-01-26-165001
29,client9,0.5694605568445475,290.22083384916186,15,30,16-01-26-165001,C15_R30_16-01-26-165001
0,client7,0.4973230220107079,80.56553220376372,15,30,19-01-26-124438,C15_R30_19-01-26-124438
0,client8,0.5211104684788895,89.33763997629285,15,30,19-01-26-124438,C15_R30_19-01-26-124438
0,client17,0.4699140401146132,97.5580457597971,15,30,19-01-26-124438,C15_R30_19-01-26-124438
0,client6,0.5427053534940743,108.02517179399727,15,30,19-01-26-124438,C15_R30_19-01-26-124438
0,client16,0.4862653419053185,102.75623062625527,15,30,19-01-26-124438,C15_R30_19-01-26-124438
0,client18,0.4937264742785445,138.70089733973143,15,30,19-01-26-124438,C15_R30_19-01-26-124438
0,client14,0.532618825722274,124.77684393525124,15,30,19-01-26-124438,C15_R30_19-01-26-124438
0,client13,0.5284759050034586,237.894669175148,15,30,19-01-26-124438,C15_R30_19-01-26-124438
0,client20,0.5058567805820553,357.30524314567447,15,30,19-01-26-124438,C15_R30_19-01-26-124438
0,client5,0.5728620804994983,793.1647710502148,15,30,19-01-26-124438,C15_R30_19-01-26-124438
0,client1,0.5135561989997368,168.89986209571362,15,30,19-01-26-124438,C15_R30_19-01-26-124438
0,client2,0.5363292336802271,549.9096470884979,15,30,19-01-26-124438,C15_R30_19-01-26-124438
0,client12,0.5114789108382275,195.0893639586866,15,30,19-01-26-124438,C15_R30_19-01-26-124438
0,client9,0.552639211136891,307.5000150129199,15,30,19-01-26-124438,C15_R30_19-01-26-124438
0,client10,0.5375371320550905,637.3186451382935,15,30,19-01-26-124438,C15_R30_19-01-26-124438
1,client7,0.5229030339083879,72.25614925846457,15,30,19-01-26-124438,C15_R30_19-01-26-124438
1,client8,0.5135916714864083,88.36066722869873,15,30,19-01-26-124438,C15_R30_19-01-26-124438
1,client17,0.5391595033428844,98.78732077777386,15,30,19-01-26-124438,C15_R30_19-01-26-124438
1,client6,0.5696771557008582,129.34369686990976,15,30,19-01-26-124438,C15_R30_19-01-26-124438
1,client18,0.5473651191969887,138.68253165856004,15,30,19-01-26-124438,C15_R30_19-01-26-124438
1,client16,0.5248392752776154,102.5177240371704,15,30,19-01-26-124438,C15_R30_19-01-26-124438
1,client14,0.5037278657968313,111.49896774441004,15,30,19-01-26-124438,C15_R30_19-01-26-124438
1,client13,0.564214895088771,225.7955176755786,15,30,19-01-26-124438,C15_R30_19-01-26-124438
1,client20,0.5180533751962323,353.98639971390367,15,30,19-01-26-124438,C15_R30_19-01-26-124438
1,client5,0.5457130114840004,786.6366449743509,15,30,19-01-26-124438,C15_R30_19-01-26-124438
1,client1,0.5269807844169518,168.22394402697682,15,30,19-01-26-124438,C15_R30_19-01-26-124438
1,client2,0.5404919583727531,485.3689782321453,15,30,19-01-26-124438,C15_R30_19-01-26-124438
1,client12,0.5221569674319274,182.68234701827168,15,30,19-01-26-124438,C15_R30_19-01-26-124438
1,client9,0.5437935034802784,307.73723497986794,15,30,19-01-26-124438,C15_R30_19-01-26-124438
1,client10,0.5389549014312719,615.7738883048296,15,30,19-01-26-124438,C15_R30_19-01-26-124438
2,client16,0.5949736995908825,94.1524519585073,15,30,19-01-26-124438,C15_R30_19-01-26-124438
2,client17,0.5620821394460362,93.59113499522208,15,30,19-01-26-124438,C15_R30_19-01-26-124438
2,client8,0.5459803354540197,93.10755459591746,15,30,19-01-26-124438,C15_R30_19-01-26-124438
2,client7,0.5181439619274242,79.91238310933113,15,30,19-01-26-124438,C15_R30_19-01-26-124438
2,client14,0.5633737185461324,112.92319605126976,15,30,19-01-26-124438,C15_R30_19-01-26-124438
2,client18,0.582810539523212,136.4681120030582,15,30,19-01-26-124438,C15_R30_19-01-26-124438
2,client6,0.5737637923988558,107.78645006939767,15,30,19-01-26-124438,C15_R30_19-01-26-124438
2,client13,0.5430020751671663,222.62285882607105,15,30,19-01-26-124438,C15_R30_19-01-26-124438
2,client20,0.5894215674435455,366.1432028748095,15,30,19-01-26-124438,C15_R30_19-01-26-124438
2,client1,0.5569886812319031,161.74635523930192,15,30,19-01-26-124438,C15_R30_19-01-26-124438
2,client5,0.5386888170364589,771.7375820502639,15,30,19-01-26-124438,C15_R30_19-01-26-124438
2,client2,0.5132450331125827,516.6284940205514,15,30,19-01-26-124438,C15_R30_19-01-26-124438
2,client10,0.5369970294355928,622.5920580327511,15,30,19-01-26-124438,C15_R30_19-01-26-124438
2,client12,0.5509877202349173,166.87394585460424,15,30,19-01-26-124438,C15_R30_19-01-26-124438
2,client9,0.5379930394431555,304.40506199374795,15,30,19-01-26-124438,C15_R30_19-01-26-124438
3,client7,0.5621653777513385,82.55521394312382,15,30,19-01-26-124438,C15_R30_19-01-26-124438
3,client8,0.5257374204742625,91.94883797317743,15,30,19-01-26-124438,C15_R30_19-01-26-124438
3,client17,0.5324737344794651,92.736576218158,15,30,19-01-26-124438,C15_R30_19-01-26-124438
3,client6,0.5296281160604822,112.88669006899,15,30,19-01-26-124438,C15_R30_19-01-26-124438
3,client16,0.5365283459964932,94.06145289540292,15,30,19-01-26-124438,C15_R30_19-01-26-124438
3,client18,0.5947302383939774,136.4479144103825,15,30,19-01-26-124438,C15_R30_19-01-26-124438
3,client14,0.5601118359739049,122.31463519856334,15,30,19-01-26-124438,C15_R30_19-01-26-124438
3,client13,0.5748213050495734,243.86496795341367,15,30,19-01-26-124438,C15_R30_19-01-26-124438
3,client20,0.5847119913053979,379.3037999421358,15,30,19-01-26-124438,C15_R30_19-01-26-124438
3,client5,0.5781581001226447,771.9647926278412,15,30,19-01-26-124438,C15_R30_19-01-26-124438
3,client1,0.5859436693866807,166.0421947017312,15,30,19-01-26-124438,C15_R30_19-01-26-124438
3,client2,0.5767265846736045,513.1176458671689,15,30,19-01-26-124438,C15_R30_19-01-26-124438
3,client12,0.5512546716497597,235.9919119626284,15,30,19-01-26-124438,C15_R30_19-01-26-124438
3,client9,0.5475638051044084,294.1560111939907,15,30,19-01-26-124438,C15_R30_19-01-26-124438
3,client10,0.5407102349446394,633.7860990315676,15,30,19-01-26-124438,C15_R30_19-01-26-124438
4,client6,0.6080915406620352,112.53198608756064,15,30,19-01-26-124438,C15_R30_19-01-26-124438
4,client8,0.5777906304222094,82.99827203154564,15,30,19-01-26-124438,C15_R30_19-01-26-124438
4,client7,0.6055919095776323,78.18952715024352,15,30,19-01-26-124438,C15_R30_19-01-26-124438
4,client17,0.5893027698185291,99.99368293210864,15,30,19-01-26-124438,C15_R30_19-01-26-124438
4,client16,0.5786090005844535,96.72889718785882,15,30,19-01-26-124438,C15_R30_19-01-26-124438
4,client18,0.5605395232120451,135.30024094507098,15,30,19-01-26-124438,C15_R30_19-01-26-124438
4,client14,0.5,122.12022114545108,15,30,19-01-26-124438,C15_R30_19-01-26-124438
4,client13,0.5858888632695411,235.82232976332307,15,30,19-01-26-124438,C15_R30_19-01-26-124438
4,client20,0.5629754860524091,375.002846121788,15,30,19-01-26-124438,C15_R30_19-01-26-124438
4,client5,0.5325008362136248,771.2955046445131,15,30,19-01-26-124438,C15_R30_19-01-26-124438
4,client1,0.594630165833114,163.23244804516435,15,30,19-01-26-124438,C15_R30_19-01-26-124438
4,client2,0.5491958372753075,503.758299164474,15,30,19-01-26-124438,C15_R30_19-01-26-124438
4,client12,0.5838227442605446,171.4591053314507,15,30,19-01-26-124438,C15_R30_19-01-26-124438
4,client9,0.5738109048723898,305.83700397983193,15,30,19-01-26-124438,C15_R30_19-01-26-124438
4,client10,0.5637996219281664,627.9578180983663,15,30,19-01-26-124438,C15_R30_19-01-26-124438
5,client6,0.6105435226808337,108.39247982949018,15,30,19-01-26-124438,C15_R30_19-01-26-124438
5,client7,0.5675193337299227,75.11000987142324,15,30,19-01-26-124438,C15_R30_19-01-26-124438
5,client8,0.5824175824175825,82.73359062150121,15,30,19-01-26-124438,C15_R30_19-01-26-124438
5,client17,0.5845272206303725,97.84049773588777,15,30,19-01-26-124438,C15_R30_19-01-26-124438
5,client16,0.6072472238457043,97.87726495414972,15,30,19-01-26-124438,C15_R30_19-01-26-124438
5,client18,0.6079046424090339,145.0148606672883,15,30,19-01-26-124438,C15_R30_19-01-26-124438
5,client14,0.5773532152842498,112.75675287470222,15,30,19-01-26-124438,C15_R30_19-01-26-124438
5,client13,0.5614480055337792,230.3845197893679,15,30,19-01-26-124438,C15_R30_19-01-26-124438
5,client20,0.5565752928390291,368.5423620045185,15,30,19-01-26-124438,C15_R30_19-01-26-124438
5,client5,0.5734195562493032,770.2617049217224,15,30,19-01-26-124438,C15_R30_19-01-26-124438
5,client1,0.6048960252698078,169.3255640566349,15,30,19-01-26-124438,C15_R30_19-01-26-124438
5,client2,0.5949858088930937,473.538194783032,15,30,19-01-26-124438,C15_R30_19-01-26-124438
5,client12,0.5854244527495995,182.30718467384577,15,30,19-01-26-124438,C15_R30_19-01-26-124438
5,client9,0.535092807424594,297.7281301282346,15,30,19-01-26-124438,C15_R30_19-01-26-124438
5,client10,0.5994463948150148,638.519539963454,15,30,19-01-26-124438,C15_R30_19-01-26-124438
6,client8,0.5812608444187392,80.06873819977045,15,30,19-01-26-124438,C15_R30_19-01-26-124438
6,client7,0.562760261748959,79.57637682557106,15,30,19-01-26-124438,C15_R30_19-01-26-124438
6,client6,0.5610952186350634,118.86845994740725,15,30,19-01-26-124438,C15_R30_19-01-26-124438
6,client18,0.6129234629861983,135.6545789167285,15,30,19-01-26-124438,C15_R30_19-01-26-124438
6,client14,0.5507921714818267,127.17734882608056,15,30,19-01-26-124438,C15_R30_19-01-26-124438
6,client17,0.5391595033428844,95.35177098587155,15,30,19-01-26-124438,C15_R30_19-01-26-124438
6,client16,0.6136762127410871,91.2409727461636,15,30,19-01-26-124438,C15_R30_19-01-26-124438
6,client13,0.5480747060179848,235.56229285895824,15,30,19-01-26-124438,C15_R30_19-01-26-124438
6,client20,0.5983576862697741,376.91384786739945,15,30,19-01-26-124438,C15_R30_19-01-26-124438
6,client5,0.6025197903891181,765.6150069087744,15,30,19-01-26-124438,C15_R30_19-01-26-124438
6,client1,0.6022637536193736,167.49843396246433,15,30,19-01-26-124438,C15_R30_19-01-26-124438
6,client2,0.5649006622516556,491.361337248236,15,30,19-01-26-124438,C15_R30_19-01-26-124438
6,client12,0.5838227442605446,172.99470119178295,15,30,19-01-26-124438,C15_R30_19-01-26-124438
6,client9,0.5849767981438515,288.25825499370694,15,30,19-01-26-124438,C15_R30_19-01-26-124438
6,client10,0.5372670807453416,623.9404669031501,15,30,19-01-26-124438,C15_R30_19-01-26-124438
7,client16,0.5675043834015195,87.49135304242373,15,30,19-01-26-124438,C15_R30_19-01-26-124438
7,client17,0.5974212034383954,93.62048096954824,15,30,19-01-26-124438,C15_R30_19-01-26-124438
7,client8,0.5708502024291497,80.50865167751908,15,30,19-01-26-124438,C15_R30_19-01-26-124438
7,client7,0.5562165377751338,80.99331427365541,15,30,19-01-26-124438,C15_R30_19-01-26-124438
7,client14,0.570363466915191,116.8221039697528,15,30,19-01-26-124438,C15_R30_19-01-26-124438
7,client18,0.6003764115432874,138.12640495598316,15,30,19-01-26-124438,C15_R30_19-01-26-124438
7,client6,0.5803024111156518,113.3730811998248,15,30,19-01-26-124438,C15_R30_19-01-26-124438
7,client13,0.5462301129813235,246.53704091906548,15,30,19-01-26-124438,C15_R30_19-01-26-124438
7,client20,0.5283178360101437,381.59905513748527,15,30,19-01-26-124438,C15_R30_19-01-26-124438
7,client5,0.5694614784256885,764.6306506358087,15,30,19-01-26-124438,C15_R30_19-01-26-124438
7,client1,0.5414582784943406,166.8045143596828,15,30,19-01-26-124438,C15_R30_19-01-26-124438
7,client2,0.5739829706717124,513.1624592468143,15,30,19-01-26-124438,C15_R30_19-01-26-124438
7,client10,0.5897920604914934,650.4051750525832,15,30,19-01-26-124438,C15_R30_19-01-26-124438
7,client12,0.5600640683395622,225.87390895932916,15,30,19-01-26-124438,C15_R30_19-01-26-124438
7,client9,0.5919373549883991,299.2418762296438,15,30,19-01-26-124438,C15_R30_19-01-26-124438
8,client8,0.5529207634470792,82.24254939705133,15,30,19-01-26-124438,C15_R30_19-01-26-124438
8,client7,0.5443188578227246,76.03687699884176,15,30,19-01-26-124438,C15_R30_19-01-26-124438
8,client6,0.5929709848794442,111.91280279308558,15,30,19-01-26-124438,C15_R30_19-01-26-124438
8,client18,0.5944165621079046,140.00129606574774,15,30,19-01-26-124438,C15_R30_19-01-26-124438
8,client17,0.5850047755491882,99.06844003126024,15,30,19-01-26-124438,C15_R30_19-01-26-124438
8,client14,0.5899347623485555,125.4161330871284,15,30,19-01-26-124438,C15_R30_19-01-26-124438
8,client16,0.54354178842782,97.02978003770112,15,30,19-01-26-124438,C15_R30_19-01-26-124438
8,client13,0.5672123587733456,232.5588520616293,15,30,19-01-26-124438,C15_R30_19-01-26-124438
8,client20,0.5696171959908224,370.5640570260584,15,30,19-01-26-124438,C15_R30_19-01-26-124438
8,client5,0.5435388560597614,791.7825812473893,15,30,19-01-26-124438,C15_R30_19-01-26-124438
8,client1,0.5677809949986838,176.27845983952284,15,30,19-01-26-124438,C15_R30_19-01-26-124438
8,client2,0.578713339640492,520.7500113174319,15,30,19-01-26-124438,C15_R30_19-01-26-124438
8,client12,0.5395088093966898,174.32596301659942,15,30,19-01-26-124438,C15_R30_19-01-26-124438
8,client9,0.5696055684454756,296.74000991508365,15,30,19-01-26-124438,C15_R30_19-01-26-124438
8,client10,0.5945854712395355,639.2778670415282,15,30,19-01-26-124438,C15_R30_19-01-26-124438
9,client6,0.5839803841438496,105.75900692492723,15,30,19-01-26-124438,C15_R30_19-01-26-124438
9,client8,0.5864661654135338,77.94307824224234,15,30,19-01-26-124438,C15_R30_19-01-26-124438
9,client7,0.5865556216537775,74.18754138052464,15,30,19-01-26-124438,C15_R30_19-01-26-124438
9,client17,0.5181470869149952,93.4157450683415,15,30,19-01-26-124438,C15_R30_19-01-26-124438
9,client16,0.5406195207481005,85.6038797646761,15,30,19-01-26-124438,C15_R30_19-01-26-124438
9,client18,0.5893977415307403,154.50911410152912,15,30,19-01-26-124438,C15_R30_19-01-26-124438
9,client14,0.5796831314072693,111.47619783878326,15,30,19-01-26-124438,C15_R30_19-01-26-124438
9,client20,0.5873686752807632,374.31624671444297,15,30,19-01-26-124438,C15_R30_19-01-26-124438
9,client13,0.5824302513258013,229.36682496219876,15,30,19-01-26-124438,C15_R30_19-01-26-124438
9,client5,0.6014605864644887,835.9887488186359,15,30,19-01-26-124438,C15_R30_19-01-26-124438
9,client1,0.5914714398525928,167.0820671133697,15,30,19-01-26-124438,C15_R30_19-01-26-124438
9,client2,0.5990539262062441,507.7148149721325,15,30,19-01-26-124438,C15_R30_19-01-26-124438
9,client12,0.5728777362520021,172.689373139292,15,30,19-01-26-124438,C15_R30_19-01-26-124438
9,client9,0.554669373549884,293.6316141858697,15,30,19-01-26-124438,C15_R30_19-01-26-124438
9,client10,0.5854712395355117,625.0005108304322,15,30,19-01-26-124438,C15_R30_19-01-26-124438
10,client7,0.6103509815585961,75.41766297072172,15,30,19-01-26-124438,C15_R30_19-01-26-124438
10,client8,0.5569693464430306,80.82055300474167,15,30,19-01-26-124438,C15_R30_19-01-26-124438
10,client6,0.5929709848794442,111.34008644148707,15,30,19-01-26-124438,C15_R30_19-01-26-124438
10,client18,0.6094730238393977,161.56112775206566,15,30,19-01-26-124438,C15_R30_19-01-26-124438
10,client14,0.5820130475302889,111.71079659834504,15,30,19-01-26-124438,C15_R30_19-01-26-124438
10,client17,0.5787965616045845,96.9153568148613,15,30,19-01-26-124438,C15_R30_19-01-26-124438
10,client16,0.5727644652250146,89.54380499199033,15,30,19-01-26-124438,C15_R30_19-01-26-124438
10,client13,0.5614480055337792,231.2762886285782,15,30,19-01-26-124438,C15_R30_19-01-26-124438
10,client20,0.5440164231373023,379.4249417260289,15,30,19-01-26-124438,C15_R30_19-01-26-124438
10,client5,0.576708663173152,780.1693170331419,15,30,19-01-26-124438,C15_R30_19-01-26-124438
10,client1,0.5783100816004212,167.3563150689006,15,30,19-01-26-124438,C15_R30_19-01-26-124438
10,client2,0.5750236518448439,498.1783851981163,15,30,19-01-26-124438,C15_R30_19-01-26-124438
10,client12,0.5646022423918847,173.9203231409192,15,30,19-01-26-124438,C15_R30_19-01-26-124438
10,client9,0.5717807424593968,291.23981622979045,15,30,19-01-26-124438,C15_R30_19-01-26-124438
10,client10,0.6033621388063732,684.7194680012763,15,30,19-01-26-124438,C15_R30_19-01-26-124438
11,client8,0.5957200694042799,74.96101502329111,15,30,19-01-26-124438,C15_R30_19-01-26-124438
11,client6,0.6174908050674295,106.60673305392264,15,30,19-01-26-124438,C15_R30_19-01-26-124438
