,namespace,pod_name,container_name,joules
0,client11,client11-565c48c7c7-k7v8c,linkerd-init,0.0
1,client1,client1-7b9db886dd-tvk6w,linkerd-init,0.0
2,client20,client20-65f8864f77-vj2h6,linkerd-init,0.0
3,client12,client12-79bc8d5846-nq9c8,linkerd-init,0.0
4,client10,client10-694b6b97b4-4hhds,linkerd-init,0.0
5,client15,client15-79c969ddf-4jndl,linkerd-proxy,18473.229433846154
6,client15,client15-79c969ddf-4jndl,sidecar,18440.21156846154
7,client15,client15-79c969ddf-4jndl,linkerd-init,0.0
8,client15,client15-79c969ddf-4jndl,client15,18480.248174615386
9,client6,client6-785d875985-wqx4c,sidecar,17274.980262307687
10,client6,client6-785d875985-wqx4c,client6,18205.49741615385
11,client6,client6-785d875985-wqx4c,linkerd-init,0.0
12,client6,client6-785d875985-wqx4c,linkerd-proxy,18205.404153846153
13,client17,client17-69b85b5ccf-g7ctf,linkerd-init,0.0
14,client17,client17-69b85b5ccf-g7ctf,sidecar,15293.37885
15,client17,client17-69b85b5ccf-g7ctf,linkerd-proxy,17288.57249153846
16,client17,client17-69b85b5ccf-g7ctf,client17,17360.63116230769
17,client19,client19-56fccdb4d9-n7t7q,client19,17849.713746153844
18,client19,client19-56fccdb4d9-n7t7q,linkerd-init,0.0
19,client19,client19-56fccdb4d9-n7t7q,linkerd-proxy,17842.68297153846
20,client19,client19-56fccdb4d9-n7t7q,sidecar,17809.55680153846
21,client14,client14-856b5b5576-2h2hl,linkerd-proxy,18524.084654263566
22,client14,client14-856b5b5576-2h2hl,linkerd-init,0.0
23,client14,client14-856b5b5576-2h2hl,sidecar,18429.32021472868
24,client14,client14-856b5b5576-2h2hl,client14,18530.36650852713
25,client18,client18-69db77c748-4bvgs,client18,18451.521961240305
26,client18,client18-69db77c748-4bvgs,linkerd-init,0.0
27,client18,client18-69db77c748-4bvgs,sidecar,18417.099097674414
28,client18,client18-69db77c748-4bvgs,linkerd-proxy,18447.82015426356
29,client2,client2-86cd6d8cf7-js2l8,sidecar,18701.604641085272
30,client2,client2-86cd6d8cf7-js2l8,client2,18744.943978294574
31,client2,client2-86cd6d8cf7-js2l8,linkerd-init,0.0
32,client2,client2-86cd6d8cf7-js2l8,linkerd-proxy,18741.14818604651
33,orchestrator,policy-enforcer-cb8dccbd8-rlqxw,linkerd-init,0.0
34,api-gateway,api-gateway-6bf76d45b7-84d25,linkerd-proxy,9563.813874418602
35,orchestrator,policy-enforcer-cb8dccbd8-rlqxw,linkerd-proxy,9036.353372868214
36,orchestrator,orchestrator-555f7b7c9d-z9mnh,linkerd-init,0.0
37,orchestrator,orchestrator-555f7b7c9d-z9mnh,linkerd-proxy,9036.219974418602
38,api-gateway,api-gateway-6bf76d45b7-84d25,linkerd-init,0.0
39,client7,client7-544486cc98-6szwz,client7,18736.98857984496
40,client7,client7-544486cc98-6szwz,sidecar,18704.997206201548
41,client7,client7-544486cc98-6szwz,linkerd-init,0.0
42,client7,client7-544486cc98-6szwz,linkerd-proxy,18730.68853488372
43,client5,client5-7d5ff7f8b4-fdpcf,linkerd-proxy,16568.15414108527
44,client5,client5-7d5ff7f8b4-fdpcf,linkerd-init,0.0
45,client5,client5-7d5ff7f8b4-fdpcf,sidecar,15281.35631472868
46,client5,client5-7d5ff7f8b4-fdpcf,client5,16664.22831085271
