,K,Z,sigma_ed,sigma_iid,timestamp,path
0,5,100,1000.0,10,08-03-26-154835,/home/maurits/EnergyEfficient_Scattered-Directive/fabric/data/exp3/K05/Z100_ed1000p0_iid10/08-03-26-154835
1,5,100,1000.0,10,18-03-26-133632,/home/maurits/EnergyEfficient_Scattered-Directive/fabric/data/exp3/K05/Z100_ed1000p0_iid10/18-03-26-133632
2,5,100,1.7,10,08-03-26-183752,/home/maurits/EnergyEfficient_Scattered-Directive/fabric/data/exp3/K05/Z100_ed1p7_iid10/08-03-26-183752
3,5,100,1.7,10,18-03-26-170348,/home/maurits/EnergyEfficient_Scattered-Directive/fabric/data/exp3/K05/Z100_ed1p7_iid10/18-03-26-170348
4,5,100,1.7,6,18-03-26-181832,/home/maurits/EnergyEfficient_Scattered-Directive/fabric/data/exp3/K05/Z100_ed1p7_iid6/18-03-26-181832
5,5,100,1.7,3,08-03-26-214952,/home/maurits/EnergyEfficient_Scattered-Directive/fabric/data/exp3/K05/Z100_ed1p7_iid3/08-03-26-214952
6,5,100,1.7,3,18-03-26-192716,/home/maurits/EnergyEfficient_Scattered-Directive/fabric/data/exp3/K05/Z100_ed1p7_iid3/18-03-26-192716
7,5,100,1000.0,3,18-03-26-155502,/home/maurits/EnergyEfficient_Scattered-Directive/fabric/data/exp3/K05/Z100_ed1000p0_iid3/18-03-26-155502
8,5,100,1000.0,6,18-03-26-144617,/home/maurits/EnergyEfficient_Scattered-Directive/fabric/data/exp3/K05/Z100_ed1000p0_iid6/18-03-26-144617
