,round,namespace,pod_name,container_name,joules
0,0,client1,client1-7b9db886dd-jbg8t,linkerd-init,0.0
1,0,client20,client20-65f8864f77-vk8dc,client20,890.106
2,0,orchestrator,policy-enforcer-cb8dccbd8-6vw8c,policy-enforcer,290.64
3,0,client15,client15-79c969ddf-sh5bw,linkerd-init,0.0
4,0,client8,client8-5845965f99-9c4w8,sidecar,679.0620000000001
5,0,client7,client7-544486cc98-9868c,linkerd-init,0.0
6,0,client3,client3-58c68898cd-bdhkm,client3,799.113
7,0,client8,client8-5845965f99-9c4w8,linkerd-init,0.0
8,0,client13,client13-7bf86f4f87-hcszg,sidecar,725.355
9,0,client1,client1-7b9db886dd-jbg8t,linkerd-proxy,728.685
10,0,client1,maurits-dijk-6f807020client11-64jrn,hfl-train,751.4820000000001
11,0,client17,maurits-dijk-6f807020client171-twl6l,hfl-train,645.9839999999999
12,0,client17,maurits-dijk-6f807020client171-twl6l,sidecar,589.122
13,0,client2,client2-86cd6d8cf7-fhcn2,sidecar,869.874
14,0,client11,client11-565c48c7c7-lw7gs,client11,972.336
15,0,client12,client12-79bc8d5846-zzqc9,sidecar,679.932
16,0,client12,client12-79bc8d5846-zzqc9,client12,748.668
17,0,client18,client18-69db77c748-zd2nw,sidecar,840.588
18,0,client3,client3-58c68898cd-bdhkm,linkerd-init,0.0
19,0,client4,client4-744474fb99-gl9r2,linkerd-proxy,658.746
20,0,client10,client10-694b6b97b4-9qcj5,client10,639.3809999999999
21,0,client10,client10-694b6b97b4-9qcj5,sidecar,578.679
22,0,client5,client5-7d5ff7f8b4-brd9c,sidecar,495.831
23,0,server,server-656f98b57f-sk96x,linkerd-proxy,473.94600000000014
24,0,client7,client7-544486cc98-9868c,sidecar,959.3219999999999
25,0,client3,client3-58c68898cd-bdhkm,sidecar,796.71
26,0,api-gateway,api-gateway-6bf76d45b7-9lchh,api-gateway,381.01500000000004
27,0,client7,client7-544486cc98-9868c,client7,960.945
28,0,client13,client13-7bf86f4f87-hcszg,client13,770.277
29,0,client19,client19-56fccdb4d9-wjnk9,sidecar,855.738
30,0,client9,client9-d68fb99b4-k9vg6,linkerd-init,0.0
31,0,client8,client8-5845965f99-9c4w8,client8,740.6610000000001
32,0,client15,client15-79c969ddf-sh5bw,client15,682.722
33,0,client13,maurits-dijk-6f807020client131-84w9z,hfl-train,798.858
34,0,client17,maurits-dijk-6f807020client171-twl6l,hfl-train-model,617.2139999999999
35,0,orchestrator,orchestrator-555f7b7c9d-6h49d,linkerd-proxy,360.57900000000006
36,0,client18,client18-69db77c748-zd2nw,client18,842.2769999999999
37,0,client17,client17-69b85b5ccf-dvz4t,sidecar,489.162
38,0,client19,client19-56fccdb4d9-wjnk9,linkerd-init,0.0
39,0,client6,client6-785d875985-jhrvw,client6,741.7559999999999
40,0,client14,client14-856b5b5576-drb54,client14,670.626
41,0,client12,client12-79bc8d5846-zzqc9,linkerd-init,0.0
42,0,client15,client15-79c969ddf-sh5bw,linkerd-proxy,682.422
43,0,orchestrator,policy-enforcer-cb8dccbd8-6vw8c,linkerd-init,0.0
44,0,client11,client11-565c48c7c7-lw7gs,sidecar,970.5720000000001
