,GlobalAccuracy,AggregationTime,TotalTrainingTime,RoundDuration
0,0.13621696373693915,710.6920890510082,11513.005218468606,164858648434
1,0.08762292562999385,631.4659984782338,10782.536229118705,161723403673
2,0.19579748002458514,469.7899064049125,12016.336664557457,160383558613
3,0.1680239704978488,479.1325945407152,11540.19585903734,163147371858
4,0.14916256914566686,527.7905836701393,10985.732798464596,164321387976
5,0.18219883220651506,551.3955317437649,10623.678358271718,161970690129
6,0.2071681007990166,495.28285302221775,10673.471327871084,162755820881
7,0.24243239090350338,502.53415293991566,11310.911409556866,162990790948
8,0.22729717271051014,528.3068036660552,10661.475792527199,162972584847
9,0.2292178856791641,482.3349304497242,10741.340076550841,163025692971
10,0.23632452366318377,499.9727737158537,10629.79441974312,161793597754
11,0.25026889981561157,441.0474169999361,10687.45731189847,162219397297
12,0.21446681007990165,507.64667242765427,11222.387988120317,161360381671
13,0.2531883835279656,497.0729127526283,10918.934200890362,162706007249
14,0.2531499692685925,522.1387473866343,11092.026292346418,161649339261
15,0.2808466502765827,535.8765134587884,10537.388732656837,162574769425
16,0.22230331899200984,485.8100228011608,11552.649460732937,163483233117
17,0.2249539028887523,490.9136416390538,11562.400714494288,163353257945
18,0.22948678549477566,482.9768296331167,10466.382041573524,162592178844
19,0.2919099569760295,450.2665838226676,10501.78304221481,161754311567
20,0.29555931161647203,447.3992818966508,10926.832838915288,160447365728
21,0.29648125384142593,502.29561049491167,10412.047110497952,162045166156
22,0.2651736324523663,506.13382272422314,10409.458538517356,162018372605
23,0.2903349723417333,538.3397424593568,10445.451712235808,163311165261
24,0.28772280270436384,577.3362163454294,10727.578605525196,164068738173
